"","Number","Plot","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc"
"5532",21,"DIA333","DIA33321","6/27/2015","EK, JV","JUOS","Y","",2,"58.5",NA,3.62,"","",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","58.5",23.4,NA,NA,NA,NA,NA,NA,NA,NA,2686.46625,2.68646625,2.98865456488728,"DIA33320",0.0115976331360947,0,0,NA,2,93.3365,19.7433506580851,3,234.2911,19.896608259671,"L",0,-25
"5533",11,"SHO446120","SHO44612011","6/16/2015","SF, EK ","PIMO","Y","",NA,"58.5",1.5,6.62,"0","0","RTB","PBR",NA,NA,NA,3,20,NA,NA,2,"","","58.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2686.46625,2.68646625,3.83172583360531,"SHO44612017",0.0221170282708744,0,0,NA,1,59.41665,11.9829127458247,2,123.00165,10.9502877138754,"L",10,-10
"5534",57,"SPR1575240","SPR157524057","8/12/2015","JV, EK, SF","PIMO","N","M",1,"58.8",1,10.82,"0","0","RTB","IPS","PTB",NA,NA,0,100,NA,NA,2,"","","58.8",16,20.4,10.4,NA,NA,NA,NA,NA,NA,2714.0904,2.7140904,3.1012186380245,"SPR157524077",0.0437578092461474,0,0,NA,1,118.76265,20.8896758219025,3,531.56275,38.3979063166738,"L",10,-90
"5535",24,"SS256120","SS25612024","8/16/2014","PJW,MDR","JUOS","Y","",2,"52.6,26.3",1,5.66,"0","0",NA,NA,NA,NA,NA,0,45,NA,NA,1,"","","52.6",26.3,17.5,7.8,NA,NA,NA,NA,NA,NA,2714.88325,2.71488325,2.63293095827221,"SS25612030",0.316792204600327,0,0,NA,2,1969.85545,228.159256911982,5,4116.26525,219.535165066957,"L",15,-30
"5536",27,"FC795360","FC79536027","6/6/2015","EK, JV ","JUOS","Y","",2.33333333333333,"58.9",3.2,4.18,"","",NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","58.9",18.3,6,NA,NA,NA,NA,NA,NA,NA,2723.32985,2.72332985,2.04290616011229,"FC7953603",0.472802165334471,0,0,NA,1,1287.59625,141.448813479229,3,2450.8485,130.911105601594,"L",15,-25
"5537",51,"SPR1620","SPR162051","7/16/2014","PW, AU, TD","JUOS","N","",1,"59",4,5.23,"0","0","FIRE",NA,NA,NA,NA,0.382352941176471,100,NA,NA,2,"","char","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,2732.585,2.732585,1.19689086120083,"SPR162050",0.194197069807527,1,530.66,277.796142861594,2,587.37625,86.3992391300139,6,2081.49815,131.674056244962,"D",100,0
"5538",28,"FC795","FC79528","6/4/2015","SF, JV ","JUOS","Y","",2.75,"59.3",4,2.98,"","",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","59.3",25.0222222222222,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,2760.44465,2.76044465,1.90375974354831,"FC79527",0.36854932048719,1,1017.36,468.338112809068,2,2046.0554,235.215385463071,2,2046.0554,104.54017131692,"L",25,0
"5539",12,"SS604120","SS60412012","8/18/2014","SF, TD, AU","JUOS","Y","",1,"59.3",2,2.68,"0","0",NA,NA,NA,NA,NA,0,50,NA,NA,2,"","leaning","59.3",20.1,18.1,27.6,NA,NA,NA,NA,NA,NA,2760.44465,2.76044465,3.47638207547769,"SS60412013",0.83635670796732,0,0,NA,1,2308.7164,225.998727508307,3,4845.71865,226.229886674732,"L",10,-40
"5540",14,"WHIS25360","WHIS2536014","7/20/2015","SF,JV,EK","JUOS","Y","",1,"59.8",1,6.38,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,2,"","","59.8",13.2285714285714,4.5,8.7,7.2,NA,NA,NA,NA,NA,2807.1914,2.8071914,2.05473854987319,"WHIS2536058",0.0761316987505733,0,0,NA,3,827.5313,123.240811478171,6,1024.1424,74.5276845981751,"L",5,-25
"5541",24,"DIA333120","DIA33312024","6/28/2015","SF, JV","JUOS","Y","",2,"59.9",NA,5.04,"","",NA,NA,NA,NA,NA,0,10,NA,NA,2,"","","59.9",36.05,NA,NA,NA,NA,NA,NA,NA,NA,2816.58785,2.81658785,4.25435404436166,"DIA33312023",0.529809002761977,0,0,NA,0,0,NA,2,3901.5442,175.484724991085,"L",5,-5
"5542",24,"FC791240","FC79124024","6/3/2015","SF, EK ","JUOS","Y","",2.66666666666667,"60",1,4.28,"","",NA,NA,NA,NA,NA,0,15,NA,NA,2,"","","60",32.1,25.1,NA,NA,NA,NA,NA,NA,NA,2826,2.826,4.59643130415573,"FC79124025",0.0215111111111111,0,0,NA,0,0,NA,2,274.50665,20.8550233802095,"L",10,-5
"5543",52,"TOI1596240","TOI159624052","7/29/2015","JV,EK","JUOS","Y","M",2,"39.8,44.9",1.15789473684211,5.58,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,2,"","","39.8",44.9,NA,NA,NA,NA,NA,NA,NA,NA,2826.03925,2.82603925,2.87389063104008,"TOI159624053",0.227207955445063,0,0,NA,1,642.0986,80.9284979203457,4,5319.90255,258.085216325147,"L",20,10
"5544",14,"SPR1575","SPR157514","8/11/2015","JV, EK, SF","JUOS","Y","",1,"60.3",1,5.04,"","",NA,NA,NA,NA,NA,0.45,30,NA,NA,1,"","","60.3",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,2854.33065,2.85433065,1.13200304036025,"SPR157565",0.00581943791270293,1,16.6106,17.2353579617858,2,376.1092,60.4148875531788,8,4214.79845,245.506074750337,"L",0.15,-29.85
"5545",3,"FC795","FC7953","6/4/2015","SF, JV ","JUOS","Y","",2.75,"60.5",4,3.6,"","",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","60.5",25.0222222222222,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,2873.29625,2.87329625,1.23580571931682,"FC7954",0.26594904719623,1,764.1504,372.230633351251,2,3942.49765,398.163187278301,5,8626.6005,397.536036060151,"L",30,15
"5546",37,"SPR1575","SPR157537","8/11/2015","JV, EK, SF","JUOS","Y","",1,"60.5",1,8.24,"","",NA,NA,NA,NA,NA,0.45,40,NA,NA,2,"","","60.5",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,2873.29625,2.87329625,3.15376238189396,"SPR157538",0.132231404958678,0,0,NA,3,1397.3628,187.647662883583,14,8604.071,486.159542100546,"L",20,-20
"5547",3,"WHIS64","WHIS643","7/17/2015","EK, JV","JUOS","Y","",1,"60.6",NA,3.84,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,"","","60.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2882.8026,2.8828026,1.9311866260847,"WHIS642",0.0192138025683757,1,55.3896,45.3066803177659,2,586.0496,86.242603023827,3,2189.836,119.599765619946,"L",20,-10
"5548",3,"DES998120","DES9981203","6/10/2015","SF, JV ","JUOS","Y","",3,"49.8,16.5,30.4",4,3.62,"","",NA,NA,NA,NA,NA,0,15,NA,NA,2,"","","49.8",16.5,30.4,NA,NA,NA,NA,NA,NA,NA,2886.01325,2.88601325,5.51198430352048,"DES9981202",0.160614179439405,0,0,NA,0,0,NA,1,463.53465,27.6916955078083,"L",10,-5
"5549",5,"DES998360","DES9983605","6/9/2015","JV, EK ","JUOS","Y","",2,"61.2",1.16666666666667,6.75,"","",NA,NA,NA,NA,NA,0.538461538461538,25,NA,NA,2,"","","61.2",29,NA,NA,NA,NA,NA,NA,NA,NA,2940.1704,2.9401704,12.2063775132037,"DES9983604",0.837284804989534,0,0,NA,0,0,NA,0,0,NA,"L",0,-25
"5550",2,"DES998360","DES9983602","6/9/2015","JV, EK ","JUOS","Y","",2,"54.1,29",1.16666666666667,4.32,"","",NA,NA,NA,NA,NA,0.538461538461538,35,NA,NA,2,"","","54.1",29,NA,NA,NA,NA,NA,NA,NA,NA,2957.73085,2.95773085,4.65774502989121,"DES99836016",0.817517337657685,0,0,NA,0,0,NA,1,2417.99625,104.241755444177,"L",15,-20
"5551",9,"TOI533120","TOI5331209","7/11/2015","JV, EK","PIMO","Y","",1,"62",NA,5.71,"22","40",NA,NA,NA,NA,NA,0,30,NA,NA,2,"","","62",11.88,12.24,3.1,NA,NA,NA,NA,NA,NA,3017.54,3.01754,3.10051351458125,"TOI5331208",0.080582726326743,0,0,NA,2,619.65545,90.1893206950889,5,1359.8398,90.25869968128,"L",10,-20
"5552",13,"SHO446","SHO44613","6/14/2015","SF, EK ","PIMO","N","B",4,"",1,3.02,"","","PBR",NA,NA,NA,NA,1.43478260869565,100,NA,NA,1,"","","",14.9,11.8,11.4,NA,NA,NA,NA,NA,NA,4778.2215,0.47782215,4.61840448493488,"SHO44610",0.0154577702184798,0,0,NA,0,0,NA,2,403.7569,28.4238739634321,"D",100,0
"5553",7,"FC795120","FC7951207","6/6/2015","SF, EK ","JUOS","Y","",2.33333333333333,"62.1",NA,2.48,"","",NA,NA,NA,NA,NA,NA,20,NA,NA,1,"","","62.1",30.4,40.6,NA,NA,NA,NA,NA,NA,NA,3027.28185,3.02728185,2.47851216754515,"FC7951206",0.753345728280966,0,0,NA,1,2280.58985,223.786541557805,1,2280.58985,99.4606851368023,"L",25,5
"5554",19,"SHO424360","SHO42436019","8/3/2015","EK,JV,SF","JUOS","Y","",1,"62.2",1.5,4.29,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,2,"","","62.2",15.9571428571429,11.1,NA,NA,NA,NA,NA,NA,NA,3037.0394,3.0370394,2.06083547800577,"SHO42436062",0.00546933964702598,0,0,NA,2,563.7242,83.5960064881926,8,4451.5623,256.513423572979,"L",20,-15
"5555",33,"TOI533120","TOI53312033","7/11/2015","JV, EK","PIMO","Y","",1,"62.4",NA,7.91,"0","0","IPS","PBR",NA,NA,NA,0,50,NA,NA,2,"","","62.4",11.88,12.24,3.1,NA,NA,NA,NA,NA,NA,3056.6016,3.0566016,0.403271209355082,"TOI53312041",0.221985946745562,1,678.5226,338.369689753791,4,807.45885,127.900447914649,9,3384.34695,210.709960047677,"L",20,-30
"5556",18,"TOI1596240","TOI159624018","7/29/2015","JV,EK","PIMO","Y","",1,"62.6",1.15789473684211,8.55,"0","0","IPS","RTB","PSF",NA,NA,3,35,NA,NA,3,"","","62.6",44.9,NA,NA,NA,NA,NA,NA,NA,NA,3076.2266,3.0762266,1.71426454689762,"TOI159624017",0.208729291918872,2,647.82125,373.858537089335,5,1522.04435,222.303134810798,15,5439.55892142857,341.103723408503,"L",25,-10
"5557",31,"FC791360","FC79136031","6/4/2015","JV, EK ","JUOS","Y","",2.4,"63.3",1,3.14,"","",NA,NA,NA,NA,NA,0,60,NA,NA,2,"","","63.3",21.62,29.25,NA,NA,NA,NA,NA,NA,NA,3145.40865,3.14540865,1.50502480322195,"FC79136030",0.0503233180845993,1,158.2874,105.224478153671,2,1439.533,177.389281773009,3,3250.1041,164.190334300118,"L",25,-35
"5558",42,"FC795240","FC79524042","6/7/2015","SF, JV ","JUOS","Y","",2.57142857142857,"63.4",2.8,3.52,"","",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","63.4",22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,3155.3546,3.1553546,3.25360881542131,"FC79524046",1.45213904009394,0,0,NA,1,4582.0136,391.740828108761,3,6635.23605,291.131883251604,"L",5,-10
"5559",3,"SS32","SS323","8/12/2014","PW, SF, AU","JUOS","Y","",1,"63.4",NA,4.8,"0","0",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","63.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3155.3546,3.1553546,0.967768174537419,"SS324",0.0508737274726587,1,160.52465,106.41634243463,2,2315.94625,259.805967960201,4,3382.61995,179.453166064544,"L",15,0
"5560",26,"FC791","FC79126","6/3/2015","JV, EK ","JUOS","Y","",5,"63.5",1,2.9,"","",NA,NA,NA,NA,NA,0,60,NA,NA,2,"","","63.5",18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,3165.31625,3.16531625,2.90010392759069,"FC79128",0.00984313968627937,0,0,NA,2,1344.3125,167.909767884002,3,1959.7525,109.406093566684,"L",10,-50
"5561",7,"FC791240","FC7912407","6/3/2015","SF, EK ","JUOS","Y","",2.66666666666667,"63.5",1,4.17,"","",NA,NA,NA,NA,NA,0,80,NA,NA,2,"","","63.5",32.1,25.1,NA,NA,NA,NA,NA,NA,NA,3165.31625,3.16531625,2.92021547932064,"FC7912402",0.220234360468721,0,0,NA,1,697.1114,86.4472336830262,1,697.1114,38.4209927480116,"L",60,-20
"5563",12,"SPR1620240","SPR162024012","7/17/2014","PW, AU, TD","JUOS","Y","",1,"63.6",1.75,3.85,"0","0",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","63.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,3175.2936,3.1752936,2.57967390643976,"SPR162024013",0.0350089988528935,0,0,NA,5,3227.22135,406.333611249367,7,3619.6036,211.617170646862,"L",30,5
"5564",2,"FC795","FC7952","6/4/2015","SF, JV ","JUOS","Y","",2,"39.1,50.2",4,2.36,"","",NA,NA,NA,NA,NA,0,55,NA,NA,2,"","","39.1",50.2,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,3178.34725,3.17834725,2.41941624566804,"FC7953",0.904022129740544,0,0,NA,3,5157.20665,535.112638386201,4,6649.46025,308.682144326036,"L",20,-35
"5565",25,"DIA333","DIA33325","6/27/2015","EK, JV","JUOS","Y","",2,"63.7",NA,4.5,"","",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","63.7",23.4,NA,NA,NA,NA,NA,NA,NA,NA,3185.28665,3.18528665,0.480992986207831,"DIA33327",0.0476157616772104,2,205.7485,148.924858565551,2,205.7485,37.2312146413878,4,1591.195,97.9734632289976,"L",0,-15
"5566",24,"SS32120","SS3212024","8/13/2014","PW, SF, AU","JUOS","Y","",1,"63.8",1,4.53,"0","0",NA,NA,NA,NA,NA,0,90,NA,NA,1,"","","63.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,3195.2954,3.1952954,2.24410062299078,"SS3212062",0.00497489214925168,0,0,NA,4,1141.5941,168.873341573216,9,2226.5897,150.578418524746,"L",70,-20
"5567",22,"FC795","FC79522","6/4/2015","SF, JV ","JUOS","N","",2.75,"64",4,1.76,"","",NA,NA,NA,NA,NA,0,100,NA,NA,1,"","","64",25.0222222222222,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,3215.36,3.21536,2.26938244408744,"FC79523",0.29058837890625,0,0,NA,1,934.34625,109.353740812568,3,5534.44625,251.69063201943,"D",100,0
"5569",87,"ROB938120","ROB93812087","6/30/2015","SF, EK, JV ","JUOS","Y","",1,"64",1.28205128205128,4.83,NA,NA,NA,NA,NA,NA,NA,0,50,NA,NA,1,"","","64",9.075,9.025,NA,NA,NA,NA,NA,NA,NA,3215.36,3.21536,2.31591221358424,"ROB938120129",0.01,0,0,NA,6,2072.3215,295.217989309278,13,2935.6488,202.141242101852,"L",25,-25
"5570",54,"SHO424360","SHO42436054","8/3/2015","EK,JV,SF","JUOS","Y","",1,"64",1.5,4.11,NA,NA,"BB","MT",NA,NA,NA,0,25,NA,NA,3,"","","64",15.9571428571429,11.1,NA,NA,NA,NA,NA,NA,NA,3215.36,3.21536,2.22907872377898,"SHO42436076",0.02111572265625,0,0,NA,3,208.3547,40.7448003716473,11,6162.43835,354.625601734592,"L",30,5
"5572",11,"TOI1596240","TOI159624011","7/29/2015","JV,EK","PIMO","N","B",1.0188679245283,NA,2,4.59,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","",NA,44.9,NA,NA,NA,NA,NA,NA,NA,NA,3216.896,0.3216896,1.54274581540744,"TOI15962406",0.0206541958459335,1,66.4424,52.4292265287589,4,1418.22795,200.994485589157,9,4191.2285,250.155697499888,"D",100,0
"5573",13,"FC795120","FC79512013","6/6/2015","SF, EK ","JUOS","Y","",3,"24.5,43.8,40.6",NA,3.33,"","",NA,NA,NA,NA,NA,NA,45,NA,NA,2,"","","24.5",43.8,40.6,NA,NA,NA,NA,NA,NA,NA,3271.13425,3.27113425,4.54852243010099,"FC7951208",0.720663298976494,0,0,NA,0,0,NA,1,2357.3864,102.139628706686,"L",45,0
"5574",9,"SHO446120","SHO4461209","6/16/2015","SF, EK ","PIMO","N","B",NA,"",1,5.6,"","","IPS","RTB",NA,NA,NA,1.04,100,NA,NA,1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,6361.5375,0.63615375,9.2375792571501,"SHO4461208",0.106660158805949,0,0,NA,0,0,NA,0,0,NA,"D",100,0
"5575",12,"DIA333360","DIA33336012","6/27/2015","EK, SF ","JUOS","Y","",2,"64.8",NA,5.49,"","",NA,NA,NA,NA,NA,0,55,NA,NA,1,"","","64.8",18.7333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3296.2464,3.2962464,1.87263619976907,"DIA33336013",0.0460128981862521,1,151.66985,101.679345554037,2,1976.8341,228.807694895949,3,2878.96395,148.965980209147,"L",25,-30
"5577",11,"SPR1620120","SPR162012011","3/21/2015","SF,PW","JUOS","Y","",3,"50.5,21,35.4",1.35,5.12,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,2,"","","50.5",21,35.4,16.6,14.3,NA,NA,NA,NA,NA,3331.86185,3.33186185,2.17496285500585,"SPR162012010",0.195419386911255,0,0,NA,2,1415.2608,174.984988984682,4,4844.6903,239.41502830587,"L",10,-10
"5578",40,"SPR1620240","SPR162024040","7/17/2014","PW, AU, TD","JUOS","Y","",1,"65.5",1.75,3.2,"0","0",NA,NA,NA,NA,NA,0,80,NA,NA,1,"","","65.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,3367.84625,3.36784625,2.98428846587835,"SPR162024038",1.69198531554105,0,0,NA,1,5698.3464,466.648147536561,3,7246.6333,312.47076861956,"L",45,-35
"5579",15,"FC791240","FC79124015","6/3/2015","SF, EK ","JUOS","Y","",2.66666666666667,"65.7",1,3.84,"","",NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","65.7",32.1,25.1,NA,NA,NA,NA,NA,NA,NA,3388.44465,3.38844465,2.8388492081876,"FC79124013",1.20424928587811,0,0,NA,2,4154.3927,415.247309456427,4,8037.38735,359.401705468043,"L",25,15
"5580",30,"SHO424120","SHO42412030","8/3/2015","EK,JV,SF","JUOS","Y","",1,"65.7",1,5.68,NA,NA,NA,NA,NA,NA,NA,0,65,NA,NA,1,"","","65.7",17.05,15.98,16.275,20.5,NA,NA,NA,NA,NA,3388.44465,3.38844465,2.96545210245193,"SHO42412029",0.0183505579765041,0,0,NA,2,1318.77985,165.345657767446,10,7105.2111,390.129786294001,"L",60,-5
"5581",32,"FC795240","FC79524032","6/7/2015","SF, JV ","JUOS","Y","",2.57142857142857,"65.8",2.8,2.22,"","",NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","65.8",22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,3398.7674,3.3987674,1.74809187509727,"FC79524033",1.15774983601408,1,3934.9224,1386.74741967599,2,7437.7808,662.655534614081,5,11203.16675,490.299157359989,"L",20,-20
"5582",38,"TOI533","TOI53338","7/10/2015","PW,SF,EK","JUOS","Y","",10,"33.4,21.7,21,13.3,12.5,14.5,19,17.5,26,21",1,5.31,NA,NA,NA,NA,NA,NA,NA,0,70,NA,NA,2,"","","33.4",21.7,21,13.3,12.5,14.5,19,17.5,26,21,3418.74565,3.41874565,1.01869720217303,"TOI53332",0.228045803875465,1,779.6306,378.270010733265,2,1623.51345,195.364375567226,4,2300.1285,131.683538110456,"L",50,-20
"5583",5,"SS604360","SS6043605","8/17/2014","SF, TD, AU","JUOS","Y","",2,"63,20.4",NA,6.77,"0","0",NA,NA,NA,NA,NA,0,35,NA,NA,1,"","","63",20.4,19.1,9.8,NA,NA,NA,NA,NA,NA,3442.3506,3.4423506,4.05195124855607,"SS6043602",0.556504209652555,0,0,NA,0,0,NA,3,3597.85125,178.145434924011,"L",15,-20
"5584",43,"FC795240","FC79524043","6/7/2015","SF, JV ","JUOS","Y","O",2.57142857142857,"66.5",2.8,3.73,"","",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","66.5",22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,3471.46625,3.47146625,3.58904552772799,"FC79524045",0.372742382271468,0,0,NA,1,1293.9626,142.009788439397,2,5875.9762,243.757914488011,"L",20,0
"5586",30,"FC795240","FC79524030","6/7/2015","SF, JV ","JUOS","Y","",2.57142857142857,"66.8",2.8,2.28,"","",NA,NA,NA,NA,NA,0,35,NA,NA,1,"","","66.8",22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,3502.8584,3.5028584,2.41675172633132,"FC79524031",0.449588099250601,0,0,NA,3,5077.4271,528.459380580586,7,12060.30825,555.924180183747,"L",35,0
"5587",10,"DES998120","DES99812010","6/10/2015","SF, JV ","JUOS","Y","",2.5,"67",4,3.92,"","",NA,NA,NA,NA,NA,0,20,NA,NA,2,"","","67",13,30.4,NA,NA,NA,NA,NA,NA,NA,3523.865,3.523865,5.49177972143676,"DES99812011",0.0442882601915794,0,0,NA,0,0,NA,1,156.06585,11.5597423458802,"L",0,-20
"5588",47,"SHO424120","SHO42412047","8/3/2015","EK,JV,SF","JUOS","Y","",1,"67",1,5.36,NA,NA,NA,NA,NA,NA,NA,0,60,NA,NA,2,"","diameter estimated","67",17.05,15.98,16.275,20.5,NA,NA,NA,NA,NA,3523.865,3.523865,2.24478248223001,"SHO42412062",0.00513254622410336,0,0,NA,1,18.0864,4.61345387080017,3,1688.8804,97.0952849041898,"L",35,-25
"5589",12,"FC795360","FC79536012","6/6/2015","EK, JV ","JUOS","Y","",2.33333333333333,"67.1",3.2,3.69,"","",NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","67.1",18.3,6,NA,NA,NA,NA,NA,NA,NA,3534.39185,3.53439185,2.92923274688594,"FC79536011",0.017779367050091,0,0,NA,1,62.83925,12.5337627253821,2,320.0131,23.5868056154541,"L",20,-20
"5591",44,"SPR1575120","SPR157512044","8/10/2015","SF,EK","JUOS","Y","",1,"67.7",1.44444444444444,6.33,NA,NA,"MT",NA,NA,NA,NA,0,20,NA,NA,2,"","","67.7",14.6,14.6,17.6,19,14.6,NA,NA,NA,NA,3597.88265,3.59788265,2.78527336346644,"SPR15751202",0.192457819601204,0,0,NA,1,692.44065,85.9821098415364,5,4707.0484,244.48147527029,"L",35,15
"5592",13,"TOI1577360","TOI157736013","10/3/2015","PW,SF","PIMO","N","B",1.15294117647059,"",1,7.07,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","","",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,3631.574,0.3631574,1.55058157411858,"TOI157736024",0.0163611288108132,2,342.937025,224.400618299591,9,3102.0528,442.09180458232,21,10012.205455,594.815142913734,"D",100,0
"5593",4,"FC795120","FC7951204","6/6/2015","SF, EK ","JUOS","Y","",2.33333333333333,"68.1",NA,3.2,"","",NA,NA,NA,NA,NA,NA,30,NA,NA,2,"","estimated DRC- sprawling","68.1",30.4,40.6,NA,NA,NA,NA,NA,NA,NA,3640.52385,3.64052385,2.94816949225626,"FC79512022",0.574123309204526,0,0,NA,1,2090.1096,208.658829899476,4,5943.10155,282.079146541925,"L",30,0
"5596",33,"FC795240","FC79524033","6/7/2015","SF, JV ","JUOS","Y","",2.57142857142857,"70.8",2.8,4.31,"","",NA,NA,NA,NA,NA,0,50,NA,NA,1,"","","70.8",22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,3934.9224,3.9349224,1.74809187509727,"FC79524032",0.863744454020237,1,3398.7674,1232.9530722586,2,5400.71365,512.562194079211,5,9496.67095,429.404108631141,"L",40,-10
"5597",5,"SS452240","SS4522405","9/12/2015","PW,SF","JUOS","Y","",1,"71.9",NA,5.05,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,2,"","","71.9",12.2166666666667,6.7,NA,NA,NA,NA,NA,NA,NA,4058.14385,4.05814385,1.80416689131296,"SS4522406",0.131772029224642,2,682.0865,389.646405561038,8,3057.45725,426.936303048155,9,3145.65985,198.698762018282,"L",30,10
"5598",25,"FC795","FC79525","6/4/2015","SF, JV ","JUOS","Y","",2.75,"72",4,2.75,"","",NA,NA,NA,NA,NA,0,45,NA,NA,3,"","","72",25.0222222222222,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,4069.44,4.06944,2.55143895181566,"FC79530",0.198767361111111,0,0,NA,1,808.87185,97.4035024414935,2,1353.9209,75.0543071391138,"L",60,15
"5599",13,"FC791240","FC79124013","6/3/2015","SF, EK ","PIMO","Y","",3,"50.5, 33.8, 38.8",1,4.17,"","",NA,NA,NA,NA,NA,0,20,NA,NA,2,"","","50.5",33.8,38.8,NA,NA,NA,NA,NA,NA,NA,4080.53205,4.08053205,2.8388492081876,"FC79124015",0.830392852814377,0,0,NA,3,4266.1453,459.553574268464,3,4266.1453,204.246033008206,"L",25,5
"5600",8,"FC795","FC7958","6/4/2015","SF, JV ","JUOS","Y","",2.75,"72.5",4,3.86,"","",NA,NA,NA,NA,NA,0,15,NA,NA,2,"","","72.5",25.0222222222222,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,4126.15625,4.12615625,2.00509610194204,"FC7959",0.579698454221165,0,0,NA,2,2404.4864,267.747199459754,2,2404.4864,118.998755315446,"L",15,0
"5601",10,"FC791360","FC79136010","6/4/2015","JV, EK ","JUOS","Y","",2.4,"72.7",1,4.43,"","",NA,NA,NA,NA,NA,0,10,NA,NA,2,"","","72.7",21.62,29.25,NA,NA,NA,NA,NA,NA,NA,4148.95265,4.14895265,5.50373525383484,"FC79136011",0.119200649349421,0,0,NA,0,0,NA,1,494.55785,29.1694205129928,"L",5,-5
"5602",31,"RAV339120","RAV33912031","6/23/2015","EK, JV ","PIMO","N","B",1.9,"11",1,3.5,"","",NA,NA,NA,NA,NA,0,100,NA,NA,1,"","[no corresponding log recorded – Diam, Height, Decay taken from Greenwood 2005 data – SF 022615]",NA,12.6058333333333,NA,NA,NA,NA,NA,NA,NA,NA,350.618516511494,0.32822005483908,1.66615107368368,"RAV33912028",2.01501052206077,2,744.965,418.218796071099,6,1469.0647,223.993961094274,7,1891.5831,125.712321229773,"D",100,0
"5603",39,"SPR1575240","SPR157524039","8/12/2015","JV, EK, SF","JUOS","Y","",1,"73.1",1,5.57,"","","BB",NA,NA,NA,NA,0,30,NA,NA,2,"","","73.1",16,20.4,10.4,NA,NA,NA,NA,NA,NA,4194.73385,4.19473385,1.07015344657985,"SPR157524040",0.0283123206970569,3,280.1665,206.701696168398,8,1109.676,189.291587953376,11,1796.6452,131.886288659096,"L",40,10
"5604",41,"RAV339120","RAV33912041","6/23/2015","EK, JV ","PIMO","N","B",1.9,"16",1,5.5,"","",NA,NA,NA,NA,NA,0,100,NA,NA,1,"","[no corresponding log recorded – Diam, Height, Decay taken from Greenwood 2005 data – SF 022615]",NA,12.6058333333333,NA,NA,NA,NA,NA,NA,NA,NA,350.618516511494,0.32822005483908,0.479068652064316,"RAV339120102",0.143289637124322,4,569.50965,386.59618071465,11,2733.04815,415.513938582842,21,4954.510215,338.216642494045,"D",100,0
