Plot,Number,Spp,LiveDead,Diam,DecayClass,HeightClass,Cones,MortalityCause1,MortalityCause2,MortalityCause3,DMR,BranchesBole,PreviousCurrent,PerDeadCrown,Easting,Northing,Cored,Misc
WHIS20,47,Juos,L,78,,3,,,,,0,,,5,576789.052,4390294.076,,
WHIS20,48,Juos,L,14,,2,,,,,0,,,5,576790.052,4390294.076,,
WHIS20,49,Juos,L,30,,3,,,,,0,,,10,576791.052,4390297.076,,
WHIS20,50,Juos,L,20,,3,,,,MT,3,,,5,576793.052,4390294.076,,
WHIS20,51,Pimo,L,24,,5,0,,,,0,,,30,576796.052,4390297.076,,
WHIS20,52,Juos,L,20,,3,,,,,0,,,0,576800.052,4390295.076,,
WHIS20,53,Juos,L,30,,4,,,,,0,,,5,576799.052,4390306.076,,
WHIS20,54,Juos,L,10,,2,,,,,0,,,0,576798.052,4390309.076,,
WHIS20,55,Pimo,L,16,,4,0,,RWB,,0,Branches,Previous,30,576794.052,4390305.076,,
WHIS20120,1,Pimo,L,22,,6,0,,RWB,,0,Branches,Previous,10,576812.185,4390273.571,,
WHIS20120,2,Pimo,D,10,1,2,,,,,,,,100,576812.185,4390274.571,,
WHIS20120,3,Juos,L,10,,3,,,,,0,,,5,576814.185,4390273.571,,
WHIS20120,4,Juos,L,16,,4,,,,,0,,,5,576815.185,4390273.571,,
WHIS20120,5,Pimo,L,10,,3,0,,,,0,,,5,576815.185,4390275.571,,
WHIS20120,6,Pimo,L,20,,5,0,,RWB,,0,Branches,Previous,15,576812.185,4390276.571,,
WHIS20120,7,Pimo,L,10,,3,0,,,,0,,,5,576811.185,4390275.571,,
WHIS20120,8,Pimo,L,22,,5,0,,RWB,,0,Branches,Previous,20,576815.185,4390278.571,,
WHIS20120,9,Juos,L,16,,3,,,,,0,,,0,576820.185,4390277.571,,
WHIS20120,10,Pimo,L,10,,4,0,,RWB,,0,Both,Previous,100,576812.185,4390280.571,,
WHIS20120,11,Pimo,L,14,,4,0,,,,0,,,5,576813.185,4390280.571,,
WHIS20120,12,Pimo,L,14,,4,0,,RWB,,0,Bole,Previous,40,576811.185,4390281.571,,
WHIS20120,13,Pimo,L,14,,4,0,,,,0,,,15,576820.185,4390280.571,,
WHIS20120,14,Pimo,L,12,,3,0,IPS,,,0,Branches,Previous,10,576821.185,4390280.571,,
WHIS20120,15,Juos,L,18,,4,,,,,0,,,10,576822.185,4390281.571,,
WHIS20120,16,Pimo,D,10,1,2,,,RWB,,,Both,Previous,100,576819.185,4390284.571,,
WHIS20120,17,Juos,L,14,,3,,,,,0,,,5,576815.185,4390286.571,,
WHIS20120,18,Juos,L,18,,3,,,,,0,,,15,576815.185,4390286.571,,
WHIS20120,19,Pimo,L,10,,3,0,,RWB,,0,Branches,Previous,10,576814.185,4390285.571,,
WHIS20120,20,Pimo,L,16,,5,0,,,,0,,,25,576812.185,4390286.571,,
WHIS20120,21,Pimo,L,18,,5,0,,,,0,,,5,576811.185,4390287.571,,
WHIS20120,22,Pimo,D,16,1,3,0,,RWB,,0,Branches,Previous,100,576809.185,4390287.571,,
WHIS20120,23,Pimo,L,22,,5,0,,RWB,,0,Branches,Previous,15,576808.185,4390287.571,,
WHIS20120,24,Pimo,L,16,,5,0,,,,0,,,15,576808.185,4390283.571,,
WHIS20120,25,Pimo,L,16,,5,0,,RWB,,0,Branches,Previous,10,576806.185,4390280.571,,
WHIS20120,26,Pimo,L,12,,3,0,,,,0,,,5,576805.185,4390278.571,,
WHIS20120,27,Pimo,L,25,,6,0,,RWB,,0,Branches,Previous,15,576806.185,4390282.571,,
WHIS20120,28,Pimo,L,27,,6,0,,RWB,,0,Branches,Previous,25,576809.185,4390284.571,,
WHIS20120,29,Pimo,L,16,,6,0,,RWB,,0,Bole,Previous,60,576803.185,4390277.571,,
WHIS20120,30,Pimo,L,22,,5,0,,RWB,,0,Branches,Previous,25,576804.185,4390276.571,,
WHIS20120,31,Juos,L,28,,3,,,,,0,,,5,576806.185,4390276.571,,
WHIS20120,32,Pimo,L,18,,5,0,,RWB,,0,Bole,Previous,85,576804.185,4390277.571,,
WHIS20120,33,Pimo,L,20,,6,0,,RWB,,0,Branches,Previous,50,576804.185,4390275.571,,
WHIS20120,34,Pimo,L,14,,5,0,,RWB,,0,Branches,Previous,30,576802.185,4390276.571,,
WHIS20120,35,Pimo,L,14,,5,0,,RWB,,0,Both,Previous,60,576802.185,4390277.571,,
WHIS20120,36,Pimo,L,16,,6,0,,,,0,,,10,576801.185,4390277.571,,
WHIS20120,37,Pimo,L,16,,4,0,,RWB,,0,Both,Previous,70,576807.185,4390273.571,,
WHIS20120,38,Pimo,L,16,,4,0,,RWB,,0,Branches,Previous,55,576806.185,4390273.571,,
WHIS20120,39,Pimo,L,16,,5,0,,RWB,,0,Branches,Previous,40,576805.185,4390272.571,,
WHIS20120,40,Pimo,L,10,,3,0,,,,0,,,15,576802.185,4390273.571,,
WHIS20120,41,Pimo,L,20,,5,0,IPS,RWB,,0,Branches,Previous,15,576800.185,4390279.571,,
WHIS20120,42,Juos,L,14,,2,,,,,0,,,5,576800.185,4390278.571,,
WHIS20120,43,Pimo,L,16,,5,0,,,,0,,,50,576796.185,4390273.571,,
WHIS20120,44,Juos,L,12,,3,,,,,0,,,0,576798.185,4390275.571,,
WHIS20120,45,Pimo,L,18,,4,0,,RWB,,0,Branches,Previous,15,576797.185,4390278.571,,
WHIS20120,46,Pimo,L,12,,3,0,,,,0,,,0,576797.185,4390280.571,,
WHIS20120,47,Pimo,L,16,,4,0,,RWB,,0,Branches,Previous,60,576794.185,4390275.571,,
WHIS20120,48,Pimo,L,10,,3,0,,,,0,,,15,576798.185,4390280.571,,
WHIS20120,49,Pimo,L,14,,5,0,,RWB,,0,Branches,Previous,30,576795.185,4390271.571,,
WHIS20120,50,Pimo,L,28,,5,0,IPS,RWB,,0,Branches,Previous,10,576795.185,4390270.571,,
WHIS20120,51,Pimo,L,27,,5,0,IPS,,,0,Branches,Previous,5,576795.185,4390268.571,,
WHIS20120,52,Pimo,L,14,,5,0,,RWB,,0,Branches,Previous,10,576798.185,4390271.571,,
WHIS20120,53,Pimo,L,16,,5,0,,,,0,,,5,576799.185,4390271.571,,
WHIS20120,54,Pimo,L,20,,5,0,,RWB,,0,Branches,Previous,45,576800.185,4390270.571,,
WHIS20120,55,Pimo,L,16,,5,0,,RWB,,0,Branches,Previous,15,576801.185,4390270.571,,
WHIS20120,56,Pimo,D,14,1,4,,,RWB,,,Both,Previous,100,576801.185,4390270.571,,
WHIS20120,57,Pimo,L,14,,5,0,,RWB,,0,Branches,Previous,30,576800.185,4390267.571,,
WHIS20120,58,Pimo,L,14,,5,0,,,,0,,,10,576801.185,4390267.571,,
WHIS20120,59,Juos,L,18,,3,,,,,0,,,5,576802.185,4390268.571,,
WHIS20120,60,Pimo,L,20,,5,0,,RWB,,0,Branches,Previous,60,576805.185,4390271.571,,
WHIS20120,61,Pimo,L,20,,5,0,,,,0,,,70,576805.185,4390269.571,,
WHIS20120,62,Pimo,L,28,,5,0,,RWB,,0,Branches,Previous,10,576806.185,4390270.571,,
WHIS20120,63,Pimo,L,16,,4,0,,,,0,,,15,576806.185,4390268.571,,
WHIS20120,64,Pimo,L,30,,6,0,IPS,RWB,,0,Branches,Previous,15,576809.185,4390268.571,,
WHIS20120,65,Pimo,L,10,,2,0,,,,0,,,10,576810.185,4390269.571,,
WHIS20120,66,Juos,L,22,,3,,,,,0,,,0,576809.185,4390263.571,,
WHIS20120,67,Pimo,L,24,,4,0,,RWB,,0,Branches,Previous,20,576818.185,4390271.571,,
WHIS20120,68,Pimo,L,16,,5,0,,RWB,,0,Branches,Previous,15,576816.185,4390270.571,,
WHIS20120,69,Pimo,L,20,,5,0,,,,0,,,5,576820.185,4390269.571,,
WHIS20120,70,Pimo,L,24,,5,0,IPS,RWB,,0,Branches,Previous,10,576818.185,4390267.571,,
WHIS20120,71,Pimo,L,18,,5,0,,,,0,,,5,576816.185,4390268.571,,
WHIS20120,72,Pimo,D,14,1,4,,,RWB,,,Branches,Previous,100,576815.185,4390267.571,,
WHIS20120,73,Juos,L,12,,3,,,,,0,,,5,576820.185,4390265.571,,
WHIS20120,74,Juos,L,12,,3,,,,,0,,,0,576819.185,4390265.571,,
WHIS20120,75,Pimo,L,14,,5,0,IPS,,,0,Branches,Previous,5,576815.185,4390269.571,,
WHIS20120,76,Juos,L,28,,5,,,,,0,,,5,576816.185,4390268.571,,
WHIS20120,77,Pimo,L,22,,4,0,,,,0,,,5,576816.185,4390260.571,,
WHIS20120,78,Juos,L,18,,4,,,,,0,,,5,576814.185,4390257.571,,
WHIS20240,1,Pimo,L,24,,5,0,,RWB,,0,Branches,Previous,10,576745.777,4390272.318,,
WHIS20240,2,Juos,L,20,,3,,,,,0,,,10,576748.777,4390273.318,,
WHIS20240,3,Juos,L,15,,3,,,,,0,,,5,576750.777,4390274.318,,
WHIS20240,4,Juos,L,15,,3,,,,,0,,,10,576749.777,4390274.318,,
WHIS20240,5,Juos,L,15,,3,,,,,0,,,5,576753.777,4390275.318,,
WHIS20240,6,Juos,L,10,,2,,,,,0,,,5,576753.777,4390274.318,,
WHIS20240,7,Pimo,L,14,,4,0,,RWB,,0,Branches,Previous,25,576756.777,4390275.318,,Cankers on branches
WHIS20240,8,Juos,L,18,,4,,,,,0,,,10,576756.777,4390276.318,,
WHIS20240,9,Pimo,L,30,,5,1,,RWB,,0,Both,Previous,15,576760.777,4390274.318,,
WHIS20240,10,Juos,L,10,,2,,,,,0,,,0,576759.777,4390276.318,,
WHIS20240,11,Pimo,L,16,,3,0,,,,0,,,5,576752.777,4390279.318,,
WHIS20240,12,Pimo,L,28,,5,0,,,,0,,,30,576752.777,4390281.318,,Scars on bole
WHIS20240,13,Pimo,L,18,,5,0,,,,0,,,10,576749.777,4390279.318,,
WHIS20240,14,Pimo,L,16,,4,0,,,,0,,,10,576746.777,4390277.318,,
WHIS20240,15,Pimo,L,12,,4,0,,,,0,,,5,576748.777,4390285.318,,
WHIS20240,16,Pimo,L,18,,5,0,,RWB,,0,Branches,Previous,10,576748.777,4390288.318,,
WHIS20240,17,Pimo,L,20,,5,0,,,,0,,,5,576743.777,4390285.318,,
WHIS20240,18,Juos,L,14,,3,,,,,0,,,10,576742.777,4390286.318,,
WHIS20240,19,Juos,L,20,,2,,,,,0,,,15,576742.777,4390283.318,,
WHIS20240,20,Pimo,L,10,,3,0,,,,0,,,5,576739.777,4390283.318,,
WHIS20240,21,Juos,L,16,,3,,,,,0,,,10,576737.777,4390283.318,,
WHIS20240,22,Juos,L,15,,3,,,,,0,,,5,576738.777,4390282.318,,
WHIS20240,23,Juos,L,30,,4,,,,,0,,,10,576740.777,4390279.318,,
WHIS20240,24,Juos,L,30,,3,,,,,0,,,5,576739.777,4390277.318,,
WHIS20240,25,Pimo,L,16,,4,0,,,,0,,,5,576735.777,4390277.318,,
WHIS20240,26,Juos,L,14,,3,,,,,0,,,5,576735.777,4390275.318,,
WHIS20240,27,Juos,L,10,,3,,,,,0,,,5,576735.777,4390276.318,,
WHIS20240,28,Pimo,L,8,,4,0,,,,0,,,10,576735.777,4390276.318,,
WHIS20240,29,Pimo,L,16,,4,0,,,,0,,,5,576729.777,4390275.318,,
WHIS20240,30,Juos,L,12,,3,,,,,0,,,5,576730.777,4390278.318,,
WHIS20240,31,Pimo,L,16,,4,0,,,,0,,,10,576728.777,4390273.318,,
WHIS20240,32,Juos,L,32,,4,,,,,0,,,5,576731.777,4390269.318,,
WHIS20240,33,Pimo,L,10,,2,0,,,,0,,,5,576730.777,4390271.318,,
WHIS20240,34,Juos,L,14,,2,,,,,0,,,5,576733.777,4390270.318,,
WHIS20240,35,Juos,L,10,,2,,,,,0,,,5,576733.777,4390268.318,,
WHIS20240,36,Juos,L,18,,5,,,,,0,,,5,576735.777,4390265.318,,Cankers Branches
WHIS20240,37,Pimo,L,14,,3,0,,RWB,,0,Branches,Previous,10,576735.777,4390268.318,,
WHIS20240,38,Juos,L,20,,3,,,,,0,,,5,576737.777,4390269.318,,
WHIS20240,39,Pimo,L,14,,3,0,,,,0,,,5,576741.777,4390270.318,,
WHIS20240,40,Juos,L,14,,3,,,,,0,,,5,576743.777,4390270.318,,
WHIS20240,41,Pimo,L,22,,5,2,,,,0,,,10,576743.777,4390266.318,,
WHIS20240,42,Pimo,L,16,,4,0,,,,0,,,5,576743.777,4390268.318,,
WHIS20240,43,Pimo,L,22,,4,0,,RWB,,0,Branches,Previous,25,576742.777,4390264.318,,
WHIS20240,44,Pimo,L,18,,4,0,,,,0,,,5,576738.777,4390262.318,,
WHIS20240,45,Pimo,L,30,,5,0,IPS,RWB,,0,Branches,Previous,10,576741.777,4390258.318,,
WHIS20240,46,Pimo,L,22,,4,0,,RWB,,0,Branches,Previous,5,576742.777,4390256.318,,
WHIS20240,47,Pimo,L,22,,4,0,,RWB,,0,Branches,Previous,25,576746.777,4390257.318,,
WHIS20240,48,Pimo,L,12,,3,0,,,,0,,,5,576746.777,4390260.318,,
WHIS20240,49,Pimo,L,16,,5,0,,,,0,,,5,576748.777,4390262.318,,
WHIS20240,50,Pimo,L,22,,4,0,,RWB,,0,,,5,576747.777,4390266.318,,
WHIS20240,51,Juos,L,10,,2,,,,,0,,,5,576751.777,4390258.318,,
WHIS20240,52,Juos,L,14,,2,,,,,0,,,5,576750.777,4390263.318,,
WHIS20240,53,Pimo,L,16,,3,0,,,,0,,,5,576751.777,4390263.318,,
WHIS20240,54,Pimo,L,16,,3,0,,,,0,,,5,576748.777,4390267.318,,
WHIS20240,55,Pimo,L,22,,4,0,,,,0,,,10,576753.777,4390268.318,,
WHIS20240,56,Pimo,L,16,,4,0,,RWB,,0,Branches,Previous,10,576756.777,4390266.318,,
WHIS20240,57,Pimo,L,24,,5,1,,RWB,,0,Branches,Previous,10,576755.777,4390266.318,,
WHIS20240,58,Pimo,L,14,,2,0,,,,0,,,5,576758.777,4390270.318,,
WHIS20240,59,Juos,L,10,,1,,,,,0,,,0,576755.777,4390269.318,,
WHIS20360,1,Juos,L,35,,4,,,,,0,,,10,576795.51,4390363.776,,
WHIS20360,2,Juos,L,22,,4,,,,,0,,,5,576800.51,4390363.776,,
WHIS20360,3,Pimo,L,16,,4,0,,,,0,,,5,576800.51,4390367.776,,
WHIS20360,4,Pimo,L,16,,5,0,,,,0,,,30,576795.51,4390365.776,,
WHIS20360,5,Pimo,L,30,,6,1,,RWB,,0,Branches,Previous,10,576801.51,4390371.776,,Cankers on branches
WHIS20360,6,Juos,L,10,,3,,,,,0,,,0,576795.51,4390369.776,,
WHIS20360,7,Juos,L,26,,4,,,,,0,,,0,576793.51,4390373.776,,
WHIS20360,8,Juos,L,30,,4,,,,,0,,,5,576796.51,4390375.776,,
WHIS20360,9,Pimo,L,14,,5,0,,,,0,,,10,576798.51,4390376.776,,
WHIS20360,10,Pimo,L,24,,5,0,,RWB,,0,Branches,Previous,5,576789.51,4390372.776,,
WHIS20360,11,Juos,L,20,,4,,,,,0,,,5,576789.51,4390368.776,,
WHIS20360,12,Pimo,L,16,,4,0,,,,0,,,5,576786.51,4390370.776,,Scars on bole
WHIS20360,13,Pimo,L,20,,5,0,,,,0,,,15,576785.51,4390372.776,,
WHIS20360,14,Pimo,L,18,,5,0,,,,0,,,0,576786.51,4390376.776,,
WHIS20360,15,Pimo,L,25,,5,0,IPS,RWB,,0,Branches,Previous,20,576783.51,4390369.776,,
WHIS20360,16,Pimo,L,18,,5,0,,RWB,,0,Branches,Previous,25,576783.51,4390370.776,,Cankers branches
WHIS20360,17,Juos,L,22,,4,,,,,0,,,5,576787.51,4390369.776,,
WHIS20360,18,Juos,L,30,,4,,,,,0,,,5,576788.51,4390368.776,,
WHIS20360,19,Juos,L,18,,3,,,,,0,,,5,576787.51,4390366.776,,
WHIS20360,20,Juos,L,12,,2,,,,,0,,,5,576788.51,4390366.776,,
WHIS20360,21,Pimo,L,26,,5,2,,,,0,,,0,576775.51,4390359.776,,
WHIS20360,22,Pimo,L,30,,5,0,IPS,RWB,,0,Branches,Previous,5,576779.51,4390361.776,,
WHIS20360,23,Pimo,L,20,,5,0,,RWB,,0,Branches,Previous,55,576782.51,4390360.776,,Scars on bole and branches
WHIS20360,24,Juos,L,28,,4,,,,,0,,,20,576781.51,4390357.776,,
WHIS20360,25,Juos,L,16,,3,,,,,0,,,5,576784.51,4390357.776,,
WHIS20360,26,Juos,L,10,,2,,,,,0,,,0,576787.51,4390362.776,,
WHIS20360,27,Pimo,L,26,,4,0,IPS,RWB,,0,Branches,Previous,5,576789.51,4390362.776,,
WHIS20360,28,Pimo,L,28,,4,0,IPS,RWB,,0,Branches,Previous,15,576784.51,4390354.776,,
WHIS20360,29,Juos,L,18,,3,,,,,0,,,0,576789.51,4390358.776,,
WHIS20360,30,Juos,L,16,,3,,,,,0,,,10,576789.51,4390354.776,,
WHIS20360,31,Juos,L,30,,3,,,,,0,,,5,576789.51,4390350.776,,
WHIS20360,32,Pimo,L,22,,4,0,,RWB,,0,Branches,Previous,15,576784.51,4390352.776,,
WHIS20360,33,Pimo,L,10,,2,0,,,,0,,,15,576783.51,4390352.776,,
WHIS20360,34,Pimo,L,16,,3,0,,,,0,,,10,576791.51,4390349.776,,
WHIS20360,35,Pimo,L,18,,3,0,,,,0,,,15,576793.51,4390355.776,,
WHIS20360,36,Pimo,L,10,,2,0,,RWB,,0,Both,Previous,50,576794.51,4390355.776,,
WHIS20360,37,Pimo,L,16,,4,0,,,,0,,,5,576795.51,4390349.776,,
WHIS20360,38,Pimo,L,12,,4,0,,,,0,,,10,576794.51,4390350.776,,
WHIS20360,39,Juos,L,16,,4,,,,,0,,,10,576796.51,4390352.776,,
WHIS20360,40,Pimo,L,10,,3,0,,,,0,,,10,576791.51,4390360.776,,
WHIS20360,41,Pimo,L,22,,3,0,,RWB,,0,Branches,Previous,20,576794.51,4390361.776,,
WHIS20360,42,Pimo,L,18,,4,0,,RWB,,0,Branches,Previous,5,576797.51,4390360.776,,
WHIS20360,43,Juos,L,16,,3,,,,,0,,,5,576797.51,4390357.776,,
WHIS20360,44,Pimo,L,14,,4,0,,RWB,,0,Branches,Previous,5,576799.51,4390359.776,,
WHIS20360,45,Juos,L,10,,2,,,,,0,,,0,576801.51,4390360.776,,
WHIS20360,46,Pimo,L,25,,5,0,,RWB,,0,Branches,Previous,30,576803.51,4390357.776,,
WHIS20360,47,Juos,L,25,,3,,,,,0,,,5,576803.51,4390359.776,,
WHIS20360,48,Juos,L,10,,2,,,,,0,,,0,576802.51,4390356.776,,
WHIS20360,49,Pimo,L,10,,2,0,,,,0,,,0,576804.51,4390362.776,,
WHIS25,1,Pimo,D,20,1,4,,IPS,RWB,,,Both,Previous,100,574124.08,4389983.76,,
WHIS25,2,Pimo,D,8,1,1,,,,,,Branches,Previous,100,574122.08,4389985.76,,
WHIS25,3,Juos,L,34,,4,,,,,0,,,5,574121.08,4389984.76,,
WHIS25,4,Pimo,L,24,,5,1,,RWB,,0,Branches,Previous,10,574121.08,4389988.76,,
WHIS25,5,Juos,L,22,,3,,,,,0,,,5,574122.08,4389989.76,,
WHIS25,6,Pimo,L,26,,5,0,,RWB,,0,Branches,Previous,25,574122.08,4389990.76,,
WHIS25,7,Pimo,L,20,,5,0,,RWB,,0,Branches,Previous,20,574118.08,4389990.76,,
WHIS25,8,Pimo,L,42,,5,0,,RWB,,0,Branches,Previous,15,574118.08,4389991.76,1,
WHIS25,9,Pimo,L,24,,5,0,,RWB,,0,Branches,Previous,10,574118.08,4389994.76,,
WHIS25,10,Juos,L,20,,2,,,,,0,,,5,574117.08,4389995.76,,
WHIS25,11,Pimo,L,30,,5,1,,RWB,,0,Branches,Previous,10,574123.08,4389991.76,,
WHIS25,12,Pimo,L,12,,3,0,,,,0,,,30,574124.08,4389990.76,,
WHIS25,13,Juos,L,18,,3,,,,,0,,,5,574124.08,4389989.76,,
WHIS25,14,Juos,L,28,,4,,,,,0,,,10,574126.08,4389992.76,,
WHIS25,15,Pimo,L,28,,5,0,,RWB,,0,Branches,Previous,5,574127.08,4389991.76,,
WHIS25,16,Pimo,L,16,,5,0,,RWB,,0,Branches,Previous,10,574128.08,4389990.76,,
WHIS25,17,Pimo,L,6,,1,0,,,,0,,,0,574128.08,4389987.76,,
WHIS25,18,Juos,L,34,,5,,,,,0,,,5,574128.08,4389986.76,,
WHIS25,19,Pimo,L,22,,5,0,,RWB,,0,Branches,Previous,10,574129.08,4389987.76,,
WHIS25,20,Juos,L,26,,4,,,,,0,,,5,574130.08,4389988.76,,
WHIS25,21,Pimo,L,32,,4,0,,RWB,,0,Branches,Previous,5,574130.08,4389990.76,,
WHIS25,22,Pimo,L,40,,5,0,IPS,RWB,,0,Branches,Previous,15,574130.08,4389986.76,,
WHIS25,23,Pimo,L,28,,5,0,IPS,,,0,Branches,Previous,5,574132.08,4389982.76,,
WHIS25,24,Pimo,L,26,,5,0,,RWB,,0,Branches,Previous,5,574139.08,4389982.76,,
WHIS25,25,Juos,L,16,,4,,,,,0,,,0,574139.08,4389982.76,,
WHIS25,26,Juos,L,16,,3,,,,,0,,,5,574139.08,4389981.76,,
WHIS25,27,Pimo,L,24,,4,0,,RWB,,0,Branches,Previous,20,574141.08,4389981.76,,Scars on bole
WHIS25,28,Pimo,L,18,,4,0,,,,0,,,10,574139.08,4389977.76,,
WHIS25,29,Juos,L,44,,3,,,,,0,,,70,574138.08,4389976.76,,Cankers on branches
WHIS25,30,Pimo,L,38,,5,1,IPS,RWB,,0,Branches,Previous,10,574137.08,4389976.76,,
WHIS25,31,Juos,L,34,,4,,,,,0,,,5,574131.08,4389980.76,,
WHIS25,32,Juos,L,40,,4,,,,,0,,,30,574129.08,4389981.76,,
WHIS25,33,Pimo,L,16,,4,0,,RWB,,0,Branches,Previous,5,574129.08,4389976.76,,
WHIS25,34,Pimo,L,40,,5,0,,RWB,,0,Branches,Previous,15,574130.08,4389975.76,2,
WHIS25,35,Juos,L,12,,3,,,,,0,,,0,574131.08,4389973.76,,
WHIS25,36,Juos,L,16,,2,,,,,0,,,0,574135.08,4389973.76,,
WHIS25,37,Pimo,L,26,,4,0,,RWB,,0,Branches,Previous,5,574135.08,4389971.76,,
WHIS25,38,Pimo,L,15,,3,0,,,,0,,,5,574129.08,4389970.76,,
WHIS25,39,Pimo,L,34,,4,0,,RWB,,0,Branches,Previous,10,574130.08,4389970.76,3,
WHIS25,40,Pimo,L,22,,3,0,,,,0,,,5,574126.08,4389965.76,,
WHIS25,41,Pimo,L,18,,4,0,,RWB,,0,Branches,Previous,10,574121.08,4389967.76,,
WHIS25,42,Pimo,L,26,,4,0,,RWB,,0,Branches,Previous,5,574124.08,4389971.76,,
WHIS25,43,Pimo,L,22,,4,0,,,,0,,,5,574122.08,4389971.76,,
WHIS25,44,Juos,L,38,,4,,,,,0,,,5,574119.08,4389972.76,,
WHIS25,45,Pimo,L,22,,5,0,,RWB,,0,Branches,Previous,15,574120.08,4389973.76,,
WHIS25,46,Pimo,L,32,,5,0,,,,0,,,5,574115.08,4389976.76,,
WHIS25,47,Juos,L,54,,4,,,,,0,,,5,574110.08,4389977.76,,
WHIS25,48,Pimo,L,1,,3,0,,,,0,,,5,574110.08,4389980.76,,
WHIS25,49,Juos,L,52,,3,,,,,0,,,15,574112.08,4389981.76,,
WHIS25,50,Juos,L,40,,4,,,,,0,,,5,574112.08,4389987.76,,
WHIS25,51,Juos,L,28,,3,,,,,0,,,0,574120.08,4389980.76,,
WHIS25,52,Juos,L,24,,4,,,,,0,,,35,574123.08,4389980.76,,
WHIS25,53,Pimo,L,24,,4,1,,RWB,,0,Branches,Previous,10,574123.08,4389980.76,,
WHIS25120,1,Pimo,D,28,1,4,,,RWB,,0,Both,Previous,100,574148.53,4389949.32,,Cankers on branches
WHIS25120,2,Pimo,L,22,,4,0,,,,0,,,5,574148.53,4389944.32,,
WHIS25120,3,Juos,L,6,,1,,,,,0,,,0,574144.53,4389944.32,,
WHIS25120,4,Pimo,L,6,,1,0,,,,0,,,0,574144.53,4389943.32,,
WHIS25120,5,Pimo,L,10,,1,0,,,,0,,,0,574145.53,4389943.32,,
WHIS25120,6,Juos,L,22,,3,,,,,0,,,5,574141.53,4389947.32,,
WHIS25120,7,Pimo,L,24,,5,0,,RWB,,0,Branches,Previous,30,574141.53,4389945.32,,
WHIS25120,8,Pimo,L,18,,5,0,,RWB,,0,Branches,Previous,25,574141.53,4389945.32,,
WHIS25120,9,Pimo,L,18,,4,0,,RWB,,0,Branches,Previous,10,574137.53,4389946.32,,
WHIS25120,10,Pimo,L,6,,1,0,,,,0,,,65,574135.53,4389942.32,,
WHIS25120,11,Pimo,L,22,,5,0,,RWB,,0,Branches,Previous,10,574137.53,4389941.32,,
WHIS25120,12,Pimo,L,24,,5,0,,RWB,,0,Both,Previous,15,574138.53,4389944.32,,
WHIS25120,13,Pimo,L,24,,5,0,,,,0,,,5,574139.53,4389943.32,,
WHIS25120,14,Juos,L,12,,2,,,,,0,,,0,574141.53,4389942.32,,
WHIS25120,15,Pimo,L,24,,4,0,,RWB,,0,Branches,Previous,5,574143.53,4389941.32,,
WHIS25120,16,Pimo,L,24,,5,0,,RWB,,0,Branches,Previous,5,574145.53,4389942.32,,
WHIS25120,17,Pimo,L,14,,3,0,,,,0,,,5,574145.53,4389940.32,,
WHIS25120,18,Pimo,L,14,,4,0,,,,0,,,10,574146.53,4389942.32,,
WHIS25120,19,Pimo,L,12,,3,0,,,,0,,,5,574146.53,4389938.32,,
WHIS25120,20,Juos,L,54,,4,,,,,0,,,5,574145.53,4389937.32,,
WHIS25120,21,Pimo,L,32,,5,0,,RWB,,0,Branches,Previous,10,574146.53,4389940.32,,
WHIS25120,22,Juos,L,6,,1,,,,,0,,,0,574149.53,4389941.32,,
WHIS25120,23,Juos,L,10,,2,,,,,0,,,0,574147.53,4389941.32,,
WHIS25120,24,Pimo,L,12,,3,0,,,,0,,,5,574150.53,4389942.32,,
WHIS25120,25,Pimo,L,6,,1,0,,,,0,,,0,574150.53,4389935.32,,
WHIS25120,26,Pimo,L,6,,1,0,,,,0,,,0,574150.53,4389934.32,,
WHIS25120,27,Juos,L,24,,3,,,,,0,,,5,574152.53,4389934.32,,
WHIS25120,28,Juos,L,10,,1,,,,,0,,,0,574152.53,4389936.32,,
WHIS25120,29,Pimo,L,16,,4,0,,,,0,,,5,574153.53,4389939.32,,
WHIS25120,30,Pimo,L,14,,4,0,,,,0,,,5,574154.53,4389939.32,,
WHIS25120,31,Juos,L,12,,4,,,,,0,,,5,574155.53,4389939.32,,
WHIS25120,32,Juos,L,12,,3,,,,,0,,,5,574155.53,4389939.32,,
WHIS25120,33,Pimo,L,28,,6,0,,,,0,,,5,574157.53,4389941.32,,
WHIS25120,34,Pimo,L,24,,5,0,,RWB,,0,Branches,Previous,5,574161.53,4389943.32,,
WHIS25120,35,Juos,L,22,,4,,,,,0,,,5,574161.53,4389945.32,,
WHIS25120,36,Pimo,L,6,,1,0,,,,0,,,0,574163.53,4389948.32,,
WHIS25120,37,Pimo,L,11,,2,,IPS,RWB,,,Both,Previous,100,574164.53,4389946.32,,
WHIS25120,38,Juos,L,24,,3,,,,,0,,,0,574165.53,4389945.32,,
WHIS25120,39,Juos,L,24,,2,,,,,0,,,40,574166.53,4389945.32,,
WHIS25120,40,Pimo,L,8,,3,0,,,,0,,,5,574166.53,4389945.32,,
WHIS25120,41,Pimo,L,30,,6,0,,RWB,,0,Branches,Previous,10,574167.53,4389946.32,,
WHIS25120,42,Juos,L,54,,4,,,,,0,,,10,574158.53,4389947.32,,
WHIS25120,43,Pimo,D,10,1,2,,,RWB,,,Both,Previous,100,574155.53,4389945.32,,
