Number,Plot,Unique_tree,Date,Observers,Spp,Live,Code,X.Stems,Diameters,DecayClass,Height,Cones.Brown,Cones.Green,MortalityCause1,MortalityCause2,MortalityCause3,MortalityCause4,MortalityCause5,DMR,PerDeadCrown,Easting,Northing,Age,Cored,Comments,Diameters2,Diameters3,Diameters4,Diameters5,Diameters6,Diameters7,Diameters8,Diameters9,Diameters10,Diameters102,BA_cm,BA_m2_per_ha
19,SS256240,SS25624019,8/16/2014,"PW,MR,TD,SF,AU",PIMO,Y,,1,6.7,NA,2,0,0,PNS,NA,NA,NA,NA,0,0,NA,NA,1,,,6.7,,NA,NA,NA,NA,NA,NA,NA,NA,35.23865,0.03523865
64,SS32120,SS3212064,8/13/2014,"PW, SF, AU",PIMO,Y,I,1,6.7,NA,1.74,0,0,PNS,NA,NA,NA,NA,0,NA,NA,NA,1,,Tree 63 does not exist -- it was a branch of another tree,6.7,,NA,NA,NA,NA,NA,NA,NA,NA,35.23865,0.03523865
59,SS32240,SS3224059,8/13/2014,"PW, SF, AU",PIMO,Y,I,1,6.7,NA,1.42,0,0,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,6.7,,NA,NA,NA,NA,NA,NA,NA,NA,35.23865,0.03523865
64,TOI1596240,TOI159624064,7/29/2015,"JV,EK",PIMO,Y,M,1,6.7,NA,1.89,0,0,NA,NA,NA,NA,NA,3,5,NA,NA,1,,,6.7,,NA,NA,NA,NA,NA,NA,NA,NA,35.23865,0.03523865
49,TOI533360,TOI53336049,7/9/2015,"PW,EK",PIMO,Y,I,1,6.7,NA,2.34,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,6.7,,NA,NA,NA,NA,NA,NA,NA,NA,35.23865,0.03523865
93,WHIS25120,WHIS2512093,7/20/2015,"EK,JV,SF",PIMO,Y,P,1,6.7,NA,1.83,0,0,PSF,NA,NA,NA,NA,0,25,NA,NA,1,,,6.7,,NA,NA,NA,NA,NA,NA,NA,NA,35.23865,0.03523865
82,WHIS25240,WHIS2524082,7/19/2015,"SF, EK",JUOS,Y,M,2,"4.5,5",NA,1.72,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,35.52125,0.03552125
48,NP342,NP34248,7/21/2015,"JV,EK",JUOS,Y,M,2,"4.2,5.3",NA,1.48,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,4.2,5.3,NA,NA,NA,NA,NA,NA,NA,NA,35.89805,0.03589805
72,DES1014120,DES101412072,5/27/2015,"PW,SF,JV,EK",PIMO,Y,I,1,6.8,NA,2.33,,,PNS,NA,NA,NA,NA,1,30,NA,NA,1,,canker ,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
66,DES1014240,DES101424066,5/26/2015,"JV,PW",PIMO,Y,I,1,6.8,NA,2.4,0,0,PTB,NA,NA,NA,NA,3,5,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
43,DES1014360,DES101436043,5/26/2015,"SF,JV",PIMO,Y,I,1,6.8,NA,3.24,0,0,PMB,NA,NA,NA,NA,0,90,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
13,DES105360,DES10536013,9/19/2014,"SF, PW",PIMO,Y,,1,6.8,NA,3.23,0,0,RTB,NA,NA,NA,NA,0,30,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
31,DES105360,DES10536031,9/19/2014,"SF, PW",PIMO,Y,,1,6.8,NA,1.12,0,0,IPS,NA,NA,NA,NA,0,50,NA,NA,1,,main stem dead,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
16,SPR1575,SPR157516,8/11/2015,"JV, EK, SF",PIMO,Y,,1,12.4,NA,3.3,0,0,IPS,PTB,PNS,NA,NA,0,15,NA,NA,1,,,12.4,,NA,NA,NA,NA,NA,NA,NA,NA,120.7016,0.1207016
9,FC791120,FC7911209,6/4/2015,"SF, JV ",JUOS,Y,,NA,6.8,NA,1.1,,,NA,NA,NA,NA,NA,NA,15,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
58,FC791360,FC79136058,6/4/2015,"JV, EK ",PIMO,Y,I,NA,6.8,NA,1.58,0,0,PNS,NA,NA,NA,NA,0,15,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
40,NP342,NP34240,7/21/2015,"JV,EK",PIMO,Y,M,1,6.8,NA,1.49,0,0,PSF,PTB,IPS,NA,NA,0,20,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
19,NP342240,NP34224019,7/22/2015,"SF,JV,EK",PIMO,Y,I,1,6.8,NA,1.4,0,0,PSF,NA,NA,NA,NA,0,0,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
62,NP342360,NP34236062,7/21/2015,"JV,EK",PIMO,N,I,1,6.8,NA,1.42,NA,NA,IPS,PTB,NA,NA,NA,0,100,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
64,NPELECTRICEEL,NPELECTRICEEL64,8/5/2015,"SF,EK",PIMO,Y,,1,6.8,NA,1.81,0,0,PMB,PTB,PBR,NA,NA,0,30,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
6,NPELECTRICEEL120,NPELECTRICEEL1206,8/9/2015,"SF, JV",PIMO,Y,,1,6.8,NA,2.87,0,0,PTB,IPS,RTB,NA,NA,0,35,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
21,NPELECTRICEEL120,NPELECTRICEEL12021,8/9/2015,"SF, JV",PIMO,Y,,1,6.8,NA,3.7,0,0,PBR,PTB,NA,NA,NA,0,55,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
66,NPELECTRICEEL120,NPELECTRICEEL12066,8/9/2015,"SF, JV",PIMO,Y,,1,6.8,NA,1.81,0,0,PSF,PTB,NA,NA,NA,0,45,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
1,NPELECTRICEEL240,NPELECTRICEEL2401,8/5/2015,"JV, SF, EK",PIMO,Y,,1,6.8,NA,1.94,0,0,PBR,PTB,NA,NA,NA,0,40,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
14,NPELECTRICEEL360,NPELECTRICEEL36014,8/5/2015,"JV,EK,SF",PIMO,Y,,1,6.8,NA,2.98,0,0,PSF,PTB,NA,NA,NA,0,5,NA,NA,1,,aphids,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
53,NPELECTRICEEL360,NPELECTRICEEL36053,8/5/2015,"JV,EK,SF",PIMO,Y,,1,6.8,NA,2.27,0,0,PTB,PSF,NA,NA,NA,0,5,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
2,ROB938,ROB9382,6/29/2015,"SF, EK, JV ",JUOS,Y,,NA,6.8,NA,1.62,,,NA,NA,NA,NA,NA,NA,0,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
121,ROB938120,ROB938120121,6/30/2015,"SF, EK, JV ",JUOS,Y,M,1,6.8,NA,1.92,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
155,ROB938240,ROB938240155,7/15/2015,"SF, JV, EK",PIMO,Y,P,1,6.8,NA,2.75,0,0,PTB,NA,NA,NA,NA,0,60,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
162,ROB938240,ROB938240162,7/15/2015,"SF, JV, EK",PIMO,Y,I,1,6.8,NA,1.46,0,0,PBR,PTB,PSF,NA,NA,0,10,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
186,ROB938240,ROB938240186,7/15/2015,"SF, JV, EK",JUOS,Y,I,1,6.8,NA,2.28,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
34,SPR1575360,SPR157536034,8/10/2015,"JV,SF,EK",PIMO,Y,M,1,6.8,NA,1.81,0,0,PTB,PBR,PNS,NA,NA,2,5,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
40,SPR1575360,SPR157536040,8/10/2015,"JV,SF,EK",PIMO,Y,P,1,6.8,NA,2.52,0,0,RTB,PSF,NA,NA,NA,2,20,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
26,SPR1620120,SPR162012026,3/21/2015,"SF,PW",PIMO,Y,,1,6.8,NA,1.32,0,0,PTB,PSF,NA,NA,NA,0,50,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
7,SS256240,SS2562407,8/16/2014,"PW,MR,TD,SF,AU",JUOS,Y,,1,6.8,NA,2.5,0,0,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
47,SS452240,SS45224047,9/12/2015,"PW,SF",PIMO,Y,,1,6.8,NA,1.23,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
55,TOI533,TOI53355,7/10/2015,"PW,SF,EK",JUOS,Y,I,1,6.8,NA,1.49,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
105,WHIS25120,WHIS25120105,7/20/2015,"EK,JV,SF",PIMO,Y,M,1,6.8,NA,1.98,0,0,RTB,PNS,NA,NA,NA,0,20,NA,NA,1,,,6.8,,NA,NA,NA,NA,NA,NA,NA,NA,36.2984,0.0362984
33,WHIS25360,WHIS2536033,7/20/2015,"SF,JV,EK",JUOS,Y,,3,"4.7,3.2,3.8",NA,1.54,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,1,,,4.7,3.2,3.8,NA,NA,NA,NA,NA,NA,NA,36.71445,0.03671445
89,DES1014,DES101489,5/25/2015,"SF,JV",PIMO,Y,I,1,6.9,NA,1.59,0,0,NA,NA,NA,NA,NA,0,15,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
69,DES1014120,DES101412069,5/27/2015,"PW,SF,JV,EK",PIMO,Y,I,1,6.9,NA,1.86,,,PNS,NA,NA,NA,NA,0,5,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
33,DIA333360,DIA33336033,6/27/2015,"EK, SF ",PIMO,Y,M,NA,12.5,NA,3.52,0,0,PNS,PTB,NA,NA,NA,0,15,NA,NA,1,,,12.5,,NA,NA,NA,NA,NA,NA,NA,NA,122.65625,0.12265625
54,NP342120,NP34212054,7/21/2015,"JV,SF,EK",PIMO,Y,M,1,6.9,NA,1.8,0,0,PTB,PSF,NA,NA,NA,0,15,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
73,NPELECTRICEEL120,NPELECTRICEEL12073,8/9/2015,"SF, JV",JUOS,Y,,1,6.9,NA,2.99,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
86,NPELECTRICEEL120,NPELECTRICEEL12086,8/9/2015,"SF, JV",PIMO,Y,,1,6.9,NA,3.42,0,0,PTB,PBR,PSF,NA,NA,0,75,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
55,NPELECTRICEEL360,NPELECTRICEEL36055,8/5/2015,"JV,EK,SF",PIMO,Y,,1,6.9,NA,2.24,0,0,PTB,PMB,PSF,NA,NA,0,10,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
58,RAV339240,RAV33924058,5/21/2015,"SF,JV,EK",PIMO,N,,1,6.9,1,3.05,NA,NA,PTB,NA,NA,NA,NA,0,100,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
163,ROB938240,ROB938240163,7/15/2015,"SF, JV, EK",CELE,N,M,1,6.9,2,1.77,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
69,SHO424120,SHO42412069,8/3/2015,"EK,JV,SF",PIMO,Y,M,1,6.9,NA,3.92,0,0,PNS,PTB,RTB,NA,NA,0,70,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
48,SHO424360,SHO42436048,8/3/2015,"EK,JV,SF",PIMO,Y,,1,6.9,NA,1.47,0,0,PTB,NA,NA,NA,NA,0,5,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
53,DIA333240,DIA33324053,6/28/2015,"JV, EK",PIMO,Y,,NA,12.7,NA,3.5,,,PNS,PSF,NA,NA,NA,0,15,NA,NA,1,,,12.7,,NA,NA,NA,NA,NA,NA,NA,NA,126.61265,0.12661265
57,SPR1575120,SPR157512057,8/10/2015,"SF,EK",PIMO,Y,P,1,6.9,NA,3.15,0,0,PNS,PTB,PSF,NA,NA,0,15,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
39,SPR1620,SPR162039,7/16/2014,"PW, AU, TD",PIMO,Y,,1,6.9,NA,1.44,0,0,PTB,NA,NA,NA,NA,0,50,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
65,SPR1620360,SPR162036065,7/18/2014,"PW,TD,AU",PIMO,Y,,1,6.9,NA,1.73,0,0,RTB,NA,NA,NA,NA,0,60,NA,NA,1,,dead top,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
44,SS32120,SS3212044,8/13/2014,"PW, SF, AU",PIMO,N,,1,6.9,1,1.48,0,0,NA,NA,NA,NA,NA,1,100,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
53,TOI1577,TOI157753,10/2/2015,"PW,SF",PIMO,Y,I,1,6.9,NA,1.72,0,0,PSF,PNS,NA,NA,NA,0,10,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
14,WHIS64,WHIS6414,7/17/2015,"EK, JV",PIMO,Y,I,1,6.9,NA,1.22,0,0,PSF,NA,NA,NA,NA,0,0,NA,NA,1,,,6.9,,NA,NA,NA,NA,NA,NA,NA,NA,37.37385,0.03737385
22,DIA333,DIA33322,6/27/2015,"EK, JV",PIMO,Y,,NA,13.4,NA,2.44,,,PSF,NA,NA,NA,NA,0,15,NA,NA,1,,,13.4,,NA,NA,NA,NA,NA,NA,NA,NA,140.9546,0.1409546
32,NP342,NP34232,7/21/2015,"JV,EK",PIMO,Y,M,1,7,NA,1.56,0,0,PNS,NA,NA,NA,NA,0,10,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
74,NPELECTRICEEL,NPELECTRICEEL74,8/5/2015,"SF,EK",JUOS,Y,,1,7,NA,2.43,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
83,NPELECTRICEEL120,NPELECTRICEEL12083,8/9/2015,"SF, JV",JUOS,Y,,1,7,NA,3.68,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
10,DIA333240,DIA33324010,6/28/2015,"JV, EK",PIMO,Y,,NA,13.7,NA,2.94,,,PSF,NA,NA,NA,NA,0,15,NA,NA,1,,,13.7,,NA,NA,NA,NA,NA,NA,NA,NA,147.33665,0.14733665
33,RAV358360,RAV35836033,7/9/2015,"JV, EK",PIMO,N,,1,7,1,1.29,NA,NA,RTB,NA,NA,NA,NA,0,100,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
115,ROB938120,ROB938120115,6/30/2015,"SF, EK, JV ",JUOS,Y,M,1,7,NA,1.66,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
126,ROB938120,ROB938120126,6/30/2015,"SF, EK, JV ",PIMO,Y,M,1,7,NA,2.62,0,0,RTB,NA,NA,NA,NA,0,20,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
28,SHO446,SHO44628,6/14/2015,"SF, EK ",PIMO,Y,I,NA,7,NA,1.11,,,PSF,NA,NA,NA,NA,0,5,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
28,SPR1620,SPR162028,7/16/2014,"PW, AU, TD",PIMO,Y,,1,7,NA,1.53,0,0,PTM,PSF,PTB,NA,NA,0,60,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
24,SPR1620360,SPR162036024,7/18/2014,"PW,TD,AU",PIMO,Y,,1,7,NA,2.16,0,0,IPS,PTM,NA,NA,NA,0,90,NA,NA,1,,dead top,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
28,SS256,SS25628,8/15/2014,"PW,AU,SF",PIMO,Y,,1,7,NA,1.37,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
54,SS256120,SS25612054,8/16/2014,"PJW,MDR",JUOS,Y,,1,7,NA,1.54,0,0,NA,NA,NA,NA,NA,0,50,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
66,SS32120,SS3212066,8/13/2014,"PW, SF, AU",PIMO,Y,I,1,7,NA,1.79,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
25,WHIS25120,WHIS2512025,7/20/2015,"EK,JV,SF",PIMO,Y,,1,7,NA,1.6,0,0,PSF,PTB,NA,NA,NA,0,20,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
36,WHIS25120,WHIS2512036,7/20/2015,"EK,JV,SF",PIMO,Y,,1,7,NA,1.79,0,0,PTB,PNS,NA,NA,NA,0,10,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
88,WHIS25240,WHIS2524088,7/19/2015,"SF, EK",PIMO,Y,I,1,7,NA,1.33,0,0,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
78,WHIS25360,WHIS2536078,7/20/2015,"SF,JV,EK",JUOS,Y,M,1,7,NA,3.08,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
8,WHIS64,WHIS648,7/17/2015,"EK, JV",PIMO,Y,,1,7,NA,1.75,0,0,PSF,NA,NA,NA,NA,0,0,NA,NA,1,,,7,,NA,NA,NA,NA,NA,NA,NA,NA,38.465,0.038465
21,SHO446120,SHO44612021,6/16/2015,"SF, EK ",PIMO,Y,I,NA,7.01,NA,1.58,0,0,PBR,NA,NA,NA,NA,1,0,NA,NA,1,,,7.01,,NA,NA,NA,NA,NA,NA,NA,NA,38.5749785,0.038574979
24,SHO446120,SHO44612024,6/16/2015,"SF, EK ",PIMO,Y,I,NA,7.07,NA,1.32,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,1,,,7.07,,NA,NA,NA,NA,NA,NA,NA,NA,39.2381465,0.039238147
48,RAV339240,RAV33924048,5/21/2015,"SF,JV,EK",JUOS,Y,,2,"5.1,4.9",NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,5.1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,39.2657,0.0392657
67,DES1014240,DES101424067,5/26/2015,"JV,PW",PIMO,Y,I,1,7.1,NA,1.37,0,0,NA,NA,NA,NA,NA,2,5,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
39,DES105,DES10539,8/13/2015,"JV,SF,EK",PIMO,Y,,1,7.1,NA,1.93,0,0,PSF,NA,NA,NA,NA,4,40,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
4,NP342,NP3424,7/21/2015,"JV,EK",PIMO,N,,1,7.1,1,1.99,NA,NA,PTB,NA,NA,NA,NA,0,100,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
24,NPELECTRICEEL,NPELECTRICEEL24,8/5/2015,"SF,EK",PIMO,Y,,1,7.1,NA,3.23,0,0,PSF,NA,NA,NA,NA,0,10,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
52,NPELECTRICEEL240,NPELECTRICEEL24052,8/5/2015,"JV, SF, EK",PIMO,Y,,1,7.1,NA,2,0,0,PNS,PSF,NA,NA,NA,0,35,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
64,NPELECTRICEEL360,NPELECTRICEEL36064,8/5/2015,"JV,EK,SF",PIMO,Y,,1,7.1,NA,1.95,0,0,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
105,RAV339120,RAV339120105,6/23/2015,"EK, JV ",JUOS,Y,I,NA,7.1,NA,1.87,,,NA,NA,NA,NA,NA,NA,20,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
58,RAV358360,RAV35836058,7/9/2015,"JV, EK",PIMO,N,,1,7.1,1,1.45,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
169,ROB938240,ROB938240169,7/15/2015,"SF, JV, EK",JUOS,Y,P,1,7.1,NA,2.55,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
172,ROB938240,ROB938240172,7/15/2015,"SF, JV, EK",CELE,N,M,1,7.1,2,1.23,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
70,SPR1575120,SPR157512070,8/10/2015,"SF,EK",JUOS,Y,P,1,7.1,NA,1.35,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
72,SPR1620,SPR162072,7/16/2014,"PW, AU, TD",JUOS,Y,I,1,7.1,NA,1.44,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,under PIMO,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
91,SPR1620360,SPR162036091,7/18/2014,"PW,TD,AU",JUOS,Y,,1,7.1,NA,2.56,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
14,SS32,SS3214,8/12/2014,"PW, SF, AU",PIMO,Y,,1,7.1,NA,1.63,0,0,PTB,RTB,NA,NA,NA,0,50,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
34,SS32,SS3234,8/12/2014,"PW, SF, AU",PIMO,Y,I,1,7.1,NA,1.84,0,0,PNS,NA,NA,NA,NA,0,5,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
37,SS452,SS45237,8/19/2014,"SF, TD, AU",JUOS,Y,,1,7.1,NA,2.51,0,0,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
7,SS452120,SS4521207,8/19/2014,"SF, TD, AU",JUOS,Y,,1,7.1,NA,1.31,0,0,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
24,SS452120,SS45212024,8/19/2014,"SF, TD, AU",PIMO,Y,,1,7.1,NA,2.96,0,0,PTB,PNS,NA,NA,NA,0,50,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
20,TOI533240,TOI53324020,7/10/2015,SF,JUOS,Y,,1,7.1,NA,3.27,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,7.1,,NA,NA,NA,NA,NA,NA,NA,NA,39.57185,0.03957185
41,SHO424,SHO42441,6/17/2015,"SF, JV ",PIMO,Y,I,2,"4.9, 5.2",NA,1.25,0,0,PTB,NA,NA,NA,NA,0,60,NA,NA,1,,,4.9,5.2,NA,NA,NA,NA,NA,NA,NA,NA,40.07425,0.04007425
74,SHO424360,SHO42436074,8/3/2015,"EK,JV,SF",JUOS,Y,I,3,"4.0,4.8,3.5",NA,1.51,NA,NA,BB,NA,NA,NA,NA,0,10,NA,NA,1,,,4,4.8,3.5,NA,NA,NA,NA,NA,NA,NA,40.26265,0.04026265
77,DES1014120,DES101412077,5/27/2015,"PW,SF,JV,EK",PIMO,Y,I,1,7.2,NA,2.26,,,PNS,PTB,NA,NA,NA,0,10,NA,NA,1,,,7.2,,NA,NA,NA,NA,NA,NA,NA,NA,40.6944,0.0406944
63,DES105360,DES10536063,9/19/2014,"SF, PW",PIMO,Y,I,1,7.2,NA,1.56,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,7.2,,NA,NA,NA,NA,NA,NA,NA,NA,40.6944,0.0406944
43,RAV339120,RAV33912043,6/23/2015,"EK, JV ",JUOS,Y,,NA,7.2,NA,3.5,,,NA,NA,NA,NA,NA,NA,60,NA,NA,1,,,7.2,,NA,NA,NA,NA,NA,NA,NA,NA,40.6944,0.0406944
78,RAV358360,RAV35836078,7/9/2015,"JV, EK",PIMO,Y,I,1,7.2,NA,1.5,0,0,PNS,PSF,PTB,NA,NA,0,70,NA,NA,1,,,7.2,,NA,NA,NA,NA,NA,NA,NA,NA,40.6944,0.0406944
61,ROB938120,ROB93812061,6/30/2015,"SF, EK, JV ",CELE,N,,1,7.2,2,1.31,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,,,7.2,,NA,NA,NA,NA,NA,NA,NA,NA,40.6944,0.0406944
105,ROB938120,ROB938120105,6/30/2015,"SF, EK, JV ",PIMO,Y,M,1,7.2,NA,2.32,0,0,PTB,NA,NA,NA,NA,0,70,NA,NA,1,,,7.2,,NA,NA,NA,NA,NA,NA,NA,NA,40.6944,0.0406944
165,ROB938240,ROB938240165,7/15/2015,"SF, JV, EK",JUOS,Y,P,1,7.2,NA,1.53,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,7.2,,NA,NA,NA,NA,NA,NA,NA,NA,40.6944,0.0406944
