Number,Plot,Unique_tree,Date,Observers,Spp,Live,Code,X.Stems,Diameters,DecayClass,Height,Cones.Brown,Cones.Green,MortalityCause1,MortalityCause2,MortalityCause3,MortalityCause4,MortalityCause5,DMR,PerDeadCrown,Easting,Northing,Age,Cored,Comments,Diameters2,Diameters3,Diameters4,Diameters5,Diameters6,Diameters7,Diameters8,Diameters9,Diameters10,Diameters102,BA_cm,BA_m2_per_ha
106,SPR1620360,SPR1620360106,7/18/2014,"PW,TD,AU",PIMO,Y,,1,20,NA,4.55,0,0,PTM,RTB,NA,NA,NA,0,40,NA,NA,1,,,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
3,SS256,SS2563,8/15/2014,"PW,AU,SF",JUOS,Y,,1,20,NA,5.14,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,1,,,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
68,SS256360,SS25636068,8/15/2014,"PW, SF, AU, MR, SF",JUOS,Y,,1,20,NA,4.45,0,0,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
25,SS32120,SS3212025,8/13/2014,"PW, SF, AU",JUOS,Y,,1,20,NA,4.03,0,0,NA,NA,NA,NA,NA,0,10,NA,NA,1,,cut stem,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
96,TOI1577360,TOI157736096,10/3/2015,"PW,SF",PIMO,Y,,1,20,NA,5.95,0,0,IPS,PMB,NA,NA,NA,4,70,NA,NA,1,,scar on bole,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
67,TOI1596120,TOI159612067,7/30/2015,"SF,JV",PIMO,Y,,1,20,NA,4.27,0,0,IPS,NA,NA,NA,NA,0,100,NA,NA,1,,,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
69,WHIS25240,WHIS2524069,7/19/2015,"SF, EK",PIMO,Y,M,1,20,NA,3.51,0,0,PSF,PTB,NA,NA,NA,0,15,NA,NA,1,,,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
4,WHIS25360,WHIS253604,7/20/2015,"SF,JV,EK",PIMO,Y,,1,20,NA,6.45,3,0,RTB,NA,NA,NA,NA,0,30,NA,NA,1,,,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
12,WHIS64,WHIS6412,7/17/2015,"EK, JV",PIMO,Y,P,1,20,NA,4.2,13,0,PMB,PSF,NA,NA,NA,0,20,NA,NA,1,,,20,,NA,NA,NA,NA,NA,NA,NA,NA,314,0.314
60,ROB938240,ROB93824060,7/15/2015,"SF, JV, EK",JUOS,Y,,2,"17.6,9.5",NA,4.3,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,1,,,17.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,314.00785,0.31400785
126,ROB938,ROB938126,6/29/2015,"SF, EK, JV ",CELE,N,B,NA,,2,2.66,,,NA,NA,NA,NA,NA,NA,100,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,NA,314.15,0.031415
13,DES1014240,DES101424013,5/26/2015,"JV,PW",PIMO,Y,,1,20.1,NA,4.96,0,0,NA,NA,NA,NA,NA,3,75,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
54,RAV339120,RAV33912054,6/23/2015,"EK, JV ",PIMO,Y,,NA,7.6,NA,3.41,,,NA,NA,NA,NA,NA,0,65,NA,NA,1,,,7.6,,NA,NA,NA,NA,NA,NA,NA,NA,45.3416,0.0453416
175,ROB938,ROB938175,6/29/2015,"SF, EK, JV ",PIMO,Y,M,NA,8.4,NA,3.64,0,0,PTB,PNS,PSF,NA,NA,0,65,NA,NA,1,,,8.4,,NA,NA,NA,NA,NA,NA,NA,NA,55.3896,0.0553896
53,FC791360,FC79136053,6/4/2015,"JV, EK ",JUOS,Y,M,NA,20.1,NA,1.34,,,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
66,ROB938360,ROB93836066,7/16/2015,"SF,EK",JUOS,Y,,1,20.1,NA,3.8,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
103,ROB938,ROB938103,6/29/2015,"SF, EK, JV ",PIMO,Y,,NA,21.7,NA,8.82,1,0,PTB,IPS,NA,NA,NA,0,65,NA,NA,1,,,21.7,,NA,NA,NA,NA,NA,NA,NA,NA,369.64865,0.36964865
26,SPR1575360,SPR157536026,8/10/2015,"JV,SF,EK",PIMO,Y,,1,20.1,NA,5.89,0,0,PSF,PTB,NA,NA,NA,2,15,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
7,SS32,SS327,8/12/2014,"PW, SF, AU",PIMO,Y,,1,20.1,NA,5.08,3,0,PNS,NA,NA,NA,NA,0,30,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
26,TOI1596120,TOI159612026,7/30/2015,"SF,JV",PIMO,Y,,1,20.1,NA,5.02,0,0,PNS,PSF,NA,NA,NA,0,5,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
22,TOI533,TOI53322,7/10/2015,"PW,SF,EK",PIMO,Y,,1,20.1,NA,6.55,5,10,PTB,NA,NA,NA,NA,0,5,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
47,TOI533240,TOI53324047,7/10/2015,SF,JUOS,Y,,1,20.1,NA,2.66,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
24,WHIS25,WHIS2524,7/19/2015,"JV, EK",PIMO,Y,,1,20.1,NA,4.93,0,0,RTB,PSF,NA,NA,NA,0,10,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
12,WHIS25120,WHIS2512012,7/20/2015,"EK,JV,SF",PIMO,Y,,1,20.1,NA,4.79,0,0,RTB,PSF,NA,NA,NA,0,40,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
53,WHIS25120,WHIS2512053,7/20/2015,"EK,JV,SF",PIMO,Y,,1,20.1,NA,4.72,0,0,RTB,PSF,NA,NA,NA,0,25,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
22,RAV339240,RAV33924022,5/21/2015,"SF,JV,EK",JUOS,Y,,2,"12.8,15.5",NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1,,,12.8,15.5,NA,NA,NA,NA,NA,NA,NA,NA,317.21065,0.31721065
41,RAV358,RAV35841,7/7/2015,"SF,JV",JUOS,Y,,2,"14.5,14",NA,4.37,,,NA,NA,NA,NA,NA,0,25,NA,NA,1,,,14.5,14,NA,NA,NA,NA,NA,NA,NA,NA,318.90625,0.31890625
21,FC795240,FC79524021,6/7/2015,"SF, JV ",JUOS,Y,,NA,20.2,NA,2.24,,,NA,NA,NA,NA,NA,NA,10,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
51,NP342120,NP34212051,7/21/2015,"JV,SF,EK",PIMO,Y,P,1,20.2,NA,3.68,0,0,PNS,RTB,NA,NA,NA,0,25,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
9,NPELECTRICEEL,NPELECTRICEEL9,8/5/2015,"SF,EK",PIMO,Y,,1,20.2,NA,6.94,0,0,PTB,NA,NA,NA,NA,0,5,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
13,NPELECTRICEEL240,NPELECTRICEEL24013,8/5/2015,"JV, SF, EK",JUOS,Y,,1,20.2,NA,4.83,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
29,NPELECTRICEEL240,NPELECTRICEEL24029,8/5/2015,"JV, SF, EK",PIMO,Y,,1,20.2,NA,5.05,0,0,PTB,PSF,NA,NA,NA,0,35,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
51,NPELECTRICEEL360,NPELECTRICEEL36051,8/5/2015,"JV,EK,SF",PIMO,Y,,1,20.2,NA,4.61,0,0,PSF,PTB,NA,NA,NA,0,10,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
53,RAV339,RAV33953,5/20/2015,"SF,JV,EK",PIMO,Y,,1,20.2,NA,7.22,0,0,PNS,PTB,RTB,NA,NA,0,95,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
95,ROB938120,ROB93812095,6/30/2015,"SF, EK, JV ",CELE,N,,1,20.2,1,2.8,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
117,ROB938120,ROB938120117,6/30/2015,"SF, EK, JV ",PIMO,Y,M,1,20.2,NA,4.62,6,5,PTB,PSF,PNS,NA,NA,0,40,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
29,ROB938240,ROB93824029,7/15/2015,"SF, JV, EK",PIMO,Y,,1,20.2,NA,6.73,0,8,PTB,PSF,RTB,NA,NA,0,50,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
24,DIA333240,DIA33324024,6/28/2015,"JV, EK",PIMO,Y,,NA,22.4,NA,6.2,4,1,RTB,NA,NA,NA,NA,0,65,NA,NA,1,,,22.4,,NA,NA,NA,NA,NA,NA,NA,NA,393.8816,0.3938816
36,SPR1575,SPR157536,8/11/2015,"JV, EK, SF",PIMO,Y,,1,20.2,NA,6.13,0,0,RTB,PTB,NA,NA,NA,2,60,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
34,SS452240,SS45224034,9/12/2015,"PW,SF",JUOS,Y,,1,20.2,NA,4.71,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
20,WHIS25,WHIS2520,7/19/2015,"JV, EK",JUOS,Y,,1,20.2,NA,3.78,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
22,WHIS25,WHIS2522,7/19/2015,"JV, EK",PIMO,Y,,1,20.2,NA,5,0,0,PTB,PSF,NA,NA,NA,0,30,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
96,WHIS25240,WHIS2524096,7/19/2015,"SF, EK",PIMO,Y,M,1,20.2,NA,3.53,0,0,PTB,RTB,NA,NA,NA,0,20,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
26,WHIS25360,WHIS2536026,7/20/2015,"SF,JV,EK",PIMO,Y,,1,20.2,NA,6.03,3,0,IPS,PTB,NA,NA,NA,0,25,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
11,NP342,NP34211,7/21/2015,"JV,EK",JUOS,Y,,1,20.3,NA,3.29,NA,NA,NA,NA,NA,NA,NA,0,45,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
15,NPELECTRICEEL240,NPELECTRICEEL24015,8/5/2015,"JV, SF, EK",PIMO,Y,,1,20.3,NA,6.31,1,0,PTB,IPS,NA,NA,NA,0,20,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
62,NPELECTRICEEL360,NPELECTRICEEL36062,8/5/2015,"JV,EK,SF",PIMO,Y,,1,20.3,NA,3.78,0,0,PTB,PSF,PNS,NA,NA,0,10,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
20,ROB938240,ROB93824020,7/15/2015,"SF, JV, EK",PIMO,Y,,1,20.3,NA,9.12,0,0,IPS,NA,NA,NA,NA,0,25,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
84,ROB938360,ROB93836084,7/16/2015,"SF,EK",PIMO,Y,,1,20.3,NA,6.11,6,0,RTB,PTB,NA,NA,NA,0,15,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
21,SPR1575120,SPR157512021,8/10/2015,"SF,EK",PIMO,Y,,1,20.3,NA,4.8,0,0,RTB,PTB,IPS,NA,NA,0,20,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
4,SPR1620240,SPR16202404,7/17/2014,"PW, AU, TD",JUOS,Y,,1,20.3,NA,2.09,0,0,NA,NA,NA,NA,NA,0,50,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
25,SPR1620360,SPR162036025,7/18/2014,"PW,TD,AU",PIMO,Y,,1,20.3,NA,4.21,0,0,RTB,NA,NA,NA,NA,0,10,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
5,SS256240,SS2562405,8/16/2014,"PW,MR,TD,SF,AU",JUOS,Y,,1,20.3,NA,3.47,0,0,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
4,TOI533360,TOI5333604,7/9/2015,"PW,EK",PIMO,Y,,1,20.3,NA,4.61,6,17,IPS,PTB,NA,NA,NA,0,5,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
90,WHIS25,WHIS2590,7/19/2015,"JV, EK",JUOS,Y,M,1,20.3,NA,2.89,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,20.3,,NA,NA,NA,NA,NA,NA,NA,NA,323.49065,0.32349065
30,SPR1575360,SPR157536030,8/10/2015,"JV,SF,EK",JUOS,Y,,2,"18.8,7.7",NA,2.23,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,18.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,323.99305,0.32399305
91,DES1014,DES101491,5/25/2015,"SF,JV",PIMO,Y,I,1,20.4,NA,2.2,0,0,NA,NA,NA,NA,NA,3,0,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
33,DES1014240,DES101424033,5/26/2015,"JV,PW",PIMO,Y,,1,20.4,NA,4.78,0,0,PTB,PNS,NA,NA,NA,6,20,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
23,DIA248360,DIA24836023,6/26/2015,"SF, JV ",PIMO,Y,I,NA,20.4,NA,2.97,17,26,PTB,PNS,NA,NA,NA,0,5,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
41,NPELECTRICEEL360,NPELECTRICEEL36041,8/5/2015,"JV,EK,SF",PIMO,Y,,1,20.4,NA,6.05,2,0,IPS,NA,NA,NA,NA,0,10,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
55,RAV339,RAV33955,5/20/2015,"SF,JV,EK",PIMO,N,,1,20.4,1,7.9,NA,NA,PTB,NA,NA,NA,NA,0,100,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
87,RAV339240,RAV33924087,5/21/2015,"SF,JV,EK",PIMO,N,,1,20.4,1,5.63,NA,NA,RTB,PTB,NA,NA,NA,0,100,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
5,RAV339360,RAV3393605,5/23/2015,"SF,JV",JUOS,Y,,1,20.4,NA,4.63,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
18,RAV358240,RAV35824018,7/8/2015,"EK,SF",JUOS,Y,,1,20.4,NA,5.31,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
8,ROB926240,ROB9262408,8/1/2015,"SF, JV",JUOS,Y,,1,20.4,NA,3.17,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
47,ROB938240,ROB93824047,7/15/2015,"SF, JV, EK",PIMO,Y,,1,20.4,NA,5.17,0,0,RTB,PSF,NA,NA,NA,0,70,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
65,ROB938360,ROB93836065,7/16/2015,"SF,EK",JUOS,Y,,1,20.4,NA,4.44,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
12,SHO424,SHO42412,6/17/2015,"SF, JV ",PIMO,Y,,NA,20.4,NA,5.3,0,0,PBR,PTB,NA,NA,NA,0,20,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
33,SHO424120,SHO42412033,8/3/2015,"EK,JV,SF",PIMO,Y,,1,20.4,NA,4.49,0,0,RTB,PNS,NA,NA,NA,0,20,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
2,SHO446240,SHO4462402,6/15/2015,"SF, JV ",PIMO,Y,,NA,20.4,NA,2.64,,ptb,PMB,NA,NA,NA,NA,0,20,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
2,SPR1620,SPR16202,7/16/2014,"PW, AU, TD",PIMO,Y,,1,20.4,NA,4.24,0,0,PSF,NA,NA,NA,NA,4,30,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
18,SS32,SS3218,8/12/2014,"PW, SF, AU",PIMO,Y,,1,20.4,NA,2.63,0,0,NA,NA,NA,NA,NA,0,50,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
65,SS32360,SS3236065,8/14/2014,"PW, SF, AU",JUOS,Y,,1,20.4,NA,2.52,0,0,NA,NA,NA,NA,NA,0,60,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
30,SS452,SS45230,8/19/2014,"SF, TD, AU",PIMO,Y,,1,20.4,NA,4.19,2,0,PNS,PTB,NA,NA,NA,0,50,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
29,SS452360,SS45236029,9/12/2015,"PW,SF",JUOS,Y,,1,20.4,NA,3.26,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
20,SS604240,SS60424020,8/18/2014,"SF, TD, AU",JUOS,Y,,1,20.4,NA,3.55,0,0,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
54,TOI1596120,TOI159612054,7/30/2015,"SF,JV",PIMO,Y,,1,20.4,NA,5.46,0,0,PTB,PSF,RTB,NA,NA,4,40,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
10,TOI1596360,TOI159636010,7/29/2015,"SF,EK",PIMO,Y,,1,20.4,NA,3.51,2,2,PMB,PNS,PSF,NA,NA,5,15,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
2,TOI533360,TOI5333602,7/9/2015,"PW,EK",PIMO,Y,,1,20.4,NA,4.39,0,25,PTB,NA,NA,NA,NA,0,5,NA,NA,1,,,20.4,,NA,NA,NA,NA,NA,NA,NA,NA,326.6856,0.3266856
18,DIA333,DIA33318,6/27/2015,"EK, JV",PIMO,Y,,NA,24,NA,5.98,4,,PTB,PSF,NA,NA,NA,0,65,NA,NA,1,,,24,,NA,NA,NA,NA,NA,NA,NA,NA,452.16,0.45216
27,NP342120,NP34212027,7/21/2015,"JV,SF,EK",PIMO,Y,,1,20.5,NA,3.9,0,0,IPS,PTB,PSF,NA,NA,0,40,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
6,RAV339240,RAV3392406,5/21/2015,"SF,JV,EK",JUOS,Y,,1,20.5,NA,2.96,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
72,ROB938120,ROB93812072,6/30/2015,"SF, EK, JV ",PIMO,Y,,1,20.5,NA,5.46,0,4,PTB,PNS,PSF,NA,NA,0,65,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
58,SHO424360,SHO42436058,8/3/2015,"EK,JV,SF",PIMO,Y,,1,20.5,NA,6.17,4,1,RTB,NA,NA,NA,NA,0,15,NA,NA,1,,dia estimated,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
16,SHO446360,SHO44636016,6/15/2015,"JV, EK ",PIMO,Y,,NA,28.2,NA,3.24,,,PBR,NA,NA,NA,NA,0,65,NA,NA,1,,,28.2,,NA,NA,NA,NA,NA,NA,NA,NA,624.2634,0.6242634
66,SPR1575120,SPR157512066,8/10/2015,"SF,EK",PIMO,N,P,1,20.5,1,3.36,NA,NA,PTB,RTB,IPS,NA,NA,0,100,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
51,SPR1620360,SPR162036051,7/18/2014,"PW,TD,AU",PIMO,Y,,1,20.5,NA,4.25,0,0,PTM,RTB,NA,NA,NA,0,40,NA,NA,1,,dead top,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
3,SS256240,SS2562403,8/16/2014,"PW,MR,TD,SF,AU",JUOS,Y,,1,20.5,NA,4.65,0,0,NA,NA,NA,NA,NA,0,15,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
6,SS256360,SS2563606,8/15/2014,"PW, SF, AU, MR, SF",JUOS,Y,,1,20.5,NA,3.35,0,0,NA,NA,NA,NA,NA,0,55,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
13,SS452360,SS45236013,9/12/2015,"PW,SF",PIMO,Y,,1,20.5,NA,4.24,0,0,RTB,PNS,NA,NA,NA,0,50,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
25,TOI1596120,TOI159612025,7/30/2015,"SF,JV",PIMO,Y,,1,20.5,NA,4.27,1,1,PSF,RTB,NA,NA,NA,0,10,NA,NA,1,,,20.5,,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625
10,TOI533240,TOI53324010,7/10/2015,SF,JUOS,Y,,2,"15.9,13",NA,5.08,NA,NA,NA,NA,NA,NA,NA,0,90,NA,NA,1,,,15.9,13,NA,NA,NA,NA,NA,NA,NA,NA,331.12085,0.33112085
4,DIA248240,DIA2482404,6/24/2015,"EK,SF",PIMO,Y,,1,20.6,NA,6.55,20,50,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
128,ROB938,ROB938128,6/29/2015,"SF, EK, JV ",PIMO,Y,,NA,10.2,NA,4.82,0,0,PNS,NA,NA,NA,NA,0,70,NA,NA,1,,,10.2,,NA,NA,NA,NA,NA,NA,NA,NA,81.6714,0.0816714
4,FC795240,FC7952404,6/7/2015,"SF, JV ",JUOS,N,,NA,20.6,4,1.23,,,NA,NA,NA,NA,NA,NA,100,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
15,NPELECTRICEEL,NPELECTRICEEL15,8/5/2015,"SF,EK",JUOS,Y,,1,20.6,NA,6.48,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
17,NPELECTRICEEL,NPELECTRICEEL17,8/5/2015,"SF,EK",JUOS,Y,,1,20.6,NA,5.01,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
37,RAV339360,RAV33936037,5/23/2015,"SF,JV",PIMO,N,,1,20.6,NA,5.65,NA,NA,PTB,NA,NA,NA,NA,0,100,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
49,RAV339360,RAV33936049,5/23/2015,"SF,JV",JUOS,Y,,1,20.6,NA,4.99,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
8,RAV358,RAV3588,7/7/2015,"SF,JV",PIMO,N,,1,20.6,1,6.78,NA,NA,RTB,NA,NA,NA,NA,0,100,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
173,ROB938,ROB938173,6/29/2015,"SF, EK, JV ",PIMO,Y,M,NA,10.9,NA,4.58,0,0,PNS,PTB,NA,NA,NA,0,70,NA,NA,1,,,10.9,,NA,NA,NA,NA,NA,NA,NA,NA,93.26585,0.09326585
15,ROB938240,ROB93824015,7/15/2015,"SF, JV, EK",PIMO,Y,,1,20.6,NA,5.29,0,0,PSF,PTB,NA,NA,NA,0,70,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
103,ROB938240,ROB938240103,7/15/2015,"SF, JV, EK",PIMO,Y,,1,20.6,NA,6.42,0,0,IPS,RTB,PSF,NA,NA,0,20,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
5,SHO424,SHO4245,6/17/2015,"SF, JV ",PIMO,Y,,NA,20.6,NA,4.25,0,0,RTB,PTB,PNS,NA,NA,0,5,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
46,SPR1575360,SPR157536046,8/10/2015,"JV,SF,EK",PIMO,Y,M,1,20.6,NA,5.54,0,0,PTB,PSF,NA,NA,NA,0,40,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
26,SS256240,SS25624026,8/16/2014,"PW,MR,TD,SF,AU",PIMO,Y,,1,20.6,NA,4.44,4,9,PNS,PTB,NA,NA,NA,0,30,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
27,SS32120,SS3212027,8/13/2014,"PW, SF, AU",JUOS,Y,,1,20.6,NA,4.1,0,0,NA,NA,NA,NA,NA,0,15,NA,NA,1,,cut stem,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
4,WHIS25,WHIS254,7/19/2015,"JV, EK",PIMO,Y,,1,20.6,NA,4.94,12,0,PTB,PSF,NA,NA,NA,0,30,NA,NA,1,,,20.6,,NA,NA,NA,NA,NA,NA,NA,NA,333.1226,0.3331226
