XCoord,YCoord,COMMENT,PLOT
463617.06636040,4384371.71395569,30,NPELECTRICEEL120
463619.49153191,4384371.71882284,32,NPELECTRICEEL120
463620.24276667,4384371.62722352,33,NPELECTRICEEL120
463621.13925634,4384370.72970509,34,NPELECTRICEEL120
463616.64519832,4384368.93772610,31,NPELECTRICEEL120
463616.61443729,4384368.98214823,31,NPELECTRICEEL120
463605.63304751,4384371.75295809,35,NPELECTRICEEL120
463607.90369817,4384365.96496285,36,NPELECTRICEEL120
463607.34755415,4384365.64814446,37,NPELECTRICEEL120
463608.84049898,4384363.24199048,38,NPELECTRICEEL120
463613.97836796,4384361.16920937,39,NPELECTRICEEL120
463614.42849614,4384360.85248165,40,NPELECTRICEEL120
463606.66432339,4384358.94262829,42,NPELECTRICEEL120
463604.88291302,4384360.71660490,43,NPELECTRICEEL120
463602.90226826,4384370.06545543,45,NPELECTRICEEL120
463604.47385424,4384368.96428976,44,NPELECTRICEEL120
463603.11376573,4384367.13217890,46,NPELECTRICEEL120
463603.76416528,4384365.59901072,47,NPELECTRICEEL120
463601.57884837,4384364.82514758,48,NPELECTRICEEL120
463600.10860785,4384364.66612643,49,NPELECTRICEEL120
463600.26697494,4384362.94827466,50,NPELECTRICEEL120
463601.37117461,4384360.08450927,51,NPELECTRICEEL120
463599.66612918,4384359.76090958,52,NPELECTRICEEL120
463598.26945381,4384362.18765784,53,NPELECTRICEEL120
463593.40577984,4384362.61143315,54,NPELECTRICEEL120
463592.70014450,4384366.96550009,60,NPELECTRICEEL120
463594.50416339,4384366.42065826,61,NPELECTRICEEL120
463598.40277213,4384369.97356292,58,NPELECTRICEEL120
463601.56359848,4384374.74408185,55,NPELECTRICEEL120
463598.27669606,4384375.62628607,57,NPELECTRICEEL120
463599.49907264,4384373.53214530,56,NPELECTRICEEL120
463596.37174727,4384369.83100189,59,NPELECTRICEEL120
463589.58522517,4384371.10592160,62,NPELECTRICEEL120
463591.41899353,4384375.04921650,63,NPELECTRICEEL120
463589.13980193,4384375.30573032,64,NPELECTRICEEL120
463589.28945344,4384377.00039188,66,NPELECTRICEEL120
463588.02558979,4384375.46468101,65,NPELECTRICEEL120
463599.21481356,4384378.26690972,68,NPELECTRICEEL120
463593.31431889,4384376.77218245,67,NPELECTRICEEL120
463593.55096391,4384377.29680328,70,NPELECTRICEEL120
463593.76037493,4384377.91772879,71,NPELECTRICEEL120
463600.08660560,4384381.11295128,69,NPELECTRICEEL120
463597.99296719,4384382.30400596,72,NPELECTRICEEL120
463594.88412342,4384380.04512550,73,NPELECTRICEEL120
463594.56375757,4384380.57917304,74,NPELECTRICEEL120
463595.23711657,4384380.96322475,75,NPELECTRICEEL120
463595.17624820,4384383.57663515,76,NPELECTRICEEL120
463590.10796071,4384379.29021008,77,NPELECTRICEEL120
463591.67142333,4384379.55197780,78,NPELECTRICEEL120
463592.09900446,4384381.98136488,79,NPELECTRICEEL120
463592.32664115,4384383.30918351,80,NPELECTRICEEL120
463591.75605804,4384384.23102504,28,NPELECTRICEEL120
463592.68594959,4384383.24492433,81,NPELECTRICEEL120
463593.93004656,4384384.10493178,83,NPELECTRICEEL120
463594.99260112,4384388.49172859,84,NPELECTRICEEL120
463601.52289230,4384380.52889280,85,NPELECTRICEEL120
463602.80484376,4384380.82687430,86,NPELECTRICEEL120
463602.67279075,4384381.06630909,87,NPELECTRICEEL120
463602.52508675,4384384.76934116,88,NPELECTRICEEL120
463602.73251795,4384385.50559256,89,NPELECTRICEEL120
463606.36101583,4384387.36399469,90,NPELECTRICEEL120
463605.58296746,4384387.78869952,91,NPELECTRICEEL120
463605.44571701,4384389.42645586,92,NPELECTRICEEL120
463602.24260726,4384391.10934213,94,NPELECTRICEEL120
463606.07395367,4384392.52880649,95,NPELECTRICEEL120
463607.40352401,4384389.55876940,93,NPELECTRICEEL120
463509.47086094,4384381.94788699,7,NPELECTRICEEL240
463505.28391431,4384380.97690579,1,NPELECTRICEEL240
463506.91221908,4384383.05971273,2,NPELECTRICEEL240
463506.48846201,4384384.84166086,3,NPELECTRICEEL240
463508.05795882,4384385.01962805,4,NPELECTRICEEL240
463507.12485285,4384386.76839366,5,NPELECTRICEEL240
463509.76480462,4384389.41087516,8,NPELECTRICEEL240
463507.05002009,4384392.49470907,6,NPELECTRICEEL240
463511.49675922,4384391.34977375,9,NPELECTRICEEL240
463511.48395364,4384393.43617663,34,NPELECTRICEEL240
463508.34228868,4384394.12437183,35,NPELECTRICEEL240
463512.18004185,4384393.76323374,36,NPELECTRICEEL240
463513.27121638,4384391.30349235,37,NPELECTRICEEL240
463510.87579344,4384393.51981300,38,NPELECTRICEEL240
463512.17719502,4384379.95241844,10,NPELECTRICEEL240
463517.77041882,4384380.59012998,12,NPELECTRICEEL240
463518.82487892,4384383.67554735,11,NPELECTRICEEL240
463519.95333215,4384385.01981463,13,NPELECTRICEEL240
463517.44351825,4384379.66987551,14,NPELECTRICEEL240
463518.51724993,4384377.99552614,15,NPELECTRICEEL240
463519.68676337,4384378.44876214,16,NPELECTRICEEL240
463507.12541610,4384374.64288676,17,NPELECTRICEEL240
463512.23849385,4384376.39070230,18,NPELECTRICEEL240
463511.11484406,4384373.26492028,19,NPELECTRICEEL240
463519.40031441,4384376.21899159,20,NPELECTRICEEL240
463516.18751467,4384368.88277867,21,NPELECTRICEEL240
463506.52362305,4384368.14895691,22,NPELECTRICEEL240
463508.93537680,4384363.92995734,23,NPELECTRICEEL240
463513.70989118,4384365.42479031,25,NPELECTRICEEL240
463508.36027191,4384361.93913017,24,NPELECTRICEEL240
463505.80487753,4384361.10750464,26,NPELECTRICEEL240
463504.10150654,4384372.87412348,27,NPELECTRICEEL240
463504.37305322,4384361.98662946,28,NPELECTRICEEL240
463504.39919614,4384360.17859153,29,NPELECTRICEEL240
463503.94265808,4384359.80633170,30,NPELECTRICEEL240
463500.75854051,4384365.68159744,31,NPELECTRICEEL240
463500.43357381,4384365.14536144,32,NPELECTRICEEL240
463496.97220516,4384368.50993702,33,NPELECTRICEEL240
463496.51090517,4384370.13717151,42,NPELECTRICEEL240
463498.93259208,4384373.00320280,39,NPELECTRICEEL240
463497.78786843,4384375.26041381,40,NPELECTRICEEL240
463498.15149898,4384375.33248136,41,NPELECTRICEEL240
463492.89602837,4384372.57651589,43,NPELECTRICEEL240
463491.31457235,4384370.48184419,44,NPELECTRICEEL240
463489.82097150,4384371.80620282,45,NPELECTRICEEL240
463488.72588503,4384371.96004553,46,NPELECTRICEEL240
463492.44255428,4384376.81697168,47,NPELECTRICEEL240
463488.92293807,4384383.91038001,48,NPELECTRICEEL240
463490.06010840,4384384.68390067,49,NPELECTRICEEL240
463489.24934727,4384384.36215379,50,NPELECTRICEEL240
463491.55753693,4384386.05850723,51,NPELECTRICEEL240
463491.72973051,4384387.08239352,52,NPELECTRICEEL240
463494.04286950,4384386.95845514,53,NPELECTRICEEL240
463493.25709365,4384388.38197296,54,NPELECTRICEEL240
463504.93906200,4384379.03529884,55,NPELECTRICEEL240
463503.50640912,4384383.01303879,56,NPELECTRICEEL240
463497.36747604,4384384.71295271,57,NPELECTRICEEL240
463500.18215060,4384391.37660067,58,NPELECTRICEEL240
463499.73284842,4384393.93281316,59,NPELECTRICEEL240
463559.95623990,4384472.25976076,8,NPELECTRICEEL360
463559.87717610,4384472.01935006,7,NPELECTRICEEL360
463562.15132098,4384471.85549494,9,NPELECTRICEEL360
463565.24052206,4384471.29950733,10,NPELECTRICEEL360
463566.87730423,4384474.72271956,11,NPELECTRICEEL360
463564.47304627,4384463.49073632,12,NPELECTRICEEL360
463570.91544678,4384461.28320109,13,NPELECTRICEEL360
463570.56239672,4384458.20240873,64,NPELECTRICEEL360
463569.39214862,4384456.35474958,65,NPELECTRICEEL360
463567.24777338,4384454.77206484,14,NPELECTRICEEL360
463565.47250117,4384451.94759781,15,NPELECTRICEEL360
463564.56654523,4384453.08893066,23,NPELECTRICEEL360
463562.00828791,4384452.86613528,22,NPELECTRICEEL360
463561.65417588,4384451.40432025,24,NPELECTRICEEL360
463560.53591141,4384451.80931076,26,NPELECTRICEEL360
463560.37554819,4384452.03737570,25,NPELECTRICEEL360
463557.50009428,4384448.03127911,27,NPELECTRICEEL360
463555.79637329,4384457.36406767,21,NPELECTRICEEL360
463558.12749884,4384457.76934614,20,NPELECTRICEEL360
463558.10369301,4384460.88145759,19,NPELECTRICEEL360
463557.93875609,4384460.12354329,18,NPELECTRICEEL360
463560.38317431,4384461.28324734,17,NPELECTRICEEL360
463560.72300063,4384458.97378866,16,NPELECTRICEEL360
463554.29950011,4384460.36064877,28,NPELECTRICEEL360
463554.40648270,4384455.74805043,29,NPELECTRICEEL360
463552.11996145,4384456.32553610,30,NPELECTRICEEL360
463553.09706732,4384452.66750939,31,NPELECTRICEEL360
463548.14531036,4384451.48486044,34,NPELECTRICEEL360
463545.91702968,4384452.36641620,35,NPELECTRICEEL360
463543.37285930,4384456.23056402,36,NPELECTRICEEL360
463546.81186351,4384456.97607856,37,NPELECTRICEEL360
463548.94633236,4384455.88609709,38,NPELECTRICEEL360
463549.92493782,4384458.38586853,40,NPELECTRICEEL360
463550.17604730,4384457.38111862,39,NPELECTRICEEL360
463553.22505344,4384465.41535502,41,NPELECTRICEEL360
463550.91094612,4384465.15545345,42,NPELECTRICEEL360
463549.36931901,4384462.28213924,43,NPELECTRICEEL360
463548.41932681,4384462.59167144,44,NPELECTRICEEL360
463544.07699676,4384461.68986497,45,NPELECTRICEEL360
463544.92348721,4384465.62247164,46,NPELECTRICEEL360
463554.94694219,4384467.95509273,47,NPELECTRICEEL360
463552.56309661,4384467.19133226,48,NPELECTRICEEL360
463550.39726899,4384468.29872971,49,NPELECTRICEEL360
463546.44718707,4384468.22020780,50,NPELECTRICEEL360
463544.48895870,4384471.63452289,51,NPELECTRICEEL360
463545.05302712,4384479.16519845,52,NPELECTRICEEL360
463546.04119901,4384479.18420377,66,NPELECTRICEEL360
463547.76522701,4384477.80003707,53,NPELECTRICEEL360
463551.47616225,4384475.99891698,54,NPELECTRICEEL360
463551.72250662,4384479.55636433,58,NPELECTRICEEL360
463548.60376072,4384481.64623004,57,NPELECTRICEEL360
463548.78701401,4384481.25500601,56,NPELECTRICEEL360
463548.46361190,4384478.20901012,55,NPELECTRICEEL360
463556.41943325,4384479.64760360,59,NPELECTRICEEL360
463555.86810556,4384477.31578362,60,NPELECTRICEEL360
463556.47340874,4384477.28938772,61,NPELECTRICEEL360
463556.12119511,4384473.44669686,62,NPELECTRICEEL360
463554.82139045,4384470.41686298,63,NPELECTRICEEL360
463557.11776719,4384467.98914391,6,NPELECTRICEEL360
463559.43546449,4384474.49097996,1,NPELECTRICEEL360
463559.75142819,4384474.91690419,2,NPELECTRICEEL360
463560.29038674,4384476.35207957,3,NPELECTRICEEL360
463557.36592900,4384482.20661369,4,NPELECTRICEEL360
463560.64705111,4384479.40121471,5,NPELECTRICEEL360
463551.77262611,4384449.65820492,32,NPELECTRICEEL360
463549.63027278,4384452.08036792,33,NPELECTRICEEL360
480559.79590275,4401599.61311714,13,RAV339
480556.80015567,4401595.65009430,60,RAV339
480556.85942623,4401597.38650907,14,RAV339
480553.81290784,4401595.31400506,15,RAV339
480553.31522673,4401594.69675741,16,RAV339
480549.47314402,4401596.49421676,22,RAV339
480548.51367106,4401592.83507658,23,RAV339
480548.40456982,4401590.57608499,24,RAV339
480547.66976891,4401600.70622114,20,RAV339
480546.69612490,4401599.63671667,21,RAV339
480551.40794533,4401598.90379836,18,RAV339
480553.25596726,4401598.76549603,17,RAV339
480553.40515415,4401602.60978927,19,RAV339
480542.77098463,4401602.58962183,28,RAV339
480532.03237120,4401595.34228119,64,RAV339
480536.96505109,4401598.57618112,63,RAV339
480531.05266734,4401602.63705483,36,RAV339
480530.09911758,4401603.73033269,34,RAV339
480531.30253370,4401604.05872209,33,RAV339
480534.19657523,4401605.84073904,31,RAV339
480533.90546398,4401603.78258138,32,RAV339
480529.90872057,4401605.63261515,35,RAV339
480531.15382818,4401600.22934382,37,RAV339
480531.88341559,4401599.40531012,38,RAV339
480533.78672811,4401598.65660118,39,RAV339
480541.75212610,4401606.58550081,40,RAV339
480542.59387246,4401607.66473978,41,RAV339
480540.55112094,4401610.62284307,43,RAV339
480540.30867742,4401611.94100066,46,RAV339
480535.80915991,4401613.22904100,45,RAV339
480539.60587633,4401614.89917411,47,RAV339
480537.80825565,4401617.58505089,48,RAV339
480542.22333809,4401617.48704706,50,RAV339
480541.24883578,4401617.58187657,51,RAV339
480546.73276641,4401621.82194570,53,RAV339
480546.47621098,4401619.00850775,52,RAV339
480549.17812289,4401622.20546707,54,RAV339
480539.31938485,4401620.11746287,55,RAV339
480545.01160352,4401606.50479016,1,RAV339
480545.34124890,4401608.11663425,2,RAV339
480548.40961575,4401611.83076358,3,RAV339
480548.16746664,4401613.23421557,4,RAV339
480549.36989646,4401613.89101094,5,RAV339
480559.62899562,4401610.88693883,8,RAV339
480560.31336251,4401608.64460411,9,RAV339
480556.69051706,4401607.66594229,10,RAV339
480549.35968766,4401616.82580349,6,RAV339
480552.03553010,4401615.58537541,7,RAV339
480555.60240459,4401603.86607297,12,RAV339
480542.88185985,4401603.62000493,28,RAV339
480540.32553918,4401603.63506055,30,RAV339
480539.45836946,4401599.09602352,27,RAV339
480537.78692692,4401595.42938848,25,RAV339
480532.61655150,4401595.23399208,26,RAV339
480540.74702993,4401606.69650970,29,RAV339
480532.99645500,4401608.57453025,44,RAV339
480543.63450921,4401611.76519805,49,RAV339
480557.76856203,4401614.76514512,56,RAV339
480557.86516624,4401609.75817991,57,RAV339
480555.95607987,4401607.37007207,59,RAV339
480557.77479985,4401604.88574474,58,RAV339
480560.23706708,4401604.27989934,11,RAV339
480544.33202881,4401596.66652715,61,RAV339
482096.41821317,4400895.01633320,35,RAV358
482096.56435873,4400897.38614446,34,RAV358
482093.84480631,4400895.73232492,36,RAV358
482092.61835585,4400899.46772711,37,RAV358
482091.64889753,4400902.57527366,38,RAV358
482090.16178858,4400904.02440908,39,RAV358
482089.67764013,4400902.60464347,41,RAV358
482088.30330416,4400904.32355147,43,RAV358
482092.98611198,4400904.42200922,71,RAV358
482094.94571238,4400901.11856461,33,RAV358
482097.24122212,4400901.41124439,32,RAV358
482103.90817863,4400890.83490704,14,RAV358
482102.82728613,4400891.64502889,15,RAV358
482102.53883259,4400893.82620902,16,RAV358
482105.93760444,4400896.79945274,27,RAV358
482106.19234956,4400895.08483109,28,RAV358
482108.59675373,4400896.15929338,29,RAV358
482101.04005680,4400896.50244211,17,RAV358
482100.78598413,4400897.17045235,18,RAV358
482099.28870083,4400899.03556899,19,RAV358
482100.93868224,4400899.70491773,20,RAV358
482102.24432296,4400900.51946112,21,RAV358
482103.91509491,4400900.19784413,26,RAV358
482104.94373012,4400901.32805590,2,RAV358
482101.62045973,4400902.52557880,22,RAV358
482101.41791827,4400903.04218413,23,RAV358
482101.22385287,4400905.37257764,24,RAV358
482097.35590578,4400890.07248984,1,RAV358
482100.32645233,4400886.77857101,70,RAV358
482103.42031640,4400887.96008913,3,RAV358
482103.54891769,4400888.40939380,72,RAV358
482105.94508427,4400887.24609058,4,RAV358
482104.60180550,4400884.39490649,66,RAV358
482108.42968879,4400886.60528894,5,RAV358
482111.60634920,4400885.24091884,6,RAV358
482112.15487140,4400886.24157592,7,RAV358
482111.80749606,4400891.11260627,8,RAV358
482111.16664190,4400892.08586657,9,RAV358
482110.82001906,4400891.94566181,10,RAV358
482108.56343597,4400893.28731661,11,RAV358
482105.14146104,4400892.65288641,13,RAV358
482107.40240452,4400890.42775667,12,RAV358
482098.22164193,4400906.56628402,30,RAV358
482099.30069617,4400903.56792577,31,RAV358
482097.22955193,4400906.66018178,73,RAV358
482090.86914431,4400906.58545632,42,RAV358
482091.10353924,4400905.87746453,40,RAV358
482092.28292914,4400895.33016218,46,RAV358
482089.25389041,4400897.66741353,45,RAV358
482086.64792394,4400900.16832385,44,RAV358
482084.44016456,4400897.84770958,47,RAV358
482082.70202618,4400893.10762892,49,RAV358
482085.27484383,4400891.83558914,52,RAV358
482080.53189728,4400889.68102856,51,RAV358
482080.35313454,4400887.21801571,54,RAV358
482089.46725146,4400887.94855407,53,RAV358
482081.83662079,4400891.96404313,50,RAV358
482079.55111168,4400896.11614456,48,RAV358
482086.03424801,4400881.06725641,56,RAV358
482081.07778957,4400881.12355891,55,RAV358
482093.80031875,4400874.41192287,57,RAV358
482095.04819076,4400876.38091230,58,RAV358
482099.56487783,4400877.56298060,59,RAV358
482103.54909118,4400878.13677760,60,RAV358
482104.94573510,4400876.74936202,61,RAV358
482105.95192924,4400878.32254767,62,RAV358
482100.50711102,4400883.31140855,69,RAV358
482104.26439050,4400884.89682556,68,RAV358
482103.99633876,4400885.40893683,67,RAV358
482108.49631418,4400880.10032105,63,RAV358
482109.36040478,4400880.13114977,64,RAV358
482110.24021185,4400883.70059705,65,RAV358
482086.33633643,4400901.71220506,74,RAV358
480587.15674604,4401554.47240759,15,RAV339120
480588.70080893,4401552.23164894,1,RAV339120
480588.28414150,4401550.77023699,2,RAV339120
480594.69601763,4401550.11707672,3,RAV339120
480594.20093956,4401551.78790112,4,RAV339120
480601.10071680,4401551.59179021,5,RAV339120
480600.32408640,4401550.44705394,7,RAV339120
480598.23031614,4401549.36566941,6,RAV339120
480596.40358356,4401557.63509390,10,RAV339120
480595.83973313,4401549.98322616,3,RAV339120
480597.52121010,4401547.51768728,73,RAV339120
480599.87125801,4401546.83591675,72,RAV339120
480593.67415063,4401559.22531112,14,RAV339120
480593.13183708,4401561.28366672,13,RAV339120
480588.70987471,4401564.75039225,22,RAV339120
480586.65243789,4401562.33648463,21,RAV339120
480583.59620144,4401558.66520374,18,RAV339120
480586.85621229,4401557.08886401,17,RAV339120
480585.59193294,4401554.72091286,16,RAV339120
480582.70749165,4401564.72192323,27,RAV339120
480587.08702368,4401565.40274682,25,RAV339120
480588.93881606,4401569.13877933,23,RAV339120
480584.36352465,4401570.48772023,24,RAV339120
480580.53248264,4401558.69431544,19,RAV339120
480573.40883802,4401561.31550497,29,RAV339120
480581.84997744,4401569.50255833,26,RAV339120
480574.34776050,4401563.60017377,75,RAV339120
480574.00274328,4401565.13029782,76,RAV339120
480572.48116383,4401557.00388231,34,RAV339120
480571.43810511,4401564.64124154,77,RAV339120
480571.81081428,4401562.08368631,31,RAV339120
480573.47552212,4401562.01435228,28,RAV339120
480570.08488130,4401554.21166487,36,RAV339120
480571.38512648,4401555.51660861,37,RAV339120
480568.45710885,4401549.60197314,84,RAV339120
480577.70010800,4401557.88970557,32,RAV339120
480577.93841021,4401558.29759762,35,RAV339120
480578.90923155,4401557.79925986,33,RAV339120
480571.65023445,4401552.90168484,39,RAV339120
480573.57502825,4401551.66967328,38,RAV339120
480571.66201312,4401546.42257148,91,RAV339120
480571.32420401,4401546.54046030,92,RAV339120
480571.57058866,4401544.58373663,93,RAV339120
480572.11371827,4401548.37455568,101,RAV339120
480572.60258299,4401547.07147462,101,RAV339120
480574.01904757,4401546.92196514,88,RAV339120
480574.42323118,4401545.87442037,89,RAV339120
480572.69760022,4401544.87494319,90,RAV339120
480576.47217310,4401548.47761356,42,RAV339120
480575.18711581,4401548.07328257,41,RAV339120
480575.36284299,4401548.51895816,102,RAV339120
480574.94708997,4401549.80695818,103,RAV339120
480579.77261512,4401546.85937709,51,RAV339120
480579.30010704,4401545.02682323,53,RAV339120
480578.70734722,4401545.18148214,50,RAV339120
480580.70719871,4401548.40879359,45,RAV339120
480580.45322235,4401547.42449513,46,RAV339120
480576.37264095,4401544.24382451,58,RAV339120
480572.83380313,4401541.37582486,96,RAV339120
480573.99502028,4401541.02563598,95,RAV339120
480578.89567511,4401538.19019675,94,RAV339120
480579.78701509,4401543.29872560,55,RAV339120
480581.07642781,4401542.46324758,57,RAV339120
480582.10231162,4401543.39336631,56,RAV339120
480578.88746111,4401544.77345782,53,RAV339120
480580.88546874,4401545.74821804,54,RAV339120
480580.83903032,4401545.28486715,52,RAV339120
480583.61551828,4401548.18753415,49,RAV339120
480585.80668154,4401549.37693607,48,RAV339120
480585.36190130,4401540.87696121,59,RAV339120
480586.03221739,4401540.10489423,97,RAV339120
480587.84313256,4401538.46000561,63,RAV339120
480588.28664755,4401538.00288914,62,RAV339120
480591.00453547,4401540.24495522,64,RAV339120
480589.23753044,4401538.72961311,60,RAV339120
480592.18575957,4401538.18502364,61,RAV339120
480590.42127288,4401542.37832066,65,RAV339120
480590.75086447,4401538.45131016,99,RAV339120
480590.88252511,4401542.05335816,98,RAV339120
480589.94388948,4401544.50499631,66,RAV339120
480591.92362125,4401544.19236473,67,RAV339120
480597.35862844,4401547.06989114,73,RAV339120
480599.09637948,4401547.23151178,72,RAV339120
480593.87716064,4401548.58429766,104,RAV339120
480592.67489656,4401550.90417663,105,RAV339120
480588.02678151,4401550.57494354,74,RAV339120
480581.59203907,4401553.14187497,47,RAV339120
480573.71157138,4401561.19018568,78,RAV339120
480567.17073184,4401550.81631100,82,RAV339120
480568.00383589,4401550.48728484,83,RAV339120
480572.47930038,4401547.48422254,80,RAV339120
480571.97091589,4401547.25391552,81,RAV339120
480573.27943306,4401546.80390763,88,RAV339120
480573.69433165,4401550.99010174,106,RAV339120
480512.57417406,4401554.98829922,53,RAV339240
480512.94649020,4401554.91819576,54,RAV339240
480511.44658934,4401553.37102448,55,RAV339240
480510.15469056,4401547.64810689,57,RAV339240
480511.85397089,4401545.64767750,58,RAV339240
480513.62593372,4401544.03640288,59,RAV339240
480513.14475664,4401545.23186926,60,RAV339240
480516.48083880,4401544.63586300,61,RAV339240
480516.52601031,4401544.08569738,62,RAV339240
480511.20930831,4401540.25150178,63,RAV339240
480508.41900319,4401539.28778069,64,RAV339240
480506.56795681,4401540.31154896,65,RAV339240
480506.26702459,4401538.32839421,66,RAV339240
480507.47658939,4401537.28892884,67,RAV339240
480508.56277881,4401535.82147918,40,RAV339240
480509.07679327,4401534.64106463,41,RAV339240
480510.45778880,4401534.99001642,68,RAV339240
480508.65243425,4401531.42309173,69,RAV339240
480504.48712666,4401534.45155850,70,RAV339240
480504.66246175,4401531.10007853,71,RAV339240
480504.17527504,4401530.09165004,72,RAV339240
480503.48784817,4401529.40813865,73,RAV339240
480503.22601230,4401528.19500604,74,RAV339240
480498.79046759,4401529.46444796,75,RAV339240
480492.94408716,4401533.70891532,76,RAV339240
480491.41865294,4401534.19891911,77,RAV339240
480490.50683602,4401534.03025979,78,RAV339240
480490.23450609,4401534.65268152,79,RAV339240
480489.41073092,4401535.39013688,81,RAV339240
480489.82648050,4401533.13052605,80,RAV339240
480488.52721066,4401536.95524258,82,RAV339240
480489.02381271,4401538.02212986,84,RAV339240
480486.15523648,4401539.72203965,83,RAV339240
480486.49563689,4401544.42204178,85,RAV339240
480488.28111648,4401545.93388768,86,RAV339240
480501.08053437,4401531.54084813,88,RAV339240
480491.34474466,4401544.16494735,87,RAV339240
480494.97853143,4401545.18932538,34,RAV339240
480497.20105111,4401551.03425441,89,RAV339240
480493.39556370,4401550.53171248,33,RAV339240
480489.44243885,4401551.59336538,32,RAV339240
480483.49802699,4401547.79880869,91,RAV339240
480483.36762440,4401548.62888439,92,RAV339240
480489.62955620,4401557.93939175,31,RAV339240
480493.11651095,4401559.23848938,30,RAV339240
480495.32520184,4401559.00385133,29,RAV339240
480500.03040255,4401553.70630251,46,RAV339240
480498.71594010,4401558.61354283,24,RAV339240
480500.61147227,4401562.19045544,23,RAV339240
480500.80874951,4401559.52917201,22,RAV339240
480502.25463957,4401558.75101960,21,RAV339240
480505.44489968,4401554.71122013,3,RAV339240
480505.67189693,4401550.87544101,1,RAV339240
480505.71491073,4401549.00044794,47,RAV339240
480508.07666482,4401549.99172682,48,RAV339240
480510.23743387,4401555.36743753,2,RAV339240
480510.81599309,4401557.80635932,6,RAV339240
480508.55589695,4401561.47128866,7,RAV339240
480509.63422722,4401546.63762889,5,RAV339240
480509.29571574,4401545.90273912,4,RAV339240
480514.99037223,4401543.11002058,10,RAV339240
480513.74895197,4401545.27412573,8,RAV339240
480514.13039332,4401545.04916209,9,RAV339240
480510.11555007,4401549.84833310,56,RAV339240
480514.14196030,4401554.28507888,93,RAV339240
480513.01377263,4401551.55571967,94,RAV339240
480515.01898982,4401550.62887409,95,RAV339240
480554.16131016,4401675.61690340,2,RAV339360
480552.43235299,4401673.27693563,1,RAV339360
480554.97752007,4401677.83093996,3,RAV339360
480556.43347258,4401679.16636604,4,RAV339360
480554.42142797,4401682.64127410,7,RAV339360
480557.05283296,4401684.94363506,8,RAV339360
480558.51450273,4401681.05514916,6,RAV339360
480559.26944152,4401680.71723537,5,RAV339360
480565.88866911,4401668.76194956,10,RAV339360
480552.22877781,4401670.20442391,16,RAV339360
480554.55492552,4401668.87609055,15,RAV339360
480554.69032326,4401668.10589438,14,RAV339360
480557.99946082,4401666.69254414,13,RAV339360
480560.60470867,4401666.20167791,12,RAV339360
480561.33729983,4401664.78234730,11,RAV339360
480563.21446670,4401669.02997579,10,RAV339360
480558.22309288,4401662.76071041,18,RAV339360
480558.41117115,4401660.37189279,17,RAV339360
480559.22311645,4401658.84342440,19,RAV339360
480556.25938917,4401658.83983090,21,RAV339360
480555.79114045,4401658.80862153,20,RAV339360
480554.51788740,4401658.52957475,22,RAV339360
480548.37055901,4401665.09812616,24,RAV339360
480548.12431853,4401662.90233940,23,RAV339360
480547.01440172,4401661.65626209,25,RAV339360
480545.93661412,4401661.67372296,26,RAV339360
480547.52572068,4401659.04778946,27,RAV339360
480546.95383022,4401654.35176371,28,RAV339360
480545.22396308,4401655.89749064,29,RAV339360
480544.91038534,4401658.12163321,30,RAV339360
480543.06809636,4401658.93412023,31,RAV339360
480537.26919641,4401659.30251463,3,RAV339360
480537.25238464,4401659.08073648,32,RAV339360
480536.29757597,4401662.39854342,33,RAV339360
480538.82566715,4401663.38922929,35,RAV339360
480539.62159247,4401663.48349233,34,RAV339360
480540.12273239,4401667.25904922,37,RAV339360
480540.91522952,4401667.77118064,36,RAV339360
480542.35233194,4401668.29043519,40,RAV339360
480537.54822482,4401671.75744398,38,RAV339360
480535.24430431,4401670.07005073,39,RAV339360
480543.13822297,4401671.62824496,41,RAV339360
480546.07964472,4401669.72171988,42,RAV339360
480546.99950080,4401673.53150126,46,RAV339360
480539.42736915,4401677.09096235,43,RAV339360
480538.51257793,4401677.92337690,45,RAV339360
480539.08482634,4401681.15295226,51,RAV339360
480541.28540712,4401679.90991443,44,RAV339360
480545.60697610,4401680.54743594,49,RAV339360
480547.31550474,4401679.58232716,47,RAV339360
480561.92458524,4401657.50047420,54,RAV339360
480566.12539511,4401677.07014184,55,RAV339360
480565.64483637,4401677.54405002,57,RAV339360
480565.68956781,4401675.12728373,58,RAV339360
480565.92360709,4401677.77894774,57,RAV339360
480564.72482850,4401659.57014776,59,RAV339360
480561.54881804,4401656.23634856,60,RAV339360
480562.04862576,4401654.60428666,61,RAV339360
480566.17967996,4401661.67166751,53,RAV339360
480566.23662143,4401672.87872864,52,RAV339360
482148.38338121,4400830.54454168,1,RAV358120
482151.83758945,4400831.67889509,2,RAV358120
482154.86246075,4400834.58527356,3,RAV358120
482156.85572735,4400835.20057566,4,RAV358120
482139.99849259,4400810.75111828,10,RAV358120
482135.21962051,4400814.08855445,13,RAV358120
482128.73073953,4400815.79786878,18,RAV358120
482140.61803214,4400829.19511191,14,RAV358120
482139.76987162,4400836.99273345,15,RAV358120
482154.59452133,4400832.74767516,5,RAV358120
482156.07771139,4400832.84296305,6,RAV358120
482151.46357135,4400822.73795057,7,RAV358120
482149.20568244,4400819.03139381,8,RAV358120
482148.26166857,4400812.39012438,9,RAV358120
482146.47944457,4400813.80032431,17,RAV358120
