XCoord,YCoord,COMMENT,PLOT
495462.40775965,4389771.52567734,14,TOI1577
495462.10636621,4389775.49449331,57,TOI1577
495460.49361998,4389774.09960589,58,TOI1577
495456.54377919,4389773.65937552,15,TOI1577
495456.25001641,4389775.14955253,16,TOI1577
495458.46934017,4389767.92158693,23,TOI1577
495460.94003494,4389765.91834308,24,TOI1577
495466.21178573,4389768.80898584,25,TOI1577
495454.33385562,4389764.46853405,21,TOI1577
495455.66445404,4389763.58725303,59,TOI1577
495453.72427734,4389765.60077670,20,TOI1577
495453.19651044,4389768.83712247,19,TOI1577
495455.10397418,4389767.00115678,60,TOI1577
495457.46776410,4389759.22580220,22,TOI1577
495460.91644408,4389758.83350048,27,TOI1577
495465.42010249,4389762.40861128,34,TOI1577
495466.31953270,4389760.57583902,32,TOI1577
495466.77716227,4389764.04203889,33,TOI1577
495467.17120006,4389758.36981288,31,TOI1577
495462.80636368,4389756.23187907,30,TOI1577
495462.59951176,4389756.26169158,28,TOI1577
495464.00577802,4389761.21884238,61,TOI1577
495463.43662120,4389765.12231038,48,TOI1577
495461.36503219,4389762.46225673,26,TOI1577
495462.02701077,4389762.58614473,62,TOI1577
495467.36900405,4389765.52331254,51,TOI1577
495467.15848678,4389766.41066354,52,TOI1577
495463.05177492,4389754.50861069,29,TOI1577
495469.19121225,4389767.81157803,35,TOI1577
495469.36108287,4389766.79107624,36,TOI1577
495470.45280242,4389763.17099902,37,TOI1577
495468.80330713,4389765.60602348,53,TOI1577
495470.48284509,4389762.51385195,54,TOI1577
495472.65558765,4389760.17903003,39,TOI1577
495468.90453432,4389757.95510119,38,TOI1577
495478.54083472,4389760.21120516,40,TOI1577
495479.94810785,4389759.95589032,41,TOI1577
495479.23814750,4389764.39796902,43,TOI1577
495480.36308739,4389770.18077069,44,TOI1577
495476.73877695,4389767.11907286,42,TOI1577
495476.35613100,4389765.38766965,45,TOI1577
495466.21816194,4389767.22254947,50,TOI1577
495458.99275051,4389775.39853451,47,TOI1577
495473.35060270,4389832.05554474,1,TOI1577360
495475.90350908,4389830.54831202,2,TOI1577360
495474.91932498,4389830.49756091,71,TOI1577360
495475.39321477,4389832.80462080,3,TOI1577360
495480.66768868,4389832.44242264,103,TOI1577360
495486.16521015,4389829.96277531,104,TOI1577360
495486.28655508,4389830.10713764,105,TOI1577360
495480.00879760,4389833.78036083,4,TOI1577360
495483.03404623,4389837.24334818,8,TOI1577360
495482.81072516,4389837.66347843,7,TOI1577360
495483.56279276,4389837.29998470,6,TOI1577360
495486.09682167,4389838.97439376,106,TOI1577360
495485.22081076,4389838.07416940,107,TOI1577360
495485.15083726,4389836.25394436,108,TOI1577360
495482.69934018,4389839.53583613,11,TOI1577360
495482.93190540,4389840.08231646,10,TOI1577360
495478.87244537,4389835.60393880,5,TOI1577360
495473.90449619,4389835.04891133,20,TOI1577360
495474.16011617,4389836.04748472,18,TOI1577360
495475.10207333,4389835.42633825,17,TOI1577360
495474.60841460,4389835.53935697,19,TOI1577360
495474.79990309,4389837.34435122,16,TOI1577360
495474.97370183,4389837.63990894,15,TOI1577360
495476.05529301,4389838.23346792,14,TOI1577360
495476.78537515,4389839.86173355,13,TOI1577360
495479.45888533,4389840.30766928,12,TOI1577360
495479.87886648,4389841.90938632,26,TOI1577360
495478.94846793,4389841.38052355,23,TOI1577360
495477.06416860,4389841.38704579,24,TOI1577360
495478.21733183,4389844.23829346,25,TOI1577360
495477.84259017,4389845.01198983,109,TOI1577360
495478.35939696,4389845.63433417,27,TOI1577360
495478.59653755,4389846.25782658,99,TOI1577360
495477.00729540,4389846.28690239,29,TOI1577360
495476.86704458,4389843.96383440,28,TOI1577360
495474.54840906,4389838.97553452,21,TOI1577360
495471.43625330,4389841.68812167,33,TOI1577360
495471.62589293,4389842.17619681,100,TOI1577360
495472.91106604,4389846.61122050,30,TOI1577360
495471.87340957,4389847.97009982,31,TOI1577360
495470.15539635,4389843.90511348,32,TOI1577360
495469.08607083,4389841.11084864,39,TOI1577360
495470.52894976,4389840.64647467,38,TOI1577360
495470.82681154,4389837.94403529,35,TOI1577360
495470.47195895,4389838.11767907,34,TOI1577360
495469.58598513,4389836.48901268,60,TOI1577360
495469.37409433,4389835.63749790,61,TOI1577360
495469.14355214,4389838.17474525,36,TOI1577360
495469.53591218,4389839.77312292,37,TOI1577360
495466.77160373,4389840.94663983,41,TOI1577360
495463.79839679,4389840.86318443,47,TOI1577360
495466.38878873,4389841.85253530,42,TOI1577360
495466.83010798,4389842.82176302,43,TOI1577360
495465.65812070,4389843.02174934,46,TOI1577360
495465.48903902,4389845.31836281,45,TOI1577360
495465.66737142,4389845.81459250,44,TOI1577360
495463.15153920,4389842.67395064,48,TOI1577360
495461.48933548,4389843.31389054,51,TOI1577360
495461.49128008,4389843.05473310,53,TOI1577360
495461.31593204,4389840.09972797,50,TOI1577360
495459.51892748,4389837.61105365,55,TOI1577360
495457.06934867,4389839.98550160,54,TOI1577360
495457.89202614,4389835.96337191,57,TOI1577360
495458.11119718,4389835.74693166,56,TOI1577360
495465.20543588,4389839.21080979,49,TOI1577360
495465.51131899,4389839.41343587,40,TOI1577360
495463.41685585,4389839.93260072,110,TOI1577360
495467.09053332,4389836.33459617,59,TOI1577360
495463.86569216,4389834.26339971,58,TOI1577360
495464.65454961,4389832.18216896,62,TOI1577360
495465.41325274,4389831.53427078,63,TOI1577360
495465.35152228,4389831.54211066,64,TOI1577360
495464.05336670,4389832.32315455,65,TOI1577360
495464.20463062,4389828.14359798,96,TOI1577360
495458.90550296,4389829.06718558,68,TOI1577360
495461.68831069,4389827.51628876,93,TOI1577360
495462.26276277,4389831.71045342,66,TOI1577360
495459.98934778,4389831.83506762,67,TOI1577360
495460.07461606,4389826.60791611,90,TOI1577360
495459.21662558,4389826.55837016,92,TOI1577360
495457.80433953,4389825.57933347,94,TOI1577360
495455.00167681,4389832.55391935,85,TOI1577360
495456.21394094,4389828.21929776,89,TOI1577360
495456.72741498,4389828.69798246,87,TOI1577360
495456.21162274,4389828.56671406,91,TOI1577360
495464.50247904,4389826.49751917,97,TOI1577360
495467.98929547,4389825.40855517,95,TOI1577360
495461.06799794,4389820.91696464,84,TOI1577360
495460.33879113,4389821.55067450,88,TOI1577360
495460.29363715,4389819.69441028,86,TOI1577360
495457.07049201,4389822.34982428,80,TOI1577360
495462.78271666,4389817.56121631,81,TOI1577360
495464.27199084,4389816.13821230,82,TOI1577360
495463.72622078,4389819.17132783,83,TOI1577360
495466.84850597,4389820.58227512,78,TOI1577360
495470.80997289,4389829.93171681,69,TOI1577360
495475.60638466,4389819.56573697,76,TOI1577360
495473.47600280,4389818.96573362,77,TOI1577360
495468.76538575,4389816.00610603,79,TOI1577360
495477.95109328,4389818.43787137,75,TOI1577360
495477.52784264,4389816.83263890,102,TOI1577360
495481.10001922,4389824.96301113,74,TOI1577360
495483.98701438,4389825.80949703,101,TOI1577360
495479.90473592,4389826.53118150,73,TOI1577360
495481.73175560,4389829.55551254,9,TOI1577360
495474.34977371,4389841.30086747,22,TOI1577360
495463.24915297,4389844.04308197,52,TOI1577360
495475.28384031,4389830.42363116,70,TOI1577360
495475.94664363,4389830.66253599,72,TOI1577360
579021.88327509,4450420.70540754,28,SS32
579028.28531556,4450421.76671902,30,SS32
579030.34979822,4450421.03418990,26,SS32
579028.14249896,4450433.77680496,6,SS32
579027.26649514,4450435.60717606,7,SS32
579023.61946610,4450432.43129673,8,SS32
579023.19673605,4450424.96383964,5,SS32
579020.12432459,4450425.65566793,9,SS32
579016.14890464,4450424.29128365,10,SS32
579012.80706085,4450434.20353980,14,SS32
579012.70195999,4450434.05949545,13,SS32
579012.54562644,4450432.42265002,12,SS32
579028.33664061,4450417.36287463,36,SS32
579035.92055300,4450425.71408276,29,SS32
579027.84839128,4450429.13024791,1,SS32
579024.89218922,4450416.20374305,32,SS32
579020.99573430,4450408.63158301,34,SS32
579022.16293523,4450413.12722542,33,SS32
579032.51208275,4450432.39581141,4,SS32
579031.59572283,4450432.08458844,3,SS32
579025.68262183,4450430.86144708,2,SS32
579011.78927470,4450484.65014713,65,SS32360
579009.23007164,4450484.49189970,66,SS32360
579008.74600547,4450486.11857508,68,SS32360
579007.40755449,4450484.76221906,67,SS32360
579020.19735367,4450487.86767398,58,SS32360
579014.17082216,4450479.36250336,64,SS32360
579014.21593763,4450502.21913641,97,SS32360
579017.77485306,4450478.69625480,96,SS32360
577609.52129084,4435322.01717663,2,SS256
577611.36572207,4435324.41053596,25,SS256
577614.37145706,4435331.30224412,3,SS256
577621.04942014,4435325.34788120,31,SS256
577620.74739089,4435323.22956957,28,SS256
577620.55556494,4435323.19998960,30,SS256
577620.38998372,4435323.31446215,29,SS256
577619.88976641,4435319.85483908,4,SS256
577621.11823728,4435315.48056615,5,SS256
577610.59714982,4435315.93357948,1,SS256
577619.25618076,4435313.88517226,26,SS256
577618.96143934,4435312.16774582,6,SS256
577617.35174402,4435308.90207113,7,SS256
577616.46512851,4435307.19577014,8,SS256
577615.57675582,4435302.23321815,9,SS256
577607.91840853,4435310.07931714,10,SS256
577606.40269463,4435311.22358409,13,SS256
577606.83847817,4435306.48382099,12,SS256
577608.96060562,4435304.18252763,32,SS256
577608.66844854,4435304.18749603,33,SS256
577611.40324683,4435300.59215958,11,SS256
577602.84584989,4435301.96597470,18,SS256
577601.71847485,4435305.69028714,17,SS256
577604.51841533,4435310.75544441,14,SS256
577598.22530081,4435303.48507777,16,SS256
577600.53029926,4435304.21756915,40,SS256
577599.16500879,4435303.94071365,41,SS256
577594.92743139,4435303.28108074,39,SS256
577594.32823222,4435311.35213625,38,SS256
577598.02329362,4435309.76055425,15,SS256
577590.46125493,4435312.71035993,19,SS256
577594.65286950,4435316.68559307,20,SS256
577595.75597559,4435323.33436188,21,SS256
577599.06713527,4435328.77162582,35,SS256
577601.98871848,4435327.59194677,22,SS256
577607.32106892,4435328.19028451,23,SS256
577607.34393315,4435321.90612816,24,SS256
577616.19513339,4435313.45396895,27,SS256
577619.23800957,4435313.75281818,26,SS256
577598.96213208,4435318.94078558,36,SS256
577593.62457965,4435320.59917225,37,SS256
577612.25516300,4435306.06590479,34,SS256
576815.08931671,4422163.39729119,1,SS452
576824.91028047,4422163.31847690,3,SS452
576824.78646325,4422164.48175490,4,SS452
576823.95153712,4422165.71235060,2,SS452
576818.64501866,4422170.34449290,12,SS452
576818.98781725,4422171.29509539,11,SS452
576818.81017003,4422172.00742218,10,SS452
576819.61211659,4422172.03613641,9,SS452
576819.69461154,4422174.15946693,8,SS452
576819.91195093,4422173.61791141,43,SS452
576820.34830047,4422172.73499855,7,SS452
576824.14411659,4422171.84884878,6,SS452
576824.04906741,4422169.98768282,5,SS452
576810.01391566,4422175.19747288,13,SS452
576808.71353615,4422171.92989247,14,SS452
576805.86051239,4422169.42808332,15,SS452
576805.72027596,4422167.67947292,16,SS452
576803.95967961,4422165.80623945,17,SS452
576813.83548364,4422178.70869572,33,SS452
576814.67291665,4422180.05910019,34,SS452
576795.13268928,4422164.24345797,18,SS452
576792.53625552,4422164.17529503,19,SS452
576793.40065612,4422160.21469467,20,SS452
576794.60321326,4422158.74878057,21,SS452
576798.96168361,4422160.97876415,23,SS452
576800.07192064,4422162.74487372,22,SS452
576800.01915320,4422159.30472280,24,SS452
576801.59335665,4422158.99026255,26,SS452
576801.69421697,4422160.57937495,27,SS452
576800.37108564,4422160.72279618,25,SS452
576803.26940136,4422160.35646423,28,SS452
576803.33010796,4422159.48320758,29,SS452
576804.99040152,4422158.34287141,29,SS452
576803.57715797,4422153.41663613,31,SS452
576803.00614833,4422150.16551651,32,SS452
576803.38831363,4422148.96014824,44,SS452
576802.57726463,4422148.86868051,45,SS452
576810.45733980,4422149.92074088,35,SS452
576812.65429818,4422149.41698003,36,SS452
576813.01626703,4422150.10489076,37,SS452
576816.48228396,4422147.88047044,38,SS452
576814.69986082,4422150.17045890,39,SS452
576815.23873155,4422154.04706226,42,SS452
576816.23957668,4422151.82586845,40,SS452
576816.37627861,4422153.34114083,41,SS452
574043.34564417,4413518.78472837,1,SS604
574046.34128107,4413517.25632129,5,SS604
574048.27919063,4413520.16253796,4,SS604
574048.96192517,4413514.97685606,6,SS604
574052.63017320,4413516.42095738,7,SS604
574045.38733843,4413522.74292132,3,SS604
574043.57561268,4413522.87944653,2,SS604
574042.17258689,4413530.79833093,13,SS604
574033.03006164,4413532.63610291,14,SS604
574031.27095468,4413520.65876030,12,SS604
574033.61780154,4413521.46714893,15,SS604
574031.64282764,4413510.63924099,16,SS604
574034.44227538,4413506.51404313,17,SS604
574038.22082319,4413505.57524781,10,SS604
574048.38045503,4413510.56718818,8,SS604
574051.18674464,4413510.68436786,9,SS604
574041.81763490,4413513.36314729,18,SS604
574040.24684398,4413512.93778039,11,SS604
579069.16563560,4450375.46700574,1,SS32120
579072.41557640,4450377.82580026,2,SS32120
579072.40620845,4450378.48231846,5,SS32120
579067.22123050,4450380.08114315,3,SS32120
579071.04070996,4450381.77078402,4,SS32120
579077.59840793,4450374.61242988,7,SS32120
579075.22725867,4450375.06715136,6,SS32120
579076.61380206,4450380.70825332,8,SS32120
579073.52535717,4450383.77347882,9,SS32120
579066.41321388,4450381.11334868,16,SS32120
579065.42429269,4450383.87330961,15,SS32120
579064.86204287,4450385.17937744,14,SS32120
579066.17380612,4450387.85237140,13,SS32120
579067.43448376,4450388.36015677,12,SS32120
579072.70745445,4450388.80986096,11,SS32120
579070.29408346,4450386.25756803,10,SS32120
579060.50128418,4450377.95582351,17,SS32120
579059.77159902,4450383.39350237,18,SS32120
579061.33699649,4450387.35028953,19,SS32120
579061.49361384,4450388.42297048,20,SS32120
579059.35457457,4450387.82235991,21,SS32120
579057.82680379,4450384.83699014,27,SS32120
579057.11250646,4450385.49007901,28,SS32120
579058.67352911,4450392.46604147,24,SS32120
579063.84501398,4450390.86366957,22,SS32120
579061.20845881,4450391.68027895,23,SS32120
579062.79605171,4450391.54519123,61,SS32120
579057.53706961,4450390.53098400,62,SS32120
579057.43518893,4450388.78663939,26,SS32120
579056.14094129,4450390.50756391,25,SS32120
579052.43261394,4450386.93788692,29,SS32120
579052.17051784,4450381.37181621,31,SS32120
579053.31028168,4450380.45475194,32,SS32120
579050.05270060,4450387.15090573,30,SS32120
579057.73297577,4450382.85744653,33,SS32120
579052.90954121,4450378.99362042,34,SS32120
579050.90095054,4450378.76991337,35,SS32120
579048.91057992,4450378.96864915,36,SS32120
579048.35063405,4450377.54126505,37,SS32120
579046.55215247,4450378.82207652,38,SS32120
579047.25329694,4450376.03496202,63,SS32120
579048.75508970,4450374.85201523,39,SS32120
579064.57771717,4450375.73298714,53,SS32120
579062.26734205,4450373.10318494,51,SS32120
579061.25560493,4450363.76849771,50,SS32120
579066.11874289,4450375.05243258,55,SS32120
579068.09526741,4450374.25601485,57,SS32120
579072.04817605,4450372.39090404,59,SS32120
579074.42143424,4450371.40955658,58,SS32120
579073.95770452,4450368.85491840,56,SS32120
579076.36111889,4450372.70359775,60,SS32120
579070.84920911,4450367.84502903,54,SS32120
579068.46711892,4450365.71831934,52,SS32120
579047.39401708,4450371.49627193,40,SS32120
579049.94949441,4450372.06958782,41,SS32120
579051.79782103,4450374.00360412,42,SS32120
579060.17087295,4450372.67877803,49,SS32120
579057.90967289,4450370.70199162,48,SS32120
579057.47224107,4450372.68700493,47,SS32120
579054.78478848,4450368.47958417,46,SS32120
579055.67531352,4450366.46259567,45,SS32120
579054.09938919,4450367.04606925,43,SS32120
579052.33072806,4450367.49106008,44,SS32120
579066.54913077,4450367.07304530,65,SS32120
579064.05224081,4450373.60585432,66,SS32120
579063.24305583,4450375.14551798,67,SS32120
579070.01457035,4450373.70959076,64,SS32120
579074.93464273,4450387.14256353,68,SS32120
578988.12887471,4450377.44189979,44,SS32240
578986.20756782,4450380.34276098,57,SS32240
578988.87635167,4450377.85188030,1,SS32240
578992.31501767,4450379.69858102,2,SS32240
578990.67634285,4450386.14004315,8,SS32240
578990.25016131,4450386.28660137,9,SS32240
578993.46786936,4450387.89523934,7,SS32240
578994.30565609,4450389.85083018,6,SS32240
578989.85785251,4450389.95980561,11,SS32240
578989.62145963,4450388.27972040,10,SS32240
578983.91977075,4450388.68538427,13,SS32240
578983.53610324,4450391.71537248,14,SS32240
578988.75359908,4450391.29771342,12,SS32240
578982.38178927,4450391.14477774,15,SS32240
578980.63622015,4450391.91113203,16,SS32240
578979.89578054,4450389.04952139,17,SS32240
578979.50894031,4450387.31627413,19,SS32240
578981.57044172,4450386.04847179,20,SS32240
578978.08117022,4450389.80420554,18,SS32240
578976.10713836,4450388.45430044,22,SS32240
578975.27949489,4450390.19877439,23,SS32240
578973.03303589,4450387.22521558,24,SS32240
578968.13108711,4450378.95390593,25,SS32240
578969.05713209,4450377.09106371,60,SS32240
578974.10428448,4450372.52216142,26,SS32240
578974.91766625,4450373.47210682,27,SS32240
578976.09449234,4450375.30825905,28,SS32240
578977.37076974,4450374.49307818,29,SS32240
578981.49128902,4450374.84317251,30,SS32240
578983.08137438,4450374.45070479,42,SS32240
578982.62381439,4450379.66986986,21,SS32240
578985.43032153,4450369.83773271,45,SS32240
578985.18512261,4450365.42979954,41,SS32240
578982.25182185,4450366.69771204,43,SS32240
578980.96944748,4450364.83359513,61,SS32240
578988.92805508,4450366.78726075,48,SS32240
578989.82197802,4450367.00576961,50,SS32240
578991.94334577,4450368.43335230,52,SS32240
578994.32364933,4450366.96400606,54,SS32240
578992.42739626,4450364.64599716,56,SS32240
578995.71840654,4450368.83846487,55,SS32240
578995.52544669,4450372.97991538,53,SS32240
578997.51863429,4450375.02188777,4,SS32240
578994.62329972,4450381.25870985,3,SS32240
578994.71688846,4450386.24667507,5,SS32240
578980.65267865,4450371.85400660,31,SS32240
578978.69551262,4450372.07378812,33,SS32240
578976.63010441,4450370.84161801,34,SS32240
578976.95757747,4450365.54610696,37,SS32240
578975.42504813,4450365.90821659,36,SS32240
578975.99286217,4450366.20655927,35,SS32240
578973.98916962,4450366.16916645,39,SS32240
578978.98947979,4450362.97413705,38,SS32240
578979.88365564,4450370.52765773,32,SS32240
578971.70308786,4450369.43283375,40,SS32240
578988.34091530,4450370.78000548,46,SS32240
578989.98023296,4450372.80360583,49,SS32240
578995.01592691,4450374.54766702,51,SS32240
578989.40320191,4450367.06967726,48,SS32240
578991.34851943,4450389.07511464,58,SS32240
578972.64449860,4450365.80113940,59,SS32240
578989.28963292,4450364.21743032,62,SS32240
579024.08370237,4450488.13085975,1,SS32360
579024.94248145,4450489.85803601,21,SS32360
579025.86536807,4450494.73571980,20,SS32360
579025.06946918,4450497.34303375,18,SS32360
579027.98563186,4450495.31866807,19,SS32360
579027.33440825,4450499.68562466,16,SS32360
579028.53097767,4450500.37994555,15,SS32360
579029.63964092,4450500.88919337,13,SS32360
579025.33236564,4450498.54701046,17,SS32360
579031.90073027,4450500.77379058,10,SS32360
579032.17219816,4450497.13660957,8,SS32360
579029.88416514,4450496.23217836,12,SS32360
579030.71517809,4450496.67259778,11,SS32360
579026.84690394,4450502.79692528,91,SS32360
579027.71040095,4450503.64188615,14,SS32360
579026.74659084,4450504.59680188,35,SS32360
579031.59167621,4450487.73508870,2,SS32360
579032.46075053,4450491.62971137,4,SS32360
579033.93361381,4450489.71840541,3,SS32360
579034.80024163,4450487.39240995,6,SS32360
579035.61697594,4450486.42786628,7,SS32360
579034.50722545,4450490.80299403,5,SS32360
579033.49608331,4450495.62339785,9,SS32360
579024.46894294,4450487.20506906,72,SS32360
579024.43955890,4450486.37859671,73,SS32360
579025.95005670,4450485.94167348,70,SS32360
579027.46377439,4450487.06779566,71,SS32360
579031.28617721,4450486.22860021,82,SS32360
579032.72421866,4450486.59291882,84,SS32360
579033.82126209,4450484.48609112,86,SS32360
579035.74631178,4450483.27152142,88,SS32360
579033.88064294,4450479.34211055,90,SS32360
579029.43904874,4450478.84713842,87,SS32360
579029.76859876,4450479.64415136,89,SS32360
579031.48586245,4450484.11139912,92,SS32360
579021.40661398,4450483.70393725,74,SS32360
579020.05543363,4450479.40171491,75,SS32360
579018.78102506,4450477.47130024,76,SS32360
579021.09109155,4450478.61174586,93,SS32360
579021.29149183,4450476.85086954,81,SS32360
579020.48234225,4450474.49417879,78,SS32360
579020.50844888,4450473.80125409,79,SS32360
579017.88836820,4450473.36235772,77,SS32360
579028.40034794,4450474.94938801,83,SS32360
579027.12939703,4450476.63824772,94,SS32360
579028.93912927,4450474.03550084,85,SS32360
579022.67432771,4450476.96993023,80,SS32360
579021.31221298,4450493.31151538,22,SS32360
579020.13678189,4450496.50421158,24,SS32360
579021.34600480,4450496.42764691,23,SS32360
579020.84570158,4450495.71095706,25,SS32360
579019.17959905,4450496.94949106,26,SS32360
579023.63921239,4450500.01627496,34,SS32360
579024.54584431,4450503.65521371,36,SS32360
579022.16343270,4450502.55667872,33,SS32360
579019.12826980,4450503.41813344,30,SS32360
579020.36604986,4450503.39041676,31,SS32360
579022.30000943,4450500.21483975,32,SS32360
579023.19520937,4450500.08717866,28,SS32360
579018.07341617,4450499.49267432,27,SS32360
579016.66541655,4450502.06672546,29,SS32360
579020.00032596,4450501.26843086,95,SS32360
579014.51740644,4450491.39108836,43,SS32360
579015.94922261,4450493.30763591,37,SS32360
579012.99924514,4450495.32897036,38,SS32360
579012.10115165,4450497.04061367,39,SS32360
579011.13260687,4450498.08030630,40,SS32360
579010.15041437,4450497.05942948,41,SS32360
579010.36726172,4450499.82707843,46,SS32360
579013.09628515,4450502.02569171,45,SS32360
579012.46139122,4450502.03197351,44,SS32360
579007.71981911,4450492.57087156,47,SS32360
579010.43535756,4450491.04471954,49,SS32360
579012.35091569,4450493.12493408,42,SS32360
579009.36497907,4450492.89233178,48,SS32360
579018.26615961,4450488.53118531,57,SS32360
579014.76224189,4450480.14837466,62,SS32360
579016.09842209,4450477.98585507,61,SS32360
579014.09611366,4450475.75993413,63,SS32360
577672.84407652,4435297.98757278,1,SS256120
577672.93294095,4435294.13048223,2,SS256120
577677.10997948,4435293.57935180,3,SS256120
577679.07730077,4435296.91334164,4,SS256120
577677.91089493,4435300.03089161,5,SS256120
577676.27289502,4435300.83398774,6,SS256120
577675.69729693,4435302.95192989,7,SS256120
577677.08941876,4435303.08618025,8,SS256120
577678.16701854,4435303.09381614,9,SS256120
577683.64341964,4435298.22051300,10,SS256120
577680.05706740,4435292.60531172,11,SS256120
577680.13275961,4435290.86164807,12,SS256120
577678.95041198,4435290.39990320,13,SS256120
577681.93942412,4435289.53177440,14,SS256120
577688.06779800,4435287.51069679,15,SS256120
577685.70822178,4435285.42691917,16,SS256120
577681.09134320,4435286.42764702,17,SS256120
577679.90939495,4435286.16702388,18,SS256120
577679.95257189,4435283.13050829,19,SS256120
577682.50794452,4435278.82466933,20,SS256120
577681.75409003,4435277.70805676,21,SS256120
577675.28455399,4435282.76008665,22,SS256120
577671.23519778,4435287.85322379,23,SS256120
577670.88241764,4435284.66547648,24,SS256120
577673.17103361,4435280.35292186,25,SS256120
577673.68237630,4435279.12126364,52,SS256120
577672.20698884,4435278.15437800,26,SS256120
577667.32886418,4435274.25130854,27,SS256120
577666.25197921,4435284.09653616,28,SS256120
577665.26995138,4435281.34891331,29,SS256120
577669.60952520,4435286.97026937,30,SS256120
577662.43573901,4435286.36511005,31,SS256120
577663.39219088,4435284.72707143,32,SS256120
577660.52241054,4435285.72897220,33,SS256120
577659.37604824,4435282.31507555,51,SS256120
577657.31630712,4435282.34643623,50,SS256120
577659.46968497,4435277.09731785,55,SS256120
577659.15433687,4435275.07449729,56,SS256120
577656.61312229,4435286.93399051,36,SS256120
577658.71453444,4435287.66706271,34,SS256120
577658.09156564,4435286.48183004,35,SS256120
577658.93250895,4435289.92327410,44,SS256120
577658.19960878,4435290.70356577,45,SS256120
577656.54388136,4435292.62671613,46,SS256120
577659.72922878,4435290.67382897,62,SS256120
577659.03743963,4435293.58656290,47,SS256120
577666.19461087,4435291.44656572,43,SS256120
577661.85994391,4435295.60194133,58,SS256120
577659.10137082,4435296.32201589,48,SS256120
577659.96559968,4435298.19780129,49,SS256120
577664.91035309,4435300.86735903,41,SS256120
577663.05297257,4435302.32002404,41,SS256120
577671.09137746,4435301.89742880,59,SS256120
577671.41446030,4435294.99390324,40,SS256120
577671.42904971,4435293.07264145,38,SS256120
577670.11996240,4435293.03711326,37,SS256120
577669.05770870,4435294.08815847,39,SS256120
577676.87871355,4435288.07697401,60,SS256120
577684.59872938,4435295.86452893,61,SS256120
577660.18509379,4435287.24407109,54,SS256120
577671.66749202,4435302.57004629,59,SS256120
577677.98141976,4435274.34268886,53,SS256120
577530.82664162,4435316.82749806,1,SS256240
577542.23286451,4435313.89541248,2,SS256240
577542.11034602,4435316.11617507,3,SS256240
577539.51820145,4435322.10192479,4,SS256240
577537.04061491,4435321.87443848,5,SS256240
577534.89431491,4435322.63215875,6,SS256240
577534.70871994,4435322.78446073,64,SS256240
577534.25027830,4435322.65159630,7,SS256240
577534.12789709,4435321.69395806,8,SS256240
577528.00268692,4435320.96069741,9,SS256240
577528.62749022,4435324.10816703,10,SS256240
577530.46980474,4435324.40400887,72,SS256240
577528.50883613,4435325.57142242,65,SS256240
577530.25803737,4435326.62098524,66,SS256240
577530.64473670,4435326.85609809,67,SS256240
577531.45743374,4435325.67792464,68,SS256240
577533.91533577,4435326.78241835,11,SS256240
577531.74815716,4435328.38286400,12,SS256240
577528.67613440,4435331.47984075,13,SS256240
577525.34695871,4435324.24211595,14,SS256240
577518.17658541,4435329.06714182,15,SS256240
577524.14006849,4435320.88402455,69,SS256240
577517.52164630,4435328.58123078,16,SS256240
577513.42937275,4435322.42574159,17,SS256240
577511.65792728,4435312.11877205,18,SS256240
577510.26820044,4435312.56682351,19,SS256240
577514.97737634,4435317.49735099,20,SS256240
577516.75452272,4435316.33250918,21,SS256240
577519.89244783,4435313.67263260,22,SS256240
577522.53955251,4435315.67988788,23,SS256240
577520.39615482,4435313.00154719,24,SS256240
577514.19622875,4435309.13013681,31,SS256240
577518.09658069,4435307.46180963,30,SS256240
577520.23053956,4435305.90362626,29,SS256240
577521.76990099,4435307.83496655,28,SS256240
577524.21097959,4435313.32835759,26,SS256240
577525.13659034,4435314.64265946,25,SS256240
577526.61176977,4435315.19189155,59,SS256240
577518.91709641,4435304.74724528,33,SS256240
577515.93827270,4435305.01253197,32,SS256240
577519.52587523,4435302.53042716,70,SS256240
577519.77678840,4435301.35009201,74,SS256240
577524.74883024,4435308.68604434,27,SS256240
577526.35458817,4435310.30504666,58,SS256240
577529.79708243,4435308.34043158,57,SS256240
577534.00447669,4435310.75993316,60,SS256240
577537.75353721,4435309.67300099,61,SS256240
577537.10818223,4435312.22016812,62,SS256240
577517.32727356,4435300.51728384,34,SS256240
577541.04700440,4435311.62501260,63,SS256240
577512.17319696,4435308.66178472,75,SS256240
577534.64284670,4435304.08864665,76,SS256240
577608.82178811,4435382.24613948,1,SS256360
577609.45030718,4435380.06650881,2,SS256360
577614.79124883,4435377.86021948,5,SS256360
577613.18346679,4435381.06105653,3,SS256360
577615.37937649,4435379.18736750,4,SS256360
577618.06027814,4435387.94279647,9,SS256360
577617.82751292,4435385.91972256,7,SS256360
577616.47353952,4435386.40521932,8,SS256360
577609.08321285,4435377.70002371,45,SS256360
577603.29063472,4435377.76686614,35,SS256360
577600.71838748,4435369.47174591,36,SS256360
577604.77037294,4435369.89643391,38,SS256360
577604.33259921,4435366.47089457,37,SS256360
577605.88562676,4435376.38445742,39,SS256360
577606.72817350,4435375.54964340,40,SS256360
577610.82583041,4435373.74694903,44,SS256360
577612.50044830,4435376.11124336,43,SS256360
577613.80674394,4435371.09854069,41,SS256360
577613.21711237,4435383.36091334,12,SS256360
577614.46456084,4435382.83364146,6,SS256360
