"","X","plot","year","Pndjfm","VPDaso","VPDmjj","logP","vpdtot","tmean","tmax","vpdmax","ppt_tot","stdP","stdVPD","MAP_anom","fdsi","MAT_anom"
"6939",6939,"SHO424360",2014,32.2099990844727,5.2072,0,3.47227693491941,2.6036,10.4126672161122,24.2520008087158,26.0891,317.739001274109,-0.809137162001516,-0.910347759123819,-1.26453152644405,0.153774393828671,1.57742950566592
"6940",6940,"SHO424360",2015,73.4739990234375,8.5851,0,4.29693158884964,4.29255,10.5955003301303,22.6830005645752,23.1813,388.830998420715,0.674978039328122,1.13337454827555,69.8274656201619,-0.337699409729936,1.76026261968402
"6941",6941,"SHO424360",2016,111.611999511719,9.3915,0,4.71502856667352,4.69575,10.1213337878386,22.601001739502,23.0512,357.873996019363,1.42741917024412,1.62126870401931,38.87046321881,-0.279846039343405,1.28609607739232
"6942",6942,"SHO424360",2017,74,7.0862,0,4.30406509320417,3.5431,10.2660838762919,24.2490005493164,26.0871,356.462005138397,0.687816070618981,0.226498866176935,37.4584723378439,0.175799706013268,1.43084616584562
"6943",6943,"SHO424360",2018,47.2340002059936,6.1134,0,3.85511397661609,3.0567,9.25175054868062,22.5460014343262,22.9231,372.402995347977,-0.120152663452646,-0.362071861386967,53.399462547424,0.149893070457537,0.41651283823434
"6944",6944,"SHO424360",2019,100.265998840332,5.4302,0,4.60782664288339,2.7151,8.28850803772609,21.8839988708496,21.7769,408.336007118225,1.23448991925347,-0.775426632225432,89.3324743176719,0.977414478517767,-0.546729672720192
"6945",6945,"SHO446",1896,51.3700008392334,5.8936,0,3.93905436081621,2.9468,7.88133355975152,19.8020000457764,18.3961,470.448998451233,-0.368777451386018,0.0918962590699394,83.1502317025538,-0.213723983689014,0.172083061066421
"6946",6946,"SHO446",1897,108.535997390747,6.5857,0,4.68708189114257,3.29285,7.37933379411697,21.7720012664795,21.5864,420.93499994278,1.00123446920643,0.553026590063632,33.6362331941007,0.130848276015195,-0.329916704568129
"6947",6947,"SHO446",1898,81.5779991149903,4.7595,0,4.40155960692756,2.37975,7.07300030440093,19.863000869751,18.4932,320.781004428864,0.478300596974905,-0.6637285182454,-66.5177623198153,0.582140232886382,-0.63625019428417
"6948",6948,"SHO446",1899,77.4160003662109,4.601,0,4.34919348230907,2.3005,7.56391716003418,19.1460018157959,17.4198,368.918002009392,0.382392074822971,-0.769333427163909,-18.3807647392873,0.599079232133896,-0.14533333865092
"6949",6949,"SHO446",1900,62.4600009918213,3.8305,0,4.13452636773424,1.91525,8.34516714016597,19.4620018005371,17.8917,275.14400306344,-0.0107706016875969,-1.28269987714316,-112.154763685239,0.713572866457628,0.63591664148087
"6950",6950,"SHO446",1901,59.1129999160767,4.4926,0,4.07945086496239,2.2463,7.80308376438915,20.6440010070801,19.7251,359.081004619598,-0.111641348112045,-0.841557856985779,-28.2177621290813,0.422150206742737,0.0938332657040508
"6951",6951,"SHO446",1902,57.2380008697509,6.5236,0,4.04721802867218,3.2618,7.23841708401839,18.3310012817383,16.2468,304.617003075778,-0.170675766180623,0.511650786632468,-82.6817636729013,-0.361621777633656,-0.47083341466671
"6952",6952,"SHO446",1903,73.8270015716553,5.7891,0,4.30172453964519,2.89455,7.4200003494819,19.859001159668,18.4991,334.475004196167,0.295452738139653,0.0222703096567899,-52.8237625525123,0.117527831373645,-0.289250149203199
"6953",6953,"SHO446",1904,80.9530038833618,6.8416,0,4.39386878732104,3.4208,8.20758377760649,19.5110015869141,17.9579,429.01099729538,0.464214866018636,0.723526881497363,41.7122305467007,-0.200920512590324,0.498333278921391
"6954",6954,"SHO446",1905,22.613000869751,4.7226,0,3.11852500060329,2.3613,7.40783381958803,20.0770015716553,18.8304,260.118000984192,-1.87157642483736,-0.688314140574063,-127.180765764487,-0.438037708206962,-0.30141667909707
"6955",6955,"SHO446",1906,47.6389999389648,3.9234,0,3.86365175222152,1.9617,7.31233371297518,20.3580017089844,19.267,478.126001358032,-0.506877278505243,-1.22080274125338,90.8272346093527,0.460623532559589,-0.396916785709919
"6956",6956,"SHO446",1907,68.1519985198974,4.999,0,4.22174048302287,2.4995,7.17100034405788,18.1110000610352,15.9316,504.315001308918,0.148961992027527,-0.504155170068852,117.016234560239,0.347870171730669,-0.538250154627219
"6957",6957,"SHO446",1908,80.0579986572265,6.0885,0,4.38275135521583,3.04425,6.86791704098384,20.2800006866455,19.1435,404.280999183655,0.443853296566948,0.221753651803172,16.9822324349757,0.0711134054796806,-0.84133345770126
"6958",6958,"SHO446",1909,49.7899990081787,2.7992,0,3.907814140734,1.3996,7.34200054345032,19.5110015869141,17.9631,484.793000221253,-0.425993893534725,-1.96983137599274,97.4942334725737,0.915668257400656,-0.367249955234779
"6959",6959,"SHO446",1910,174.176002502442,5.6595,0,5.16006629661911,2.82975,8.46591713031133,19.6560001373291,18.1797,272.426001548767,1.86750509092335,-0.0640791931560731,-114.872765199912,0.857586588173677,0.756666631626231
"6960",6960,"SHO446",1911,90.4020004272461,6.3642,0,4.50426639577328,3.1821,6.44825036575397,19.4260005950928,17.8351,382.013997077942,0.666408011929294,0.40544622838887,-5.28476967073726,0.0661696373511223,-1.26100013293113
"6961",6961,"SHO446",1912,59.6759986877442,4.4698,0,4.08892990753093,2.2349,6.95558368166288,17.5150012969971,15.1112,448.148002624512,-0.0942804879989996,-0.856748973221376,60.8492358758327,0.438296010284411,-0.75366681702222
"6962",6962,"SHO446",1913,57.7280006408691,4.1282,0,4.05574233554169,2.0641,7.08183370530605,19.2400016784668,17.554,419.864999771118,-0.15506350386065,-1.08434920594417,32.5662330224387,0.539007613630049,-0.62741679337905
"6963",6963,"SHO446",1914,98.7270011901856,4.9173,0,4.59235847731608,2.45865,7.94750034560759,18.8690013885498,17.0152,310.230992794037,0.827748600250665,-0.558590003246405,-77.0677739546423,0.67701978592828,0.238249846922491
"6964",6964,"SHO446",1915,12.3190002441406,6.3476,0,2.51114280579805,3.1738,8.02208368542294,20.1780014038086,18.9919,278.248004436493,-2.98399650765935,0.394386029726111,-109.050762312186,-1.53381464001674,0.312833186737841
"6965",6965,"SHO446",1916,54.8940010070801,6.5938,0,4.00540407127136,3.2969,6.75741707781951,18.3900012969971,16.3236,379.601994037628,-0.247258001143653,0.558423433989436,-7.69677271105127,-0.421510643537291,-0.951833420865589
"6966",6966,"SHO446",1917,49.1759986877442,4.1079,0,3.89540567291982,2.05395,6.97966699798902,19.94700050354,18.623,359.78400182724,-0.44871999402236,-1.09787462961007,-27.5147649214393,0.417372995211802,-0.729583500696079
"6967",6967,"SHO446",1918,48.1169986724854,7.531,0,3.87363551743404,3.7655,7.71033378938834,19.7890014648438,18.3813,356.813000202179,-0.488592019207927,1.18285826451579,-30.4857665465003,-0.877381116580329,0.00108329070324054
"6968",6968,"SHO446",1919,39.71399974823,6.7149,0,3.68170376402526,3.35745,7.71133373677732,21.3320007324219,20.8487,330.09200027585,-0.84011489697623,0.639109582065344,-57.2067664728293,-0.727551920626134,0.00208323809222044
"6969",6969,"SHO446",1920,58.4629993438721,2.906,0,4.06839406428339,1.453,7.14700032273929,19.5740013122559,18.0605,424.245004653931,-0.131891871147255,-1.89867298941547,36.9462379052517,1.00522445076787,-0.56225017594581
"6970",6970,"SHO446",1921,92.5929985046386,3.7462,0,4.52821352869245,1.8731,8.48425022388498,19.6240005493164,18.134,358.595998048782,0.710267169825475,-1.33886703059319,-28.7027686998973,1.0622830918554,0.77499972519988
"6971",6971,"SHO446",1922,80.7779998779297,7.546,0,4.39170464971397,3.773,6.67525025208791,19.9010009765625,18.5567,417.221998214722,0.460251249441322,1.19285241993394,29.9232314660428,-0.465486805408827,-1.03400024659719
"6972",6972,"SHO446",1923,66.367000579834,6.17,0,4.19519995372792,3.085,6.93325037757556,20.2960014343262,19.1681,399.016997337341,0.100353030406755,0.27605522957515,11.7182305886618,-0.110435595183112,-0.776000121109539
"6973",6973,"SHO446",1924,37.4739999771118,4.4686,0,3.62364735856555,2.2343,7.25783384342988,19.8580017089844,18.4921,250.35400056839,-0.946445164676202,-0.857548505654828,-136.944766180289,0.0637912907091748,-0.451416655255219
"6974",6974,"SHO446",1925,67.9829978942871,4.2776,0,4.21925764294679,2.1388,8.08741697669029,20.8810005187988,20.0984,438.984998703003,0.144414672091761,-0.984807417979341,51.6862319543237,0.615034609788806,0.378166478005191
"6975",6975,"SHO446",1926,55.3290004730225,5.4713,0,4.01329719191805,2.73565,8.68091692527135,19.818000793457,18.4254,268.669998168945,-0.232801755967862,-0.18947252980253,-118.628768579734,0.00367184406355785,0.97166642658625
"6976",6976,"SHO446",1927,88.9309959411621,6.6334,0,4.4878607425073,3.3167,7.87175045907497,20.0240001678467,18.7484,418.436999082565,0.636361068964917,0.584808004293366,31.1382323338858,-0.0474936120597215,0.16249996038987
"6977",6977,"SHO446",1928,79.5570011138916,7.3834,0,4.37647375988536,3.6917,8.3354171597554,20.3410015106201,19.2416,260.587002277374,0.432355884925364,1.08451577520114,-126.711764471305,-0.417092244745477,0.6261666610703
"6978",6978,"SHO446",1929,43.3460006713867,6.0848,0,3.76921444225522,3.0424,7.85600021481514,20.8780002593994,20.1001,296.057999372482,-0.679839148432768,0.219288426800028,-91.2407673761973,-0.421930744318433,0.14674971613004
"6979",6979,"SHO446",1930,24.9090003967285,6.8603,0,3.21522919987512,3.43015,7.56416695316632,19.9230003356934,18.5884,471.834998130798,-1.69446274866564,0.735986261918664,84.5362313821187,-1.15771591608733,-0.145083545518779
"6980",6980,"SHO446",1931,61.1100006103515,4.612,0,4.11267552889458,2.306,8.42033368349075,22.996000289917,23.7415,264.44899892807,-0.0507903983817337,-0.762004379857262,-122.849767820609,0.404374677432104,0.71108318480565
"6981",6981,"SHO446",1932,68.5429992675781,6.9086,0,4.22746127486428,3.4543,6.84183351198831,18.9200000762939,17.084,400.251997470856,0.159439618451971,0.768167442365124,12.9532307221767,-0.360020335605603,-0.86741698669679
"6982",6982,"SHO446",1933,48.2630004882812,5.1398,0,3.87666523166414,2.5699,7.68041703104973,21.2850017547607,20.7688,267.047002255917,-0.483043099625496,-0.410343364543766,-120.251764492762,0.0172533203092906,-0.0288334676353692
"6983",6983,"SHO446",1934,35.4190006256104,9.0748,0,3.56724841698234,4.5374,9.78233400980632,20.7610015869141,19.9131,314.711001157761,-1.04973978839691,2.21145674015235,-72.5877655909183,-1.70030128137996,2.07308351112122
"6984",6984,"SHO446",1935,93.9430007934571,7.0045,0,4.54268822381292,3.50225,7.70533360168338,19.8560009002686,18.4899,359.9500041008,0.736777564240148,0.832063409338532,-27.3487626478793,-0.141773380963913,-0.00391689700171938
"6985",6985,"SHO446",1936,43.8400001525879,5.1311,0,3.78054664612032,2.56555,8.31833366056284,20.6240005493164,19.6821,420.112005710602,-0.659084224646744,-0.416139974686296,32.8132389619227,-0.0569586730202416,0.609083161877741
"6986",6986,"SHO446",1937,33.8510003089905,5.8665,0,3.52196855014737,2.93325,7.51841701070468,21.2430019378662,20.6919,376.638996124268,-1.13266983416633,0.0738401516144719,-10.6597706244113,-0.539725211937289,-0.190833487980419
"6987",6987,"SHO446",1938,92.8289985656739,6.7536,0,4.53075907552293,3.3768,7.43316695094108,18.9710006713867,17.1622,490.020998239517,0.714929337139908,0.664894503044185,102.722231490838,-0.0577720133631837,-0.27608354774402
"6988",6988,"SHO446",1939,53.0639991760254,5.0602,0,3.97149871669532,2.5301,8.63716710607211,20.4820003509521,19.471,313.176003932953,-0.309355635332093,-0.463379015962777,-74.1227628157263,0.123375769393034,0.92791660738701
"6989",6989,"SHO446",1940,25.918999671936,5.7841,0,3.25497627783564,2.89205,9.20575036170581,21.3940010070801,20.9541,381.576001763344,-1.62166600201265,0.0189389245174042,-5.72276498533529,-0.724138838615311,1.49649986302071
"6990",6990,"SHO446",1941,57.2580013275147,7.0099,0,4.04756739384796,3.50495,7.7511669980983,19.5380001068115,17.9962,526.108003616333,-0.170035904095266,0.835661305289068,138.809236867654,-0.542786128763795,0.0419164994132002
"6991",6991,"SHO446",1942,85.7770004272461,4.4761,0,4.45175091027083,2.23805,7.30083369401594,20.6340007781982,19.7051,412.399998962879,0.570225935418464,-0.852551427945751,25.1012322141997,0.728328211233745,-0.40841680466916
"6992",6992,"SHO446",1943,136.826995849609,6.1495,0,4.91871732380179,3.07475,8.14475036847094,19.568000793457,18.048,322.942004203796,1.42547460891929,0.262396550503671,-64.3567625448833,0.480266759642431,0.43549986978584
"6993",6993,"SHO446",1944,28.293999671936,5.8261,0,3.34264975644192,2.91305,6.56858380387227,18.806001663208,16.933,382.496996901929,-1.46109208468903,0.0469225596882399,-4.80176984675029,-0.66915715068859,-1.14066669481283
"6994",6994,"SHO446",1945,107.942998886108,7.3924,0,4.68160329970347,3.6962,6.88925020893414,19.7950000762939,18.3865,567.95299911499,0.991200432656534,1.09051226845203,180.654232366311,-0.174558679964263,-0.82000028975096
"6995",6995,"SHO446",1946,101.291999816895,6.8434,0,4.61800743298188,3.4217,7.51791700720786,19.8450012207031,18.4701,467.821005582809,0.874724645367029,0.724726180147542,80.5222388341297,-0.0209678169211308,-0.19133349147724
"6996",6996,"SHO446",1947,59.4520015716553,2.7361,0,4.08516929072235,1.36805,7.82458381851515,19.4520015716553,17.8783,323.868001937866,-0.101168055164191,-2.01187345645178,-63.4307648108133,1.08213519134075,0.115333319830051
"6997",6997,"SHO446",1948,65.3000011444091,6.1291,0,4.17899205380779,3.06455,6.6952502578497,18.7670001983643,16.8603,343.952997684479,0.0706682725628033,0.24880449913498,-43.3457690642003,-0.108236479587955,-1.0140002408354
"6998",6998,"SHO446",1949,77.0589981079102,6.0666,0,4.34457133765891,3.0333,7.22191720207532,20.3840007781982,19.3081,377.065994262695,0.373926619993175,0.207162184892666,-10.2327724859842,0.0485168892571044,-0.487333296609779
"6999",6999,"SHO446",1950,47.8659992218017,4.278,0,3.86840542401457,2.139,8.34308364987374,20.1840000152588,18.9843,486.364004135132,-0.498170931801371,-0.98454090716819,99.0652373864527,0.332147698021584,0.633833151188641
"7000",7000,"SHO446",1951,141.713005065918,7.8666,0,4.95380392135549,3.9333,7.64650027205547,20.8130016326904,19.989,353.375000059605,1.48973568882985,1.40646083507132,-33.9237666890743,-0.132134364554806,-0.0627502266296291
"7001",7001,"SHO446",1952,88.0230007171631,4.8254,0,4.4775981521125,2.4127,7.69408364593983,20.0520000457764,18.7801,378.459003925323,0.617565141533076,-0.619820862108304,-8.8397628233563,0.618828345055204,-0.0151668527452697
"7002",7002,"SHO446",1953,40.886999130249,9.5666,0,3.71081214284142,4.7833,8.38675033301115,21.2700004577637,20.7312,318.305003404617,-0.786802920677897,2.53913178246227,-68.9937633440622,-1.76810708327715,0.677499834326051
"7003",7003,"SHO446",1954,50.7270011901855,6.1684,0,3.92645833668697,3.0842,8.72908367713293,20.9950008392334,20.2797,241.31200170517,-0.391847061139016,0.274989186330547,-145.986765043509,-0.326406651246274,1.01983317844783
"7004",7004,"SHO446",1955,38.2800006866455,6.3381,0,3.6449275845222,3.16905,6.84091698075645,20.5780010223389,19.612,377.928994178772,-0.907470445094971,0.388056397961279,-9.3697725699073,-0.616598578700103,-0.868333517928649
"7005",7005,"SHO446",1956,119.538997650147,6.8293,0,4.78364265830278,3.41465,7.87116695630053,19.6030006408691,18.091,361.769995212555,1.17808544956182,0.715331674054476,-25.5287715361243,0.117771860336695,0.161916457615431
"7006",7006,"SHO446",1957,35.4220008850098,4.7919,0,3.56733312101919,2.39595,7.44041693893571,19.6340007781982,18.1447,456.153000593186,-1.04958465301018,-0.642141142542184,68.8542338445067,-0.102218207500855,-0.268833559749389
"7007",7007,"SHO446",1958,70.9770011901855,4.2688,0,4.26235589766687,2.1344,8.76091705511014,20.7920017242432,19.94,304.305998325348,0.223349096734499,-0.990670655824659,-82.9927684233313,0.653049169824989,1.05166655642504
"7008",7008,"SHO446",1959,42.9009990692139,7.9926,0,3.75889511398947,3.9963,8.22425043831268,21.0980014801025,20.4574,258.114995002746,-0.698738991237237,1.49041174058383,-129.183771745933,-1.14207573087133,0.514999939627581
"7009",7009,"SHO446",1960,16.0779991149902,6.2054,0,2.777451822861,3.1027,7.9434170499444,21.2780017852783,20.7597,312.547002792358,-2.49625172134338,0.299641436361997,-74.7517639563213,-1.2661499617538,0.234166551259301
"7010",7010,"SHO446",1961,63.3279991149902,5.4094,0,4.14832755544514,2.7047,7.81450037658215,20.8280010223389,20.0154,319.57900083065,0.014506264357718,-0.230715077828119,-67.7197659180293,0.135583199901142,0.105249877897051
"7011",7011,"SHO446",1962,50.6070003509521,4.8378,0,3.92408991358114,2.4189,7.7965004046758,18.3800010681152,16.3129,347.05999815464,-0.396184826470432,-0.611559026962629,-40.2387685940392,0.168151731452082,0.087249905990701
"7012",7012,"SHO446",1963,27.1320000886917,6.9751,0,3.30071384635273,3.48755,7.75275040169557,18.9130001068115,17.0752,535.030994415283,-1.5378976759191,0.812474864718947,147.732227666604,-1.13166090164702,0.0434999030104706
"7013",7013,"SHO446",1964,65.0890016555786,7.7814,0,4.17575558955883,3.8907,6.24075024574995,19.230001449585,17.5382,406.499002814293,0.0647406904593579,1.3496940322962,19.2002360656138,-0.727342754283752,-1.46850025293515
"7014",7014,"SHO446",1965,132.291999816895,7.9565,0,4.88501159927661,3.97825,6.9091670550406,18.4210014343262,16.3633,465.042005538941,1.36374259703524,1.46635913987746,77.7432387902617,-0.221114375635874,-0.8000834436445
"7015",7015,"SHO446",1966,81.4029998779297,7.863,0,4.39941212586664,3.9315,7.88300051291784,20.1150016784668,18.8974,233.819001674652,0.474367486850703,1.40406223777096,-153.479765074027,-0.577553158937429,0.17375001423274
"7016",7016,"SHO446",1967,86.6370010375976,5.7206,0,4.46172698803084,2.8603,7.54525033632914,20.7390003204346,19.8688,377.456005573273,0.588497115151659,-0.0233696667527868,-9.84276117540628,0.272025744048291,-0.164000162355959
"7017",7017,"SHO446",1968,32.4930009841919,6.4318,0,3.48102471181106,3.2159,7.5303337375323,20.9000015258789,20.1334,481.154002189636,-1.20765844664571,0.450486555473357,93.8552354409567,-0.783642187589194,-0.1789167611528
"7018",7018,"SHO446",1969,122.619998931885,5.4083,0,4.80909013362377,2.70415,7.68375030004729,20.7170009613037,19.8477,392.821002483368,1.22469248356166,-0.231447982558784,5.52223573468871,0.668475563000051,-0.0255001986378094
"7019",7019,"SHO446",1970,72.8500003814698,2.7634,0,4.28840253787759,1.3817,7.30241698026657,20.7840003967285,19.9438,461.491992950439,0.271053500828423,-1.99368409359074,74.1932262017597,1.23572663277532,-0.406833518418529
"7020",7020,"SHO446",1971,109.78999710083,4.0487,0,4.69856942384014,2.02435,6.62983373591366,20.3130016326904,19.1851,521.641005516052,1.02227387764505,-1.13731822966039,134.342238767373,1.08669871477364,-1.07941676277144
"7021",7021,"SHO446",1972,108.917999267578,3.7911,0,4.69059529881182,1.89555,7.29825029708445,20.3530006408691,19.2637,342.454001545906,1.00766927299857,-1.30895119204152,-44.8447652027733,1.17638714766262,-0.41100020160065
"7022",7022,"SHO446",1973,77.9640007019043,4.4044,0,4.35624719068932,2.2022,7.22300017811358,19.7700004577637,18.3541,410.035996437073,0.395310936995209,-0.900323490844534,22.7372296883937,0.678117967150831,-0.48625032057152
"7023",7023,"SHO446",1974,113.03999710083,5.5937,0,4.72774171272898,2.79685,7.71883358309666,19.0570011138916,17.2849,241.98000216484,1.07570290519867,-0.107920221590382,-145.318764583839,0.533744602378029,0.00958308441156053
"7024",7024,"SHO446",1975,43.6529989242553,4.9847,0,3.77627198380316,2.49235,6.42191693698988,19.8780002593994,18.5075,485.976008415222,-0.666913265816474,-0.513682931567493,98.6772416665427,-0.00577939528145233,-1.28733356169522
"7025",7025,"SHO446",1976,47.7760009765625,4.1162,0,3.86652344179722,2.0581,7.96908373261492,19.9610004425049,18.646,319.511003494263,-0.501617780971464,-1.09234453027869,-67.7877632544163,0.391001113328624,0.259833233929821
"7026",7026,"SHO446",1977,7.01000022888184,5.4172,0,1.94733773369726,2.7086,8.17283367117246,19.6180000305176,18.1275,328.777000904083,-4.01660511944609,-0.225518117010678,-58.5217658445962,-1.6410161070303,0.463583172487361
"7027",7027,"SHO446",1978,85.3800010681152,7.1844,0,4.44711189383995,3.5922,7.46750029424825,19.0690002441406,17.3013,430.83899307251,0.561729579933584,0.951926646653609,43.5402263238307,-0.285917906955244,-0.241750204436849
"7028",7028,"SHO446",1979,56.0279998779297,7.9349,0,4.02585156359806,3.96745,8.03966718912124,19.6390018463135,18.1577,399.859002113342,-0.209808432647719,1.45196755607532,12.5602353646627,-0.905417541767175,0.33041669043614
"7029",7029,"SHO446",1980,46.2829999923706,8.1723,0,3.83477472287736,4.08615,8.26558365176122,20.0190010070801,18.7309,471.394002437592,-0.559765538400619,1.61014172249333,84.0952356889127,-1.14797620149254,0.556333153076121
"7030",7030,"SHO446",1981,37.1979999542236,6.433,0,3.61625499516232,3.2165,9.10716726382573,21.4930019378662,21.1246,385.797003269196,-0.959984273296119,0.451286087906809,-1.50176347948326,-0.675113289478105,1.39791676514063
"7031",7031,"SHO446",1982,87.5080013275147,3.9281,0,4.47173023292587,1.96405,6.76150029400984,20.351001739502,19.2551,510.91300201416,0.60681805147444,-1.21767123922236,123.614235265481,0.948895836613277,-0.947750204675259
"7032",7032,"SHO446",1983,75.0449981689453,4.0816,0,4.31808790920886,2.0408,7.68758367995421,18.6480007171631,16.6721,655.401998519897,0.32542223853158,-1.11539771544324,268.103231771218,0.767808505602109,-0.021666818730889
"7033",7033,"SHO446",1984,205.277000427246,7.2469,0,5.32436028865635,3.62345,7.31308370331923,20.8050003051758,19.9717,435.280003547668,2.16840942725779,0.993568960895924,47.9812367989887,0.397701529891709,-0.396166795365869
"7034",7034,"SHO446",1985,71.5610027313232,3.3236,0,4.27055027099795,1.6618,7.42583366980155,21.431001663208,21.0073,326.317001700401,0.238357085999903,-1.62043570257403,-60.9817650482782,1.01232111128141,-0.283416828883549
"7035",7035,"SHO446",1986,104.916999816895,4.9926,0,4.65316955963076,2.4963,8.74733380228282,21.4670009613037,21.0679,309.170000314712,0.939124056764801,-0.508419343047264,-78.1287664339673,0.69792941708298,1.03808330359772
"7036",7036,"SHO446",1987,14.805999994278,5.2322,0,2.69503250363444,2.6161,8.37158373494942,19.1620006561279,17.4486,396.924998819828,-2.64720264928347,-0.348779367167928,9.62623207114871,-0.969452720070687,0.66233323626432
"7037",7037,"SHO446",1988,85.6460018157959,8.7234,0,4.45022254318781,4.3617,8.26650055746237,20.9740009307861,20.2555,348.47599697113,0.567426732129965,1.97732699255636,-38.8227697775493,-0.857635353694376,0.557250058777271
"7038",7038,"SHO446",1989,110.680999755859,10.332,0,4.70665218772812,5.166,7.61408372968435,20.5010013580322,19.5021,294.791996955872,1.03707745429019,3.04910021959935,-92.5067697928073,-1.25118204308795,-0.0951667690007492
"7039",7039,"SHO446",1990,42.0090007781982,5.1079,0,3.73788389956631,2.55395,7.5388337423404,20.4080009460449,19.3349,375.213001728058,-0.737221016375128,-0.431597601733043,-12.0857650206213,-0.082682590234552,-0.170416756344699
"7040",7040,"SHO446",1991,64.5090007781982,5.8557,0,4.16680476101477,2.92785,7.44691702071577,20.2990016937256,19.1686,380.47200679779,0.0483472539782292,0.0666443597133996,-6.82675995088925,-0.016048049689083,-0.262333477969329
"7041",7041,"SHO446",1992,58.9120006561279,6.4133,0,4.07604481618809,3.20665,8.52800027032693,20.1180000305176,18.8933,309.953003883362,-0.117879524160023,0.438160430457631,-77.3457628653173,-0.297236831686684,0.81874977164183
"7042",7042,"SHO446",1993,107.150001525879,7.1075,0,4.67422973616017,3.55375,6.75833374013504,17.5470008850098,15.1551,373.592999458313,0.977695755967482,0.900689943209866,-13.7057672903663,-0.0742002355718326,-0.95091675855006
"7043",7043,"SHO446",1994,25.1680002212525,5.7919,0,3.22557335510695,2.89595,8.02950022617975,20.7950000762939,19.9698,411.065999269486,-1.67551743528943,0.0241358853348454,23.7672325208067,-0.750743767314861,0.32024972749465
"7044",7044,"SHO446",1995,95.0050010681153,4.1465,0,4.55392953303722,2.07325,8.078167061011,19.2569999694824,17.5868,540.072002887726,0.757366014552447,-1.07215633633402,152.773236139047,0.933648594750128,0.3689165623259
"7045",7045,"SHO446",1996,91.4590034484863,5.6359,0,4.51589082213388,2.81795,8.30691719055175,20.9560012817383,20.2159,494.367002129555,0.687698141020027,-0.0798033310139711,107.068235380876,0.347277047416636,0.597666691866651
"7046",7046,"SHO446",1997,142.365997314453,5.3942,0,4.95840118756058,2.6971,7.58166701594989,19.9060001373291,18.5576,379.98500585556,1.49815557880417,-0.24084248865185,-7.31376089311925,0.794060248318869,-0.12758348273521
"7047",7047,"SHO446",1998,53.0660009384155,4.8854,0,3.97153643953312,2.4427,7.11741690337657,20.8120002746582,19.978,580.125012159348,-0.309286545979938,-0.579844240435682,192.826245410669,0.18862669441281,-0.591833595308529
"7048",7048,"SHO446",1999,51.1069984436035,4.1519,0,3.93392144367558,2.07595,8.31633377323548,19.9740009307861,18.6803,325.613003730774,-0.378178385689877,-1.06855844038348,-61.6857630179053,0.431994236911205,0.60708327455038
"7049",7049,"SHO446",2000,25.9720001220703,8.3496,0,3.25701903934631,4.1748,8.470417269816,21.0730018615723,20.4248,423.72600543499,-1.61792468567456,1.72827263953592,36.4272386863107,-1.67971953983693,0.761166771130901
"7050",7050,"SHO446",2001,40.6620006561279,4.6238,0,3.70529401151818,2.3119,8.28500048319499,21.7400016784668,21.5321,313.614992141724,-0.796909374499101,-0.754142310928313,-73.6837746069553,0.0716795693402508,0.575749984509891
"7051",7051,"SHO446",2002,113.116996765137,7.1891,0,4.7284226526899,3.59455,7.49833370000125,22.0910015106201,22.1362,297.42000246048,1.07695004628085,0.955058148684631,-89.8787642881992,-0.0609745428998211,-0.210916798683849
"7052",7052,"SHO446",2003,61.8500003814697,4.4085,0,4.12471210500616,2.20425,8.27233363191287,21.9250011444092,21.8555,405.570998430252,-0.0287454172982324,-0.897591755030238,18.2722316815727,0.490003399205711,0.563083133227771
"7053",7053,"SHO446",2004,107.739002227783,8.7856,0,4.67971165628304,4.3928,7.58758364866176,20.2820014953613,19.1426,412.560001373291,0.987735888999472,2.01876942369031,25.2612346246117,-0.695907086106806,-0.121666850023339
"7054",7054,"SHO446",2005,64.2200012207031,4.2393,0,4.16231470766951,2.11965,7.86625043551127,21.8300018310547,21.6848,539.562002658844,0.0401237242848517,-1.01032582814703,152.263235910165,0.583436902447672,0.15699993682617
"7055",7055,"SHO446",2006,102.014999389648,5.8244,0,4.62511985531275,2.9122,8.02100031574567,22.5330009460449,22.8997,421.396002709866,0.887751042100487,0.0457898887408487,34.0972359611868,0.364968120829339,0.311749817060571
"7056",7056,"SHO446",2007,73.9340000152588,5.042,0,4.30317280354644,2.521,8.25966705009341,22.5460014343262,22.9388,309.177996635437,0.298105232504413,-0.475505257870139,-78.1207701132423,0.39744924670922,0.550416551408311
"7057",7057,"SHO446",2008,63.5449981689453,4.7147,0,4.15174828751895,2.35735,7.45216718316077,21.0660018920898,20.4222,340.628998339176,0.0207713328589119,-0.693577729094291,-46.6697684095033,0.397542914750724,-0.257083315524329
"7058",7058,"SHO446",2009,93.2670021057129,5.8956,0,4.53546637011555,2.9478,7.22816699246565,20.5810012817383,19.6266,400.872003078461,0.723550744032268,0.0932288131256933,13.5732363297817,0.26615419202381,-0.481083506219449
"7059",7059,"SHO446",2010,41.7829985618591,2.8979,0,3.73248952382254,1.44895,7.03783363352219,19.9250011444092,18.5975,500.982007026672,-0.747100811935453,-1.90406983334128,113.683240277993,0.737554749419517,-0.671416865162909
"7060",7060,"SHO446",2011,152.76000213623,6.1045,0,5.02886807634154,3.05225,6.74600035448869,20.5390014648438,19.5663,382.115996360779,1.62721563839162,0.232414084249205,-5.18277038790029,0.585822993712759,-0.963250144196409
